,Price,Width of the Display,Height of the Display,Hard Drive Capacity,SSD Capacity,Ram Size,Processor Speed,Screen Size (inch)
3135,111.75,1920.0,1080.0,256.0,128.0,4.0,2.16,8.43
3136,50.0,1366.0,768.0,16.0,16.0,2.0,1.4,11.6
3137,63.0,1920.0,1080.0,32.0,32.0,4.0,2.1,13.3
3138,200.0,1280.0,800.0,128.0,128.0,8.0,1.6,8.1
3139,99.0,1366.0,768.0,128.0,128.0,4.0,1.1,11.6
3140,175.0,1920.0,1080.0,256.0,256.0,8.0,0.0,12.3
3141,539.0,1920.0,1080.0,1.0,1.0,16.0,1.9,14.0
3142,119.94,1920.0,1080.0,500.0,240.0,16.0,0.0,14.0
3143,339.0,1920.0,1080.0,256.0,256.0,16.0,2.1,15.6
3144,250.0,1920.0,1080.0,128.0,128.0,16.0,2.6,14.1
3145,149.0,1920.0,1080.0,256.0,240.0,8.0,0.0,13.5
3146,530.0,1920.0,1200.0,512.0,512.0,16.0,3.0,13.3
3147,150.0,3000.0,2000.0,256.0,256.0,8.0,2.6,13.3
3148,575.0,3072.0,1920.0,1.0,1.0,40.0,4.7,16.0
3149,190.0,1366.0,768.0,256.0,512.0,16.0,2.4,14.0
3150,442.8,1920.0,1080.0,256.0,512.0,512.0,2.4,13.3
3151,220.0,1920.0,1080.0,512.0,512.0,12.0,2.4,14.0
3152,95.0,1920.0,1080.0,8.0,240.0,8.0,2.7,15.6
3153,99.94,1366.0,768.0,4.0,32.0,4.0,2.0,11.6
3154,263.2,1920.0,1080.0,256.0,256.0,16.0,1.6,14.0
3155,100.0,1366.0,768.0,250.0,256.0,8.0,2.4,15.6
3156,355.0,2736.0,1824.0,256.0,256.0,8.0,1.1,12.3
3157,29.98,1366.0,768.0,4.0,240.0,4.0,1.6,11.6
3158,319.0,1280.0,720.0,256.0,120.0,8.0,2.7,14.0
3159,324.0,1280.0,720.0,256.0,120.0,8.0,2.6,14.0
3160,389.5,1280.0,720.0,256.0,960.0,8.0,3.0,14.0
3161,372.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3162,250.0,1920.0,1080.0,256.0,240.0,8.0,0.0,14.1
3163,320.2,1280.0,720.0,256.0,120.0,8.0,0.0,14.0
3164,225.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3165,3104.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3166,72.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3167,299.0,1920.0,1080.0,24.0,1024.0,24.0,2.4,15.6
3168,588.5,1920.0,1080.0,500.0,240.0,8.0,2.4,15.6
3169,589.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3170,254.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3171,156.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3172,31.55,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3173,329.8,1280.0,720.0,256.0,240.0,8.0,2.7,14.0
3174,33.66,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3175,16.31,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3176,105.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3177,547.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3178,488.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3179,323.5,1920.0,1080.0,256.0,120.0,8.0,3.1,14.0
3180,90.0,1920.0,1080.0,256.0,240.0,4.0,1.86,11.6
3181,36.97,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3182,325.8,1280.0,720.0,256.0,120.0,8.0,0.0,14.0
3183,97.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3184,201.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3185,91.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3186,15.23,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3187,380.0,1920.0,1080.0,256.0,240.0,8.0,0.0,14.0
3188,150.0,1920.0,1080.0,4.0,240.0,4.0,2.3,14.0
3189,210.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3190,240.0,2736.0,1824.0,256.0,256.0,8.0,1.7,12.1
3191,180.0,1366.0,768.0,64.0,240.0,4.0,1.1,11.6
3192,1235.0,1920.0,1080.0,256.0,240.0,8.0,0.0,13.3
3193,700.0,1920.0,1080.0,256.0,512.0,8.0,2.7,15.6
3194,40.0,1920.0,1080.0,250.0,240.0,4.0,2.0,15.6
3195,1450.0,1920.0,1080.0,512.0,512.0,32.0,2.4,14.0
3196,330.0,1920.0,1080.0,256.0,256.0,8.0,2.6,12.5
3197,442.8,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
3198,250.0,1920.0,1080.0,256.0,256.0,8.0,1.2,13.5
3199,820.0,3840.0,2160.0,1.0,1.0,8.0,1.6,13.3
3200,304.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3201,100.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
3202,170.0,1280.0,800.0,160.0,240.0,4.0,2.4,14.1
3203,185.0,1920.0,1080.0,256.0,240.0,8.0,0.0,11.6
3204,199.0,1920.0,1080.0,512.0,512.0,16.0,2.0,14.0
3205,19.98,1920.0,1080.0,256.0,240.0,4.0,0.0,15.6
3206,197.0,1366.0,768.0,64.0,64.0,4.0,1.1,14.0
3207,530.0,1366.0,768.0,256.0,512.0,8.0,2.3,13.3
3208,260.0,1920.0,1080.0,256.0,256.0,8.0,2.2,10.1
3209,448.2,1920.0,1080.0,256.0,960.0,8.0,3.1,14.0
3210,710.0,1920.0,1080.0,256.0,240.0,8.0,0.0,13.0
3211,310.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
3212,160.0,1920.0,1080.0,8.0,240.0,8.0,2.4,15.6
3213,250.0,1920.0,1080.0,256.0,240.0,16.0,0.0,14.0
3214,27.19,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3215,450.0,1920.0,1080.0,256.0,256.0,16.0,3.0,14.0
3216,200.0,1366.0,768.0,256.0,240.0,8.0,1.1,14.0
3217,115.0,1920.0,1200.0,128.0,128.0,4.0,2.0,10.1
3218,749.0,3456.0,2160.0,256.0,512.0,8.0,0.0,13.4
3219,424.2,1280.0,720.0,256.0,480.0,8.0,2.7,14.0
3220,83.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3221,344.8,1280.0,720.0,256.0,240.0,8.0,2.7,14.0
3222,352.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3223,190.0,1920.0,1080.0,256.0,256.0,16.0,1.6,14.0
3224,50.0,1920.0,1080.0,32.0,32.0,4.0,1.1,11.6
3225,269.8,1366.0,768.0,256.0,256.0,16.0,1.9,14.0
3226,500.0,1920.0,1080.0,256.0,256.0,8.0,3.0,15.6
3227,299.0,2736.0,1824.0,256.0,256.0,8.0,2.6,12.3
3228,369.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3229,229.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3230,375.8,1280.0,720.0,256.0,360.0,8.0,1.99,14.0
3231,150.0,2736.0,1824.0,128.0,128.0,4.0,1.2,12.3
3232,215.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3233,450.0,1920.0,1080.0,1.0,256.0,8.0,2.5,15.6
3234,199.0,1920.0,1080.0,512.0,512.0,16.0,2.7,15.6
3235,398.5,1280.0,720.0,256.0,240.0,8.0,3.0,13.3
3236,379.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3237,800.0,1920.0,1080.0,256.0,256.0,16.0,0.0,15.6
3238,860.0,1920.0,1080.0,256.0,512.0,16.0,0.0,14.0
3239,169.0,1920.0,1080.0,512.0,512.0,16.0,1.9,14.0
3240,375.2,1366.0,912.0,32.0,32.0,4.0,1.1,12.0
3241,467.5,1280.0,720.0,256.0,960.0,8.0,2.6,14.0
3242,1019.0,1920.0,1080.0,512.0,512.0,8.0,1.7,14.0
3243,180.0,1920.0,1080.0,256.0,256.0,8.0,2.8,15.6
3244,40.0,1366.0,768.0,16.0,16.0,2.0,0.0,11.5
3245,93.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3246,637.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3247,295.0,1920.0,1080.0,256.0,120.0,8.0,3.1,14.0
3248,400.0,1920.0,1280.0,512.0,512.0,16.0,0.0,13.0
3249,218.9,1366.0,768.0,256.0,128.0,4.0,2.4,14.0
3250,200.0,1366.0,768.0,1.0,1.0,8.0,2.5,15.6
3251,200.0,1920.0,1080.0,256.0,256.0,8.0,2.5,15.6
3252,90.0,1366.0,768.0,64.0,64.0,4.0,0.0,14.0
3253,175.0,1920.0,1080.0,256.0,256.0,16.0,2.5,14.0
3254,98.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3255,288.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3256,130.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3257,314.2,1280.0,720.0,256.0,120.0,8.0,2.7,14.0
3258,10.88,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3259,85.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3260,112.25,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3261,403.0,1280.0,720.0,256.0,480.0,8.0,2.6,14.0
3262,234.8,1366.0,768.0,256.0,500.0,8.0,1.6,14.0
3263,79.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3264,426.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3265,375.8,1280.0,720.0,256.0,360.0,8.0,1.99,14.0
3266,57.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3267,204.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3268,227.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3269,10.95,1920.0,1080.0,256.0,240.0,8.0,2.53,8.43
3270,76.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3271,574.5,1920.0,1080.0,400.0,128.0,8.0,3.0,15.6
3272,93.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3273,8.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3274,9.79,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3275,103.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3276,90.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3277,152.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3278,127.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3279,79.56,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3280,334.8,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
3281,337.8,1280.0,720.0,256.0,240.0,8.0,2.3,13.3
3282,92.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3283,337.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3284,324.0,1280.0,720.0,256.0,240.0,8.0,2.7,14.0
3285,131.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3286,121.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3287,206.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3288,295.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3289,47.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3290,81.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3291,2730.0,1920.0,1080.0,256.0,4.0,8.0,1.99,14.0
3292,292.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3293,342.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3294,50.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3295,476.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3296,372.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3297,376.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3298,60.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3299,93.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3300,368.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3301,304.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3302,2148.0,1920.0,1080.0,256.0,240.0,8.0,1.8,14.0
3303,2332.0,1920.0,1080.0,256.0,2.0,8.0,1.8,14.0
3304,400.0,1920.0,1080.0,256.0,120.0,8.0,2.8,12.5
3305,114.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3306,103.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3307,117.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3308,318.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3309,53.28,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3310,329.0,3840.0,2160.0,512.0,512.0,16.0,2.7,15.6
3311,250.0,3000.0,2000.0,512.0,512.0,16.0,2.6,13.5
3312,195.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3313,89.0,1366.0,768.0,256.0,128.0,8.0,2.4,12.5
3314,281.8,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
3315,80.0,1366.0,768.0,64.0,240.0,4.0,1.1,11.6
3316,695.0,1920.0,1080.0,256.0,256.0,16.0,0.0,8.43
3317,350.0,1920.0,1080.0,500.0,240.0,8.0,2.7,15.6
3318,374.5,1280.0,720.0,256.0,240.0,8.0,0.0,14.0
3319,380.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3320,125.0,1920.0,1080.0,256.0,128.0,2.0,2.16,17.0
3321,260.0,1920.0,1080.0,128.0,240.0,8.0,1.9,10.1
3322,11.88,1920.0,1080.0,256.0,240.0,8.0,0.0,4.5
3323,24.98,1920.0,1080.0,240.0,240.0,8.0,2.3,14.0
3324,119.0,1600.0,900.0,256.0,256.0,8.0,1.9,14.0
3325,49.0,1024.0,480.0,16.0,16.0,4.0,2.16,11.6
3326,539.0,1920.0,1080.0,512.0,512.0,16.0,2.8,14.0
3327,288.2,1920.0,1080.0,256.0,256.0,4.0,2.0,15.6
3328,225.0,1920.0,1080.0,8.0,128.0,8.0,2.4,10.1
3329,120.0,1920.0,1080.0,256.0,240.0,8.0,0.0,11.6
3330,45.0,1024.0,600.0,256.0,240.0,16.0,1.3,7.0
3331,86.0,1920.0,1080.0,32.0,240.0,4.0,0.0,11.6
3332,28.5,1920.0,1080.0,256.0,240.0,8.0,0.0,11.6
3333,89.94,1920.0,1080.0,500.0,240.0,6.0,1.8,14.0
3334,1250.0,1920.0,1080.0,256.0,256.0,8.0,2.4,14.0
3335,313.5,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
3336,396.0,1920.0,1080.0,256.0,480.0,8.0,3.1,14.0
3337,294.8,1280.0,720.0,256.0,240.0,8.0,0.0,14.0
3338,333.5,1920.0,1080.0,256.0,240.0,8.0,2.8,14.0
3339,314.2,1280.0,720.0,256.0,120.0,8.0,2.7,14.0
3340,569.0,1920.0,1080.0,1.0,240.0,4.0,1.6,15.6
3341,820.0,2560.0,1600.0,256.0,1.0,16.0,2.3,16.0
3342,45.0,1280.0,800.0,2.0,32.0,2.0,0.0,10.1
3343,307.0,1920.0,1080.0,256.0,512.0,16.0,1.9,15.6
3344,200.0,1920.0,1080.0,500.0,240.0,8.0,3.3,14.1
3345,364.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3346,834.5,1920.0,1080.0,2.0,1.0,32.0,2.8,15.6
3347,450.0,1920.0,1080.0,512.0,512.0,32.0,1.9,8.43
3348,193.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3349,490.8,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
3350,205.6,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3351,171.5,1920.0,1080.0,256.0,256.0,8.0,2.4,14.0
3352,799.0,1920.0,1200.0,256.0,256.0,8.0,4.4,16.0
3353,289.2,1920.0,1080.0,24.0,256.0,24.0,0.0,15.6
3354,400.0,1920.0,1080.0,256.0,256.0,8.0,2.3,15.6
3355,316.2,1920.0,1200.0,512.0,512.0,8.0,2.3,10.1
3356,300.0,1920.0,1080.0,500.0,240.0,4.0,2.0,11.6
3357,230.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
3358,500.0,1920.0,1080.0,1.0,1.0,16.0,2.8,15.6
3359,60.0,1920.0,1080.0,256.0,240.0,8.0,2.0,15.6
3360,593.0,3840.0,2160.0,256.0,512.0,16.0,1.8,15.6
3361,70.0,1920.0,1080.0,500.0,128.0,8.0,2.53,15.0
3362,169.0,1920.0,1080.0,512.0,512.0,8.0,0.0,14.0
3363,49.0,1366.0,768.0,256.0,240.0,4.0,1.6,11.6
3364,383.0,1280.0,720.0,256.0,480.0,8.0,2.6,14.0
3365,249.0,1366.0,768.0,256.0,256.0,8.0,1.2,15.6
3366,280.0,1920.0,1080.0,256.0,256.0,8.0,1.8,14.0
3367,130.0,1920.0,1080.0,256.0,256.0,8.0,1.23,12.5
3368,389.0,1920.0,1080.0,512.0,512.0,16.0,2.8,15.6
3369,490.0,1920.0,1080.0,256.0,512.0,8.0,0.0,14.0
3370,40.0,1920.0,1080.0,16.0,16.0,4.0,1.4,11.6
3371,12.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3372,96.94,1920.0,1080.0,256.0,128.0,4.0,2.4,14.0
3373,325.8,1920.0,1080.0,256.0,120.0,8.0,2.8,14.0
3374,193.1,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3375,465.0,1920.0,1080.0,256.0,480.0,8.0,2.3,12.5
3376,174.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3377,1135.0,1920.0,1080.0,256.0,2.0,8.0,0.0,14.0
3378,279.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3379,28.88,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3380,45.38,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3381,62.28,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3382,394.8,1920.0,1080.0,256.0,480.0,8.0,2.8,14.0
3383,112.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3384,472.2,1280.0,720.0,256.0,960.0,8.0,2.6,14.0
3385,128.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3386,410.0,1920.0,1080.0,256.0,480.0,8.0,1.99,10.8
3387,96.44,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3388,235.4,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3389,421.0,1920.0,1080.0,256.0,120.0,8.0,2.8,12.5
3390,2186.0,1920.0,1080.0,256.0,480.0,8.0,1.99,14.0
3391,348.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3392,311.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3393,324.0,1280.0,720.0,256.0,120.0,8.0,2.6,14.0
3394,396.0,1920.0,1080.0,256.0,240.0,8.0,2.8,14.0
3395,134.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3396,54.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3397,11.96,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3398,303.0,1280.0,720.0,256.0,120.0,8.0,2.6,14.0
3399,55.0,1366.0,768.0,256.0,240.0,4.0,1.7,13.3
3400,400.0,1920.0,1080.0,256.0,240.0,8.0,1.8,14.0
3401,25.0,1366.0,768.0,256.0,16.0,2.0,1.7,11.6
3402,549.0,2560.0,1600.0,256.0,1.0,16.0,0.0,13.3
3403,490.0,1920.0,1080.0,256.0,512.0,8.0,4.3,15.6
3404,303.0,1280.0,720.0,256.0,240.0,8.0,2.6,14.0
3405,85.0,1366.0,768.0,256.0,128.0,8.0,2.2,15.6
3406,50.0,1920.0,1080.0,32.0,32.0,4.0,1.1,14.0
3407,329.0,1920.0,1080.0,256.0,256.0,8.0,2.4,13.3
3408,205.0,1920.0,1080.0,512.0,512.0,16.0,0.0,14.0
3409,360.0,1920.0,1080.0,256.0,256.0,8.0,4.1,15.6
3410,627.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3411,656.5,1920.0,1080.0,256.0,960.0,8.0,2.8,12.5
3412,33.0,1366.0,768.0,16.0,16.0,4.0,2.5,11.6
3413,184.2,1366.0,768.0,500.0,500.0,4.0,2.3,15.6
3414,100.0,1920.0,1080.0,6.0,240.0,6.0,2.6,15.6
3415,1617.0,1920.0,1080.0,256.0,240.0,8.0,0.0,16.0
3416,35.0,1920.0,1080.0,16.0,240.0,2.0,2.0,11.6
3417,110.0,1920.0,1080.0,256.0,240.0,8.0,0.0,15.6
3418,140.0,1920.0,1080.0,20.0,240.0,512.0,2.66,15.0
3419,899.0,2880.0,1920.0,16.0,256.0,16.0,4.8,13.0
3420,115.0,1920.0,1080.0,32.0,32.0,8.0,2.3,13.3
3421,423.5,1280.0,720.0,256.0,120.0,8.0,3.0,15.6
3422,442.8,1920.0,1080.0,256.0,240.0,8.0,2.8,12.5
3423,88.0,1920.0,1080.0,256.0,240.0,8.0,2.4,15.6
3424,165.0,1366.0,768.0,256.0,128.0,8.0,1.7,14.0
3425,219.0,1920.0,1080.0,256.0,256.0,8.0,1.7,14.0
3426,152.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3427,100.0,1920.0,1080.0,250.0,250.0,2.0,2.0,15.4
3428,296.8,1920.0,1080.0,8.0,512.0,8.0,4.2,15.6
3429,759.0,1920.0,1080.0,512.0,512.0,16.0,4.4,14.0
3430,409.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3431,299.0,1920.0,1080.0,24.0,1024.0,24.0,2.4,15.6
3432,700.0,2560.0,1600.0,16.0,1.0,16.0,2.3,16.0
3433,50.0,1920.0,1080.0,32.0,32.0,4.0,1.6,14.0
3434,264.0,2560.0,1440.0,256.0,256.0,16.0,2.6,14.0
3435,199.0,1920.0,1080.0,256.0,256.0,16.0,1.6,14.0
3436,249.0,1920.0,1080.0,256.0,512.0,16.0,1.9,13.3
3437,239.0,1920.0,1080.0,256.0,512.0,16.0,1.9,13.3
3438,250.0,1920.0,1080.0,1.0,1.0,8.0,2.5,15.6
3439,329.0,1920.0,1080.0,256.0,256.0,16.0,1.8,14.0
3440,60.0,1366.0,768.0,256.0,240.0,12.0,2.3,15.6
3441,120.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3442,200.0,2560.0,1440.0,512.0,512.0,16.0,2.6,14.0
3443,313.0,1920.0,1080.0,256.0,240.0,8.0,0.0,14.0
3444,16.02,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3445,175.0,1920.0,1200.0,128.0,128.0,4.0,2.0,10.1
3446,284.0,1920.0,1080.0,256.0,256.0,16.0,2.5,15.6
3447,444.0,1920.0,1200.0,256.0,512.0,16.0,2.3,13.3
3448,434.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3449,55.0,1920.0,1080.0,256.0,32.0,4.0,1.6,14.0
3450,439.0,1920.0,1080.0,256.0,256.0,8.0,3.0,15.6
3451,149.0,1366.0,768.0,500.0,500.0,8.0,2.3,15.6
3452,160.0,1920.0,1080.0,256.0,256.0,8.0,2.3,12.5
3453,365.0,1920.0,1080.0,256.0,1.0,32.0,1.8,15.6
3454,106.94,1366.0,768.0,500.0,240.0,4.0,0.0,14.0
3455,529.0,2880.0,1800.0,512.0,512.0,8.0,2.5,14.0
3456,239.0,3840.0,2160.0,512.0,512.0,16.0,2.7,15.6
3457,203.8,1920.0,1080.0,256.0,256.0,4.0,3.2,14.0
3458,240.0,1920.0,1080.0,512.0,512.0,32.0,2.3,14.0
3459,380.0,2880.0,1920.0,256.0,128.0,8.0,1.8,13.0
3460,188.5,1920.0,1080.0,256.0,256.0,8.0,0.0,12.5
3461,44.0,1920.0,1080.0,16.0,16.0,4.0,0.0,11.6
3462,288.0,1920.0,1080.0,256.0,512.0,8.0,2.8,12.5
3463,65.0,1536.0,2048.0,32.0,32.0,4.0,0.0,9.7
3464,825.0,1920.0,1080.0,256.0,1.0,16.0,1.9,14.0
3465,800.0,1920.0,1080.0,256.0,1.0,16.0,3.1,15.6
3466,41.0,1366.0,768.0,256.0,240.0,4.0,2.48,11.6
3467,150.0,1920.0,1080.0,256.0,128.0,8.0,1.1,8.43
3468,130.0,1920.0,1080.0,256.0,256.0,8.0,2.6,12.5
3469,350.0,3000.0,2000.0,256.0,256.0,16.0,1.8,13.0
3470,159.0,1920.0,1080.0,8.0,256.0,8.0,1.9,12.5
3471,65.0,1920.0,1080.0,256.0,115.0,4.0,1.6,10.1
3472,66.0,1366.0,768.0,256.0,240.0,8.0,0.0,15.6
3473,155.0,1920.0,1280.0,128.0,128.0,4.0,1.2,12.0
3474,90.0,1366.0,768.0,4.0,32.0,4.0,1.1,11.6
3475,90.0,1920.0,1080.0,128.0,128.0,8.0,2.6,15.6
3476,180.0,2736.0,1824.0,256.0,256.0,8.0,2.4,12.3
3477,200.0,1920.0,1080.0,256.0,256.0,16.0,1.8,15.6
3478,95.0,1366.0,768.0,256.0,256.0,8.0,2.4,12.5
3479,220.0,1920.0,1080.0,512.0,512.0,16.0,1.6,14.0
3480,114.94,1920.0,1080.0,256.0,240.0,8.0,1.7,14.0
3481,82.0,1366.0,768.0,256.0,256.0,8.0,2.4,14.0
3482,338.8,1920.0,1080.0,256.0,256.0,8.0,0.0,15.6
3483,205.8,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3484,324.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3485,88.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3486,203.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3487,38.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3488,337.5,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3489,65.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3490,97.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3491,112.3,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3492,410.5,1920.0,1080.0,256.0,480.0,8.0,1.99,10.8
3493,331.0,1280.0,720.0,256.0,240.0,8.0,0.0,14.0
3494,348.0,1280.0,720.0,256.0,480.0,8.0,3.0,14.0
3495,107.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3496,347.2,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3497,92.3,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3498,91.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3499,28.52,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3500,8.7,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3501,467.5,1280.0,720.0,256.0,960.0,8.0,2.6,14.0
3502,281.8,1280.0,720.0,256.0,240.0,8.0,3.0,14.0
3503,109.0,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3504,102.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3505,58.75,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3506,178.9,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3507,92.06,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3508,323.8,1280.0,720.0,256.0,240.0,8.0,2.7,14.0
3509,423.5,1280.0,720.0,256.0,120.0,8.0,3.0,15.6
3510,85.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3511,69.94,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
3512,7.61,1920.0,1080.0,256.0,240.0,8.0,0.0,8.43
