,BRAND,PRICE,GPU,OPERATING_SYSTEM,TOUCHSCREEN,BLUETOOTH,HARD_DRIVE,SSD_CAPACITY,DISPLAY,WEBCAM(BUILT-IN),COLOR
2650,dell,375.0,nvidia,windows,NO,NO,1,128,NO,NO,black
2651,hp,250.0,other,unknown,NO,YES,64,64,NO,YES,other
2652,other,390.8,intel,windows,YES,NO,256,240,NO,NO,other
2653,other,208.9,other,unknown,NO,YES,256,240,NO,YES,other
2654,hp,88.56,other,unknown,NO,NO,256,240,NO,NO,other
2655,hp,139.2,other,unknown,NO,NO,256,240,NO,NO,other
2656,other,136.0,other,unknown,NO,NO,256,240,NO,NO,other
2657,other,12.59,other,unknown,NO,NO,256,240,NO,NO,black
2658,asus,170.9,other,unknown,NO,NO,256,240,NO,NO,other
2659,other,462.0,intel,windows,NO,NO,256,960,NO,NO,other
2660,other,38.0,other,chrome,NO,YES,16,16,NO,YES,gray
2661,microsoft,510.0,other,windows,NO,YES,8,128,NO,YES,black
2662,other,113.9,other,unknown,YES,YES,256,240,NO,YES,other
2663,hp,220.0,intel,windows,NO,NO,256,128,NO,NO,black
2664,lenovo,113.9,other,unknown,NO,NO,256,240,NO,NO,other
2665,dell,303.5,intel,windows,NO,NO,256,120,NO,NO,other
2666,other,260.0,other,unknown,NO,NO,256,240,NO,NO,other
2667,hp,100.0,intel,windows,NO,NO,256,256,NO,NO,black
2668,dell,312.0,nvidia,windows,NO,YES,256,120,NO,YES,other
2669,other,390.8,intel,windows,NO,NO,256,240,NO,NO,other
2670,dell,455.5,other,windows,NO,YES,512,512,NO,YES,other
2671,lenovo,391.0,intel,windows,YES,NO,256,240,NO,NO,other
2672,hp,325.0,amd,windows,NO,YES,256,512,NO,NO,silver
2673,hp,355.8,intel,windows,NO,NO,256,512,NO,NO,other
2674,lenovo,391.0,other,windows,YES,YES,256,480,NO,YES,other
2675,other,227.2,other,unknown,NO,YES,256,240,NO,NO,other
2676,asus,3668.0,nvidia,windows,NO,NO,2,2,NO,NO,other
2677,microsoft,181.5,other,unknown,NO,YES,128,240,NO,YES,other
2678,hp,227.8,other,windows,YES,YES,256,1,NO,YES,other
2679,lenovo,170.9,other,windows,YES,YES,256,256,NO,YES,other
2680,hp,619.0,intel,windows,NO,NO,256,256,NO,YES,other
2681,dell,368.5,intel,windows,NO,YES,256,360,NO,YES,other
2682,lenovo,327.8,other,windows,NO,YES,256,256,NO,YES,other
2683,other,2718.0,other,unknown,NO,YES,256,240,YES,NO,other
2684,other,434.0,other,unknown,NO,NO,256,240,NO,NO,other
2685,lenovo,100.0,amd,windows,NO,NO,256,32,NO,NO,gray
2686,lenovo,445.0,nvidia,windows,NO,YES,256,512,NO,NO,black
2687,other,227.2,other,unknown,NO,YES,256,240,NO,YES,other
2688,lenovo,352.8,other,windows,NO,NO,256,240,NO,NO,other
2689,other,330.0,other,unknown,NO,YES,256,240,NO,NO,other
2690,microsoft,191.1,other,windows,NO,NO,128,128,NO,NO,other
2691,other,340.0,intel,unknown,NO,NO,256,240,NO,NO,other
2692,other,151.9,other,unknown,NO,NO,256,240,NO,NO,other
2693,other,85.94,other,unknown,NO,NO,256,240,NO,NO,other
2694,other,43.28,other,unknown,NO,NO,256,240,NO,NO,other
2695,lg,649.0,intel,windows,NO,NO,256,1,NO,NO,silver
2696,other,436.8,intel,unknown,NO,NO,256,240,NO,NO,other
2697,other,164.5,other,unknown,NO,NO,256,240,NO,NO,other
2698,acer,350.0,intel,windows,NO,NO,256,256,NO,NO,silver
2699,dell,550.0,intel,windows,NO,NO,256,256,NO,YES,black
2700,dell,317.0,intel,windows,YES,YES,256,240,NO,YES,other
2701,lenovo,419.2,intel,windows,NO,NO,256,120,NO,NO,other
2702,other,451.2,intel,unknown,NO,YES,256,240,NO,YES,other
2703,acer,1265.0,other,unknown,NO,NO,256,240,NO,NO,other
2704,lenovo,413.0,intel,windows,NO,NO,256,480,NO,NO,other
2705,lenovo,200.0,intel,chrome,NO,YES,256,64,NO,YES,gray
2706,dell,360.0,intel,windows,YES,YES,256,256,NO,NO,black
2707,dell,199.0,other,windows,NO,YES,512,512,NO,YES,other
2708,lenovo,125.94,intel,windows,NO,NO,500,240,NO,YES,black
2709,dell,119.0,other,windows,NO,YES,256,256,NO,YES,other
2710,acer,75.94,other,unknown,NO,NO,256,240,NO,YES,other
2711,dell,675.0,intel,windows,NO,NO,256,512,NO,NO,black
2712,hp,117.0,intel,windows,NO,YES,256,256,NO,YES,black
2713,other,599.0,intel,mac,NO,YES,256,512,NO,YES,gold
2714,lenovo,160.0,intel,windows,NO,YES,128,128,NO,YES,gray
2715,dell,321.2,nvidia,windows,NO,YES,256,120,NO,YES,other
2716,other,248.0,intel,unknown,NO,NO,256,240,NO,NO,black
2717,lenovo,30.0,other,chrome,NO,NO,32,32,NO,NO,black
2718,lenovo,490.0,intel,windows,NO,YES,256,256,NO,YES,black
2719,hp,70.0,intel,windows,NO,YES,500,240,NO,YES,black
2720,dell,1483.0,intel,windows,NO,NO,512,512,NO,NO,black
2721,other,128.4,other,unknown,NO,NO,256,240,NO,NO,other
2722,dell,129.0,other,windows,NO,NO,256,256,NO,NO,black
2723,hp,126.5,other,unknown,NO,NO,256,240,NO,YES,other
2724,other,227.4,intel,unknown,NO,NO,256,240,NO,NO,other
2725,dell,351.2,intel,windows,NO,NO,256,240,NO,NO,other
2726,samsung,40.0,intel,chrome,NO,NO,256,16,NO,NO,silver
2727,other,126.5,other,unknown,NO,YES,256,240,NO,YES,other
2728,hp,111.25,other,unknown,NO,NO,256,240,NO,NO,other
2729,dell,250.0,intel,windows,NO,NO,256,1,NO,NO,black
2730,other,1662.0,other,unknown,NO,YES,256,240,YES,YES,other
2731,hp,99.0,other,windows,NO,NO,64,64,NO,NO,black
2732,hp,145.0,intel,chrome,NO,NO,256,240,NO,NO,silver
2733,dell,200.0,intel,unknown,YES,YES,1,1,NO,YES,silver
2734,dell,420.5,intel,windows,NO,YES,256,960,NO,YES,other
2735,asus,25.31,other,unknown,NO,NO,1,240,NO,NO,other
2736,other,1087.0,other,unknown,NO,NO,256,240,NO,NO,other
2737,microsoft,118.1,other,windows,NO,NO,256,240,NO,NO,other
2738,microsoft,100.0,intel,windows,NO,NO,256,256,NO,NO,silver
2739,dell,750.0,nvidia,windows,YES,YES,256,512,NO,YES,other
2740,other,238.2,intel,unknown,YES,NO,256,240,NO,YES,other
2741,dell,253.1,other,unknown,NO,NO,256,240,NO,NO,other
2742,other,165.0,intel,windows,NO,NO,320,256,NO,NO,silver
2743,other,158.1,other,windows,NO,YES,240,240,NO,NO,other
2744,hp,260.0,intel,windows,NO,YES,256,256,NO,YES,silver
2745,other,600.0,intel,windows,NO,YES,1,1,NO,NO,silver
2746,other,129.4,other,unknown,NO,YES,256,240,NO,YES,other
2747,hp,62.94,intel,windows,NO,NO,1,1,NO,NO,black
2748,other,92.44,other,unknown,YES,NO,256,240,YES,NO,other
2749,hp,184.1,other,windows,NO,NO,256,256,NO,NO,other
2750,other,815.5,other,unknown,NO,YES,256,240,NO,YES,other
2751,other,226.5,intel,windows,NO,NO,256,1,NO,NO,other
2752,other,159.0,other,chrome,NO,YES,128,128,YES,YES,silver
2753,lenovo,1454.0,other,windows,NO,YES,1,1,NO,YES,teal
2754,other,152.2,other,unknown,YES,YES,256,240,NO,YES,other
2755,acer,500.0,nvidia,windows,NO,NO,256,512,NO,NO,black
2756,lenovo,292.2,other,windows,NO,NO,256,120,NO,NO,other
2757,other,65.25,other,unknown,NO,YES,256,240,NO,NO,other
2758,other,287.0,intel,windows,NO,NO,256,256,NO,NO,gray
2759,hp,443.0,amd,windows,NO,NO,256,1,NO,NO,other
2760,lenovo,100.0,amd,windows,NO,YES,256,32,NO,YES,gray
2761,dell,550.0,nvidia,windows,NO,YES,256,512,NO,NO,gray
2762,lenovo,75.94,other,chrome,NO,NO,256,240,NO,YES,other
2763,dell,154.0,intel,chrome,NO,YES,256,32,NO,YES,other
2764,lenovo,419.2,intel,windows,NO,NO,256,120,NO,NO,other
2765,hp,130.0,other,unknown,NO,YES,320,240,NO,YES,other
2766,other,256.5,intel,windows,NO,YES,256,256,NO,YES,gray
2767,hp,84.94,intel,windows,NO,YES,256,128,NO,YES,gray
2768,lenovo,220.0,intel,windows,YES,NO,512,512,NO,NO,other
2769,hp,429.0,intel,windows,NO,YES,1,1,NO,YES,silver
2770,dell,110.0,intel,windows,YES,NO,256,256,NO,NO,black
2771,dell,722.0,other,windows,YES,NO,256,512,NO,NO,gray
2772,other,119.0,other,windows,NO,NO,250,240,NO,NO,other
2773,dell,45.0,other,chrome,NO,NO,16,16,NO,NO,black
2774,hp,164.5,other,windows,NO,NO,256,256,NO,NO,black
2775,lenovo,100.0,intel,windows,NO,NO,250,256,NO,YES,black
2776,dell,409.8,intel,windows,NO,YES,256,256,NO,YES,black
2777,hp,39.0,other,windows,YES,YES,4,240,NO,NO,other
2778,dell,235.0,other,windows,NO,NO,512,512,NO,NO,black
2779,hp,240.0,amd,unknown,YES,YES,256,512,NO,YES,silver
2780,lenovo,280.0,intel,windows,NO,NO,256,256,NO,NO,black
2781,hp,37.0,other,unknown,NO,YES,256,240,NO,NO,other
2782,dell,320.0,other,windows,NO,NO,500,500,NO,NO,other
2783,other,134.0,intel,windows,YES,YES,256,1,NO,YES,gray
2784,hp,229.9,other,windows,NO,NO,256,128,NO,YES,red
2785,other,250.1,other,unknown,NO,YES,256,240,NO,YES,other
2786,asus,78.6,other,windows,NO,NO,500,240,NO,NO,other
2787,other,95.94,other,windows,YES,NO,256,256,NO,NO,other
2788,dell,890.0,nvidia,windows,NO,NO,256,1,NO,NO,black
2789,hp,229.0,other,windows,NO,NO,256,512,NO,NO,silver
2790,acer,39.9,intel,chrome,NO,YES,64,240,NO,YES,other
2791,lenovo,89.0,intel,windows,NO,NO,500,240,NO,NO,black
2792,lenovo,51.0,other,unknown,NO,NO,256,240,NO,NO,other
2793,lenovo,31.95,other,chrome,NO,NO,16,16,NO,NO,black
2794,acer,43.0,intel,chrome,NO,YES,16,16,NO,NO,gray
2795,dell,300.0,intel,windows,NO,YES,1,1,YES,YES,black
2796,lenovo,400.0,other,windows,NO,NO,1,1,NO,NO,black
2797,dell,125.94,intel,windows,NO,NO,512,256,NO,NO,black
2798,dell,140.0,other,unknown,YES,YES,256,256,NO,YES,black
2799,hp,495.0,intel,windows,NO,NO,256,256,NO,NO,other
2800,dell,130.0,intel,windows,YES,YES,128,128,NO,YES,black
2801,other,669.0,intel,windows,YES,YES,256,256,NO,YES,silver
2802,other,109.0,other,mac,YES,YES,500,240,NO,YES,other
2803,dell,348.2,intel,windows,NO,NO,256,240,NO,NO,other
2804,other,340.0,other,unknown,NO,NO,256,240,NO,NO,other
2805,other,422.0,intel,windows,NO,NO,256,480,NO,NO,other
2806,lenovo,318.2,other,windows,NO,YES,256,240,NO,YES,other
2807,hp,175.0,amd,windows,NO,YES,1,1,NO,NO,brown
2808,other,9.45,other,unknown,NO,YES,256,240,NO,YES,other
2809,dell,710.0,intel,windows,NO,NO,512,512,NO,NO,gray
2810,microsoft,449.0,other,windows,NO,YES,128,128,NO,YES,other
2811,other,7.61,other,unknown,NO,NO,256,240,NO,NO,other
2812,lenovo,434.2,intel,windows,NO,NO,400,128,NO,NO,other
2813,hp,799.0,intel,chrome,NO,NO,128,128,NO,YES,other
2814,dell,200.0,intel,windows,NO,YES,512,512,NO,NO,black
2815,dell,426.5,intel,windows,NO,NO,256,960,NO,NO,other
2816,dell,429.8,intel,windows,NO,NO,256,960,NO,NO,other
2817,lenovo,393.2,other,windows,NO,NO,256,480,NO,NO,black
2818,lenovo,190.0,intel,windows,NO,YES,1,240,NO,NO,black
2819,dell,189.0,intel,windows,YES,NO,1,240,NO,YES,black
2820,hp,816.0,intel,windows,NO,YES,256,256,NO,YES,silver
2821,dell,135.0,other,windows,NO,YES,256,240,YES,YES,other
2822,other,91.5,other,unknown,NO,NO,256,240,NO,NO,other
2823,dell,115.9,other,windows,NO,NO,1,1,NO,NO,other
2824,lenovo,299.0,intel,windows,NO,YES,256,256,NO,YES,blue
2825,acer,499.5,amd,windows,NO,YES,512,512,NO,NO,silver
2826,lg,899.0,other,unknown,YES,YES,256,240,YES,YES,other
2827,other,10.54,other,unknown,NO,NO,256,240,NO,NO,other
2828,dell,260.0,intel,windows,NO,NO,256,512,NO,NO,other
2829,other,63.84,other,unknown,NO,NO,256,240,NO,YES,other
2830,dell,381.5,intel,windows,NO,NO,256,960,NO,NO,other
2831,hp,100.0,other,chrome,NO,NO,32,240,NO,NO,gray
2832,acer,65.0,intel,chrome,NO,YES,256,32,NO,YES,silver
2833,acer,349.0,other,unknown,NO,YES,256,240,NO,NO,other
2834,samsung,119.0,intel,chrome,NO,NO,256,16,NO,NO,black
2835,hp,160.0,intel,windows,NO,YES,256,256,NO,YES,silver
2836,dell,49.0,amd,chrome,NO,YES,32,32,NO,YES,black
2837,dell,386.5,other,windows,YES,YES,256,256,NO,YES,other
2838,dell,292.2,intel,windows,NO,NO,256,240,NO,NO,other
2839,other,364.8,intel,unknown,NO,NO,256,240,NO,NO,other
2840,acer,100.0,intel,chrome,NO,NO,64,64,NO,NO,silver
2841,other,22.4,other,unknown,NO,NO,256,240,NO,YES,other
2842,dell,65.0,other,windows,NO,NO,256,240,NO,NO,blue
2843,other,223.0,other,unknown,NO,YES,256,240,NO,YES,black
2844,other,53.72,other,unknown,NO,NO,256,240,NO,NO,other
2845,other,13.05,other,unknown,NO,NO,256,240,NO,NO,other
2846,dell,690.0,other,windows,NO,NO,512,512,NO,NO,multicolor
2847,other,10.88,other,unknown,NO,NO,256,240,NO,NO,other
2848,lenovo,348.2,intel,windows,NO,NO,256,120,NO,NO,other
2849,other,200.0,amd,windows,NO,YES,0,256,NO,YES,gray
2850,dell,284.8,intel,windows,NO,NO,256,256,NO,NO,other
2851,other,126.5,intel,windows,NO,YES,250,120,NO,YES,other
2852,dell,21.52,other,unknown,NO,NO,256,240,NO,NO,other
2853,acer,2348.0,nvidia,windows,NO,NO,1,1,NO,NO,gray
2854,other,198.0,intel,windows,NO,YES,256,256,YES,YES,other
2855,other,310.5,intel,unknown,YES,YES,256,240,NO,YES,other
2856,dell,40.0,other,windows,NO,NO,320,240,NO,NO,black
2857,other,37.94,other,windows,NO,NO,256,240,NO,NO,other
2858,dell,163.2,intel,windows,NO,NO,256,128,NO,NO,other
2859,dell,310.8,nvidia,windows,NO,YES,256,240,YES,YES,other
2860,dell,271.2,intel,windows,NO,NO,256,120,NO,NO,other
2861,other,132.5,other,unknown,NO,NO,256,240,NO,NO,other
2862,dell,411.0,nvidia,windows,NO,NO,256,480,NO,NO,other
2863,other,217.5,other,unknown,NO,NO,256,240,NO,NO,other
2864,lenovo,250.0,intel,windows,NO,NO,256,256,NO,NO,black
2865,other,407.8,other,unknown,NO,YES,256,240,NO,YES,other
2866,other,146.9,other,unknown,NO,NO,256,240,NO,NO,other
2867,dell,500.0,intel,windows,NO,NO,1,1,NO,NO,black
2868,other,75.94,other,windows,YES,YES,500,240,NO,YES,other
2869,other,65.25,other,unknown,NO,NO,256,240,NO,YES,other
2870,dell,189.8,other,windows,NO,NO,256,256,NO,NO,other
2871,dell,296.2,intel,windows,NO,NO,512,512,NO,NO,other
2872,dell,588.5,other,windows,YES,YES,500,240,NO,YES,other
2873,dell,759.0,intel,windows,NO,YES,256,512,NO,NO,other
2874,hp,1200.0,nvidia,windows,YES,YES,4,2,NO,YES,black
2875,other,238.2,other,unknown,NO,YES,256,240,NO,YES,other
2876,lenovo,253.1,intel,windows,NO,NO,256,256,NO,NO,other
2877,other,114.2,other,unknown,NO,YES,256,240,YES,YES,other
2878,other,177.1,other,unknown,NO,NO,256,256,NO,NO,other
2879,other,239.2,other,unknown,NO,NO,256,240,NO,NO,other
2880,dell,125.25,intel,windows,NO,NO,256,64,NO,NO,other
2881,other,193.0,other,unknown,NO,YES,256,240,YES,YES,other
2882,other,190.4,intel,unknown,NO,NO,256,240,NO,NO,other
2883,other,325.2,other,unknown,NO,NO,256,240,NO,NO,other
2884,other,620.0,other,unknown,NO,NO,256,240,NO,NO,other
2885,dell,150.0,other,unknown,NO,NO,256,240,NO,NO,black
2886,other,147.4,other,unknown,NO,NO,256,240,NO,NO,other
2887,dell,396.0,intel,windows,NO,NO,256,120,NO,NO,other
2888,dell,396.0,intel,windows,YES,YES,256,120,NO,YES,other
2889,lenovo,348.2,intel,windows,YES,YES,256,120,NO,YES,other
2890,asus,39.0,intel,chrome,NO,YES,256,240,NO,YES,gray
2891,lenovo,49.0,intel,chrome,YES,YES,256,240,NO,YES,black
2892,dell,882.0,other,windows,YES,YES,256,256,NO,YES,gray
2893,dell,301.5,nvidia,windows,NO,NO,256,240,NO,NO,other
2894,dell,424.8,intel,windows,NO,NO,256,960,NO,NO,other
2895,other,317.0,intel,unknown,NO,NO,256,240,NO,NO,black
2896,dell,400.0,nvidia,windows,NO,NO,512,512,NO,NO,silver
2897,hp,65.0,intel,windows,YES,NO,500,240,NO,YES,brown
2898,dell,200.0,intel,windows,NO,NO,1,1,NO,YES,black
2899,dell,98.7,intel,windows,NO,NO,256,160,NO,YES,gray
2900,dell,120.0,other,windows,NO,YES,1,240,NO,YES,silver
2901,dell,300.0,other,windows,NO,NO,128,240,NO,NO,black
2902,other,13.05,other,unknown,YES,YES,256,240,NO,YES,other
2903,dell,199.0,intel,windows,NO,NO,64,64,NO,NO,black
2904,lenovo,230.0,intel,windows,NO,YES,256,512,NO,YES,black
2905,other,1149.0,other,windows,NO,YES,256,240,YES,YES,gray
2906,lenovo,375.0,other,chrome,NO,NO,256,128,NO,NO,blue
2907,hp,100.0,other,windows,NO,YES,256,240,NO,NO,other
2908,dell,140.0,intel,windows,NO,NO,8,240,NO,NO,black
2909,acer,52.0,intel,chrome,YES,NO,256,240,NO,NO,gray
2910,other,80.0,other,unknown,YES,NO,256,240,NO,NO,other
2911,dell,99.0,intel,windows,NO,NO,256,256,NO,NO,black
2912,hp,170.0,amd,windows,NO,YES,256,256,NO,YES,silver
2913,lenovo,313.5,intel,windows,NO,YES,256,120,NO,YES,other
2914,other,435.0,intel,windows,NO,NO,256,240,NO,NO,other
2915,other,1780.0,other,unknown,NO,YES,2,1,NO,NO,other
2916,hp,174.0,intel,windows,NO,NO,64,64,NO,NO,blue
2917,hp,415.0,intel,windows,NO,YES,1,128,NO,YES,other
2918,dell,426.2,intel,windows,NO,YES,256,240,NO,YES,other
2919,asus,380.0,intel,linux,YES,YES,128,128,NO,YES,other
2920,dell,105.0,other,unknown,NO,YES,256,240,NO,YES,black
2921,other,75.06,other,unknown,NO,NO,256,240,NO,NO,other
2922,other,191.6,other,unknown,NO,NO,256,240,NO,NO,other
2923,other,59.97,other,unknown,NO,NO,256,240,NO,NO,other
2924,dell,125.0,intel,windows,NO,NO,256,256,NO,NO,black
2925,lenovo,419.0,intel,windows,YES,YES,256,512,NO,YES,blue
2926,dell,331.8,intel,windows,NO,YES,256,240,NO,YES,other
2927,acer,40.0,intel,chrome,NO,NO,16,16,NO,NO,black
2928,dell,100.0,other,windows,NO,YES,160,240,NO,YES,black
2929,other,878.0,other,windows,NO,NO,256,240,NO,NO,grey
2930,dell,670.0,other,windows,NO,NO,512,512,NO,NO,gray
2931,hp,164.5,other,unknown,NO,NO,256,240,NO,NO,other
2932,hp,940.0,intel,windows,NO,NO,256,2,NO,NO,silver
2933,other,333.8,intel,unknown,NO,NO,256,240,NO,NO,other
2934,other,429.2,intel,windows,NO,NO,256,480,NO,NO,other
2935,other,50.3,other,unknown,NO,YES,256,240,NO,YES,other
2936,lenovo,189.0,other,windows,NO,NO,256,120,NO,NO,other
2937,dell,130.0,intel,windows,NO,NO,256,128,NO,NO,black
2938,dell,422.0,intel,windows,NO,YES,256,240,NO,YES,other
2939,other,335.5,intel,unknown,YES,YES,256,240,NO,YES,black
2940,hp,479.5,intel,windows,NO,NO,256,256,NO,NO,gray
2941,microsoft,70.0,other,windows,YES,YES,64,64,NO,YES,other
2942,other,87.06,other,unknown,YES,YES,256,240,NO,YES,other
2943,dell,458.8,intel,unknown,NO,NO,512,512,NO,NO,black
2944,dell,347.8,intel,windows,NO,NO,256,240,NO,NO,other
2945,dell,467.0,intel,windows,NO,NO,256,960,NO,NO,other
2946,dell,382.8,intel,windows,YES,YES,256,480,NO,YES,other
2947,other,3408.0,nvidia,windows,NO,NO,2,2,NO,NO,other
2948,other,43.5,other,unknown,NO,NO,256,240,NO,NO,other
2949,microsoft,1047.0,intel,windows,NO,NO,256,256,NO,NO,other
2950,other,22.14,other,unknown,NO,YES,256,240,NO,YES,other
2951,dell,331.8,intel,windows,NO,NO,256,240,NO,NO,other
2952,other,263.2,other,unknown,NO,NO,256,240,NO,NO,other
2953,other,1030.0,intel,unknown,NO,NO,256,240,NO,NO,other
2954,other,116.5,other,unknown,NO,NO,256,240,NO,NO,other
2955,dell,281.8,intel,windows,NO,NO,256,120,NO,NO,other
2956,other,322.8,intel,unknown,NO,NO,256,240,NO,NO,other
2957,other,478.8,intel,windows,NO,NO,256,480,NO,NO,black
2958,other,82.06,other,unknown,NO,YES,256,240,NO,YES,other
2959,other,15.01,other,unknown,NO,NO,256,240,NO,NO,other
2960,microsoft,1047.0,intel,windows,NO,NO,256,256,NO,NO,other
2961,other,114.0,other,unknown,NO,YES,256,240,NO,YES,other
2962,other,21.66,other,unknown,NO,NO,256,240,NO,NO,other
2963,acer,27.1,other,unknown,NO,NO,256,240,NO,NO,other
2964,other,2686.0,intel,unknown,NO,NO,256,240,NO,NO,other
2965,lenovo,466.0,intel,windows,NO,NO,256,480,NO,NO,other
2966,dell,355.2,intel,windows,NO,YES,256,120,NO,YES,other
2967,other,200.4,other,unknown,NO,NO,256,240,NO,NO,other
2968,dell,226.2,other,windows,NO,NO,256,256,NO,NO,black
2969,other,21.75,other,unknown,NO,YES,256,240,NO,YES,other
2970,other,103.44,other,unknown,NO,NO,256,240,NO,NO,other
2971,other,46.62,other,unknown,NO,NO,256,240,NO,NO,other
2972,hp,120.0,other,unknown,NO,NO,256,240,NO,NO,other
2973,other,328.2,other,unknown,NO,NO,256,240,NO,NO,other
2974,other,58.7,other,unknown,NO,NO,256,240,NO,NO,other
2975,other,10.54,amd,unknown,NO,NO,256,240,NO,NO,other
2976,hp,90.0,other,unknown,NO,NO,256,240,NO,NO,other
2977,other,105.25,other,unknown,NO,NO,256,240,NO,NO,other
2978,other,2102.0,intel,unknown,NO,NO,256,240,NO,NO,other
2979,other,45.38,other,unknown,NO,NO,256,240,NO,NO,other
2980,other,39.47,other,unknown,NO,NO,256,240,NO,NO,other
2981,dell,355.2,intel,windows,NO,NO,256,120,NO,NO,other
2982,dell,375.0,intel,windows,NO,NO,256,240,NO,NO,other
2983,lenovo,419.2,intel,windows,NO,YES,256,120,NO,NO,other
2984,other,87.9,other,unknown,NO,YES,256,240,NO,YES,other
2985,lg,92.06,other,unknown,NO,NO,256,240,NO,NO,other
2986,other,5.44,other,unknown,NO,NO,256,240,NO,NO,other
2987,other,371.0,other,unknown,NO,NO,256,240,NO,NO,other
2988,other,2664.0,intel,unknown,NO,NO,256,240,NO,NO,other
2989,hp,139.0,intel,chrome,NO,NO,256,16,NO,NO,other
2990,other,333.8,other,unknown,NO,YES,256,240,NO,YES,other
2991,dell,484.0,nvidia,windows,NO,NO,256,2,NO,NO,other
2992,other,428.0,intel,windows,NO,NO,256,120,NO,NO,other
2993,other,385.5,intel,windows,NO,YES,256,120,NO,YES,other
2994,other,2730.0,intel,windows,NO,YES,256,4,NO,YES,other
2995,asus,1500.0,nvidia,windows,NO,YES,256,1,NO,YES,black
2996,dell,234.1,intel,windows,NO,YES,256,256,NO,NO,other
2997,other,728.5,intel,unknown,NO,NO,256,240,NO,YES,other
2998,dell,160.0,other,windows,NO,NO,8,240,NO,NO,other
2999,other,987.5,intel,unknown,NO,NO,256,240,NO,NO,other
3000,other,21.75,other,unknown,NO,NO,256,240,NO,NO,other
3001,other,21.75,other,unknown,NO,NO,256,240,NO,NO,other
3002,lenovo,297.5,intel,windows,NO,NO,256,120,NO,NO,other
3003,other,59.25,other,unknown,NO,NO,256,240,NO,NO,other
3004,asus,164.5,intel,chrome,NO,NO,64,64,NO,NO,silver
3005,hp,90.0,intel,windows,NO,YES,128,128,NO,YES,silver
3006,auo,69.94,other,unknown,YES,NO,256,240,NO,NO,other
3007,other,109.0,other,unknown,NO,NO,256,240,NO,NO,other
3008,hp,120.0,other,unknown,NO,NO,256,240,NO,NO,other
3009,other,298.5,intel,unknown,NO,NO,256,240,NO,NO,other
3010,other,436.0,intel,unknown,NO,NO,256,240,NO,NO,other
3011,other,64.2,other,unknown,NO,NO,256,240,NO,NO,other
3012,other,6.53,other,unknown,NO,NO,256,240,NO,NO,other
3013,other,191.6,other,unknown,NO,NO,256,240,NO,NO,black
3014,other,39.2,other,unknown,NO,NO,256,240,NO,NO,other
3015,other,26.22,other,unknown,NO,NO,256,240,NO,NO,other
3016,other,17.06,other,unknown,NO,NO,256,240,NO,NO,other
3017,lenovo,65.0,other,unknown,NO,NO,8,240,NO,NO,other
3018,other,668.0,intel,windows,NO,NO,256,256,NO,NO,silver
3019,other,266.8,intel,unknown,YES,YES,256,240,NO,YES,black
3020,dell,370.2,intel,windows,NO,NO,256,480,NO,NO,black
3021,other,331.2,other,unknown,NO,NO,256,240,NO,NO,other
3022,other,97.9,other,unknown,NO,NO,256,240,NO,NO,other
3023,other,19.58,other,unknown,NO,NO,256,240,NO,NO,other
3024,dell,312.8,intel,windows,NO,NO,256,120,NO,NO,other
3025,other,15.98,other,unknown,NO,NO,256,240,NO,NO,other
3026,other,112.56,other,unknown,NO,NO,256,240,NO,NO,other
3027,dell,375.0,intel,windows,NO,NO,256,480,NO,NO,other
3028,acer,38.0,other,unknown,NO,NO,256,240,NO,NO,other
3029,samsung,69.25,other,unknown,NO,NO,256,240,NO,NO,other
3030,other,347.0,nvidia,unknown,NO,NO,256,240,NO,NO,other
3031,other,7.28,other,unknown,NO,NO,256,240,NO,NO,other
3032,other,70.75,other,unknown,NO,NO,256,240,NO,NO,other
3033,lenovo,999.5,intel,windows,NO,NO,256,240,NO,NO,black
3034,other,61.03,other,unknown,NO,NO,256,240,NO,YES,other
3035,other,29.94,other,unknown,NO,NO,256,240,NO,NO,other
3036,other,20.48,other,unknown,NO,NO,256,240,NO,NO,other
3037,other,92.06,other,unknown,NO,NO,256,240,NO,NO,other
3038,auo,117.0,other,unknown,NO,NO,256,240,NO,NO,other
3039,samsung,50.0,intel,chrome,NO,NO,32,32,NO,NO,silver
3040,dell,584.5,amd,windows,NO,NO,256,480,NO,NO,other
