,BRAND,PRICE,GPU,OPERATING_SYSTEM,TOUCHSCREEN,BLUETOOTH,HARD_DRIVE,SSD_CAPACITY,DISPLAY,WEBCAM(BUILT-IN),COLOR
2249,dell,139.0,other,windows,NO,NO,256,128,NO,YES,gray
2250,dell,550.0,other,unknown,NO,NO,256,240,NO,NO,black
2251,acer,40.0,other,chrome,NO,NO,256,240,NO,NO,black
2252,dell,125.0,other,unknown,NO,NO,256,240,NO,NO,black
2253,hp,140.0,intel,chrome,NO,NO,32,32,NO,NO,gray
2254,lenovo,45.0,other,chrome,YES,YES,16,16,NO,YES,black
2255,samsung,119.5,intel,chrome,NO,NO,256,32,NO,NO,silver
2256,dell,237.5,other,windows,NO,YES,500,240,NO,NO,gray
2257,dell,290.0,other,windows,NO,NO,512,512,NO,NO,other
2258,acer,55.0,other,unknown,YES,NO,256,240,NO,NO,other
2259,dell,140.0,other,windows,NO,NO,512,256,NO,NO,black
2260,other,2340.0,nvidia,linux,NO,NO,1,1,YES,NO,black
2261,dell,159.8,other,windows,NO,YES,256,256,YES,YES,orange
2262,acer,249.9,intel,windows,NO,YES,128,128,NO,NO,silver
2263,other,221.5,other,unknown,NO,YES,256,240,NO,YES,other
2264,hp,199.0,intel,windows,NO,NO,256,256,NO,NO,black
2265,lenovo,570.0,intel,windows,NO,YES,512,512,NO,YES,blue
2266,dell,347.8,intel,windows,YES,YES,256,240,NO,YES,other
2267,dell,167.0,intel,windows,NO,NO,250,240,NO,NO,other
2268,samsung,38.0,intel,chrome,YES,NO,16,16,NO,YES,black
2269,asus,1617.0,intel,windows,YES,YES,256,1,NO,YES,black
2270,dell,107.94,intel,windows,NO,YES,256,256,NO,NO,black
2271,hp,54.0,intel,chrome,NO,YES,16,16,NO,YES,black
2272,lenovo,94.94,other,windows,NO,YES,256,240,NO,YES,other
2273,asus,295.0,nvidia,windows,NO,NO,500,500,NO,NO,gray
2274,other,205.6,other,unknown,YES,YES,256,240,NO,YES,other
2275,hp,720.0,intel,windows,NO,NO,256,4,NO,NO,black
2276,other,400.0,other,unknown,YES,YES,256,240,NO,YES,other
2277,dell,190.0,other,windows,NO,NO,256,1,NO,NO,other
2278,other,284.0,amd,windows,NO,YES,256,256,NO,YES,black
2279,other,40.0,other,unknown,NO,YES,2,240,NO,YES,black
2280,lenovo,110.0,other,chrome,NO,NO,32,32,NO,NO,black
2281,lenovo,31.66,other,chrome,NO,YES,256,16,NO,YES,black
2282,other,348.0,other,unknown,NO,NO,256,240,NO,NO,other
2283,microsoft,24.98,intel,windows,NO,NO,512,128,NO,NO,other
2284,hp,650.0,intel,windows,NO,NO,256,512,NO,NO,black
2285,dell,368.8,intel,windows,YES,YES,256,480,NO,YES,other
2286,dell,90.0,intel,windows,NO,NO,128,128,NO,NO,black
2287,other,184.9,other,unknown,YES,NO,256,240,NO,NO,other
2288,hp,101.25,other,unknown,NO,NO,256,240,NO,NO,other
2289,hp,300.0,amd,windows,NO,NO,256,240,NO,NO,silver
2290,asus,42.0,other,chrome,NO,NO,16,16,NO,NO,gray
2291,asus,25.0,intel,chrome,NO,YES,256,240,NO,YES,gray
2292,microsoft,739.0,amd,windows,YES,YES,512,512,NO,YES,black
2293,hp,380.0,other,unknown,YES,YES,256,240,NO,YES,other
2294,lenovo,95.0,intel,windows,NO,NO,465,256,NO,NO,black
2295,other,95.7,other,unknown,NO,YES,256,240,NO,YES,other
2296,other,69.6,intel,linux,NO,NO,256,32,NO,NO,other
2297,lenovo,630.0,intel,windows,NO,NO,256,512,NO,NO,gray
2298,dell,150.0,intel,windows,NO,YES,128,512,NO,YES,black
2299,dell,85.0,other,windows,YES,YES,256,128,YES,YES,black
2300,hp,699.5,intel,windows,NO,YES,256,512,NO,YES,blue
2301,dell,87.0,intel,windows,YES,YES,256,512,NO,YES,other
2302,lenovo,600.0,nvidia,windows,NO,NO,256,256,NO,NO,gray
2303,lenovo,84.94,other,windows,NO,YES,500,240,YES,YES,black
2304,other,250.0,other,unknown,NO,NO,512,512,NO,YES,other
2305,asus,50.0,intel,windows,NO,NO,4,240,NO,NO,other
2306,hp,454.2,amd,windows,NO,NO,512,512,NO,NO,blue
2307,dell,489.0,nvidia,windows,NO,YES,2,240,YES,YES,silver
2308,dell,291.0,nvidia,windows,YES,YES,256,120,NO,YES,other
2309,dell,370.8,intel,windows,NO,NO,256,480,NO,NO,other
2310,other,19.95,other,windows,NO,NO,256,240,NO,NO,black
2311,hp,27.98,other,unknown,NO,NO,1,240,NO,NO,black
2312,lenovo,225.0,other,windows,NO,NO,256,256,NO,NO,black
2313,dell,679.0,other,unknown,NO,NO,256,512,NO,NO,other
2314,lenovo,1012.5,nvidia,windows,NO,NO,512,512,NO,NO,other
2315,lenovo,150.0,intel,unknown,NO,YES,256,256,NO,YES,black
2316,asus,600.0,other,unknown,YES,YES,256,240,NO,YES,other
2317,asus,60.0,other,chrome,NO,NO,16,16,NO,NO,silver
2318,hp,100.0,other,windows,NO,NO,256,240,NO,NO,other
2319,dell,144.9,intel,windows,NO,NO,256,256,NO,NO,black
2320,dell,375.0,intel,windows,NO,NO,256,256,NO,YES,black
2321,dell,120.0,other,windows,NO,NO,500,240,NO,NO,black
2322,dell,35.0,other,chrome,NO,NO,16,16,NO,NO,black
2323,other,147.0,nvidia,windows,NO,YES,750,240,NO,YES,black
2324,lenovo,65.0,other,unknown,NO,NO,256,240,NO,NO,black
2325,dell,99.94,other,windows,NO,NO,320,240,NO,NO,other
2326,dell,313.5,intel,windows,NO,NO,256,120,NO,NO,other
2327,dell,302.8,intel,windows,NO,NO,256,240,NO,NO,other
2328,dell,375.0,intel,windows,NO,NO,256,480,NO,NO,other
2329,acer,69.94,intel,chrome,NO,NO,256,64,NO,NO,silver
2330,asus,75.94,other,unknown,NO,NO,256,240,NO,NO,other
2331,other,400.0,amd,windows,NO,NO,80,240,NO,NO,black
2332,other,345.0,other,windows,NO,NO,512,512,NO,NO,other
2333,dell,422.0,intel,windows,YES,NO,256,240,NO,NO,other
2334,dell,600.0,intel,windows,YES,YES,2,2,NO,YES,black
2335,acer,199.9,intel,chrome,NO,YES,64,64,NO,YES,other
2336,other,32.75,other,unknown,NO,NO,256,240,NO,NO,other
2337,dell,289.8,intel,windows,NO,NO,256,120,NO,NO,other
2338,other,284.2,other,unknown,NO,NO,256,240,NO,NO,other
2339,dell,420.0,intel,windows,NO,NO,1,1,NO,NO,other
2340,dell,100.0,other,unknown,NO,YES,256,240,NO,YES,other
2341,dell,327.8,intel,windows,NO,NO,256,240,NO,NO,other
2342,other,38.0,other,unknown,NO,YES,256,240,NO,NO,black
2343,asus,172.8,intel,windows,NO,NO,64,64,NO,NO,pink
2344,dell,345.0,intel,windows,NO,NO,256,240,NO,YES,other
2345,lenovo,188.0,intel,windows,NO,NO,256,256,NO,NO,black
2346,hp,100.0,intel,windows,NO,YES,500,128,NO,YES,black
2347,dell,890.0,other,unknown,NO,YES,256,512,NO,YES,silver
2348,dell,230.0,other,windows,YES,YES,1,1,NO,YES,black
2349,dell,100.0,other,windows,YES,NO,64,64,NO,YES,black
2350,lenovo,269.8,intel,windows,NO,NO,256,256,NO,NO,black
2351,microsoft,225.5,nvidia,unknown,NO,YES,256,240,NO,NO,silver
2352,other,13.8,other,unknown,NO,NO,256,240,NO,NO,other
2353,dell,442.8,intel,windows,NO,NO,256,240,NO,NO,other
2354,lenovo,392.0,intel,windows,YES,YES,256,240,NO,YES,other
2355,other,289.8,other,windows,NO,YES,81,240,NO,YES,other
2356,lenovo,560.0,other,windows,NO,NO,512,512,NO,NO,black
2357,dell,88.56,other,unknown,NO,NO,256,240,NO,NO,other
2358,dell,299.0,amd,windows,NO,NO,256,256,NO,NO,bronze
2359,dell,749.0,intel,windows,YES,YES,256,512,NO,YES,white
2360,dell,249.0,intel,windows,YES,YES,256,256,NO,YES,other
2361,dell,157.5,other,windows,YES,YES,256,512,YES,YES,black
2362,other,173.0,other,unknown,YES,YES,256,240,NO,YES,other
2363,other,433.2,intel,windows,NO,NO,256,240,NO,NO,other
2364,other,700.0,nvidia,windows,NO,YES,256,512,NO,NO,black
2365,lenovo,911.0,intel,windows,NO,YES,256,256,YES,YES,black
2366,dell,799.0,intel,windows,NO,NO,256,512,NO,NO,silver
2367,acer,273.0,other,windows,YES,YES,128,128,NO,YES,silver
2368,lenovo,350.0,amd,unknown,NO,YES,512,512,NO,YES,other
2369,lenovo,160.0,other,windows,YES,YES,256,256,NO,YES,other
2370,dell,90.0,intel,windows,NO,NO,500,240,NO,NO,black
2371,samsung,129.5,intel,chrome,NO,NO,256,32,NO,YES,silver
2372,dell,250.0,other,windows,NO,YES,256,256,NO,NO,other
2373,microsoft,177.1,other,windows,NO,NO,128,128,NO,YES,other
2374,lenovo,190.0,intel,windows,NO,NO,256,512,NO,NO,black
2375,dell,180.0,intel,windows,NO,YES,512,512,NO,YES,black
2376,dell,87.3,intel,windows,NO,NO,128,128,NO,NO,black
2377,samsung,247.0,other,windows,YES,NO,128,128,NO,NO,silver
2378,dell,80.0,intel,unknown,NO,NO,256,256,NO,NO,other
2379,lenovo,90.0,intel,windows,NO,NO,256,512,NO,NO,black
2380,hp,48.0,other,windows,NO,YES,500,500,NO,YES,other
2381,dell,220.0,intel,windows,NO,NO,256,512,NO,NO,other
2382,hp,80.0,intel,chrome,NO,YES,16,16,NO,YES,multicolor
2383,other,258.0,other,windows,NO,YES,128,128,YES,YES,other
2384,dell,32.94,intel,chrome,YES,NO,256,16,NO,NO,black
2385,lenovo,23.0,other,chrome,NO,YES,32,240,NO,YES,black
2386,hp,29.0,intel,chrome,NO,NO,256,16,NO,NO,black
2387,hp,370.0,intel,windows,NO,YES,256,256,NO,YES,silver
2388,hp,200.0,intel,windows,NO,YES,256,256,NO,YES,multicolor
2389,lenovo,170.0,intel,windows,NO,YES,256,256,NO,YES,other
2390,lenovo,370.0,amd,windows,NO,YES,512,512,NO,YES,black
2391,hp,300.0,intel,unknown,YES,YES,256,2,NO,YES,silver
2392,hp,85.0,intel,chrome,NO,YES,16,16,NO,YES,multicolor
2393,lenovo,75.0,intel,chrome,NO,YES,32,32,YES,YES,multicolor
2394,microsoft,198.0,intel,windows,NO,YES,256,256,YES,YES,silver
2395,acer,70.0,other,linux,YES,YES,32,32,NO,YES,black
2396,dell,316.0,intel,windows,YES,YES,256,256,NO,YES,other
2397,dell,140.0,other,unknown,NO,YES,256,240,NO,YES,other
2398,lg,425.0,intel,windows,NO,NO,512,512,NO,NO,black
2399,acer,50.0,intel,chrome,NO,YES,16,16,YES,YES,gray
2400,lenovo,150.0,intel,windows,NO,YES,500,128,YES,YES,black
2401,microsoft,270.0,intel,windows,NO,YES,256,512,YES,YES,gray
2402,lg,425.0,other,windows,NO,NO,512,512,NO,NO,black
2403,hp,30.48,other,chrome,NO,YES,16,16,NO,YES,black
2404,dell,440.0,other,windows,NO,YES,256,1,NO,YES,silver
2405,lg,619.0,intel,windows,NO,NO,512,512,NO,NO,gray
2406,acer,60.0,other,chrome,NO,YES,32,32,NO,YES,silver
2407,lenovo,393.2,intel,windows,NO,NO,256,480,NO,NO,other
2408,dell,327.8,intel,windows,NO,YES,256,240,NO,NO,other
2409,dell,279.5,intel,windows,NO,YES,256,240,NO,NO,other
2410,lenovo,200.0,other,windows,NO,NO,256,240,NO,NO,other
2411,samsung,130.0,other,windows,YES,YES,80,240,NO,YES,black
2412,dell,265.0,other,windows,NO,NO,256,240,NO,NO,black
2413,other,148.0,intel,windows,NO,YES,128,128,NO,YES,blue
2414,lenovo,230.0,intel,windows,NO,YES,256,512,YES,YES,black
2415,dell,345.0,intel,windows,NO,YES,256,240,YES,YES,other
2416,microsoft,255.0,intel,windows,NO,NO,128,128,NO,NO,black
2417,dell,442.8,intel,windows,YES,YES,256,240,NO,YES,other
2418,other,30.77,other,unknown,YES,YES,256,240,NO,YES,other
2419,hp,490.0,other,windows,NO,NO,1,240,NO,NO,multicolor
2420,asus,780.5,nvidia,unknown,NO,YES,16,240,YES,YES,black
2421,lenovo,250.0,intel,windows,NO,NO,1,240,NO,NO,gray
2422,hp,49.0,intel,chrome,NO,YES,16,16,NO,YES,other
2423,other,1295.0,intel,windows,NO,YES,256,256,NO,NO,silver
2424,dell,312.0,nvidia,windows,YES,YES,256,120,NO,YES,other
2425,acer,126.56,other,unknown,NO,NO,256,240,NO,NO,other
2426,hp,519.5,amd,windows,NO,NO,512,512,NO,NO,blue
2427,dell,349.0,intel,windows,YES,YES,256,512,NO,YES,blue
2428,hp,120.0,amd,windows,YES,YES,512,512,NO,YES,silver
2429,hp,100.0,intel,chrome,NO,YES,4,32,NO,YES,white
2430,lg,499.0,intel,windows,YES,NO,256,256,NO,YES,white
2431,lenovo,56.0,other,chrome,NO,YES,256,32,NO,YES,other
2432,asus,196.1,other,unknown,NO,NO,256,240,NO,NO,other
2433,asus,138.0,other,unknown,NO,NO,256,240,NO,NO,other
2434,acer,129.0,other,chrome,NO,NO,32,240,NO,YES,black
2435,dell,160.0,intel,windows,YES,YES,8,240,NO,YES,black
2436,dell,21.95,amd,windows,NO,NO,500,180,NO,NO,other
2437,dell,199.0,other,windows,NO,NO,512,512,NO,YES,silver
2438,hp,190.0,intel,windows,NO,YES,256,256,NO,YES,silver
2439,dell,200.0,intel,windows,NO,NO,256,240,NO,NO,blue
2440,dell,324.0,intel,windows,YES,YES,256,240,NO,YES,other
2441,microsoft,75.0,other,unknown,NO,NO,256,240,NO,NO,other
2442,other,177.1,other,unknown,NO,NO,256,240,NO,NO,other
2443,microsoft,570.0,other,windows,NO,NO,256,256,NO,NO,black
2444,dell,154.0,intel,chrome,YES,NO,16,16,NO,NO,black
2445,hp,189.8,other,unknown,NO,YES,256,240,YES,YES,other
2446,samsung,63.25,other,unknown,NO,NO,256,240,NO,NO,other
2447,dell,292.2,intel,windows,NO,NO,256,120,NO,NO,other
2448,other,332.8,intel,unknown,NO,NO,256,240,NO,NO,black
2449,lenovo,391.0,intel,windows,NO,NO,256,240,NO,NO,other
2450,lenovo,714.5,intel,windows,NO,YES,256,256,NO,NO,other
2451,hp,50.0,other,windows,NO,YES,256,240,NO,YES,other
2452,hp,939.5,nvidia,windows,NO,NO,256,1,NO,NO,silver
2453,hp,115.0,intel,chrome,YES,YES,16,16,NO,YES,black
2454,hp,300.0,intel,unknown,NO,YES,256,256,YES,YES,other
2455,microsoft,60.0,other,windows,NO,NO,256,256,NO,NO,silver
2456,lenovo,115.0,intel,chrome,NO,NO,32,240,NO,NO,gray
2457,lenovo,300.0,other,windows,YES,YES,16,476,NO,YES,silver
2458,dell,279.5,intel,windows,NO,NO,256,240,NO,NO,other
2459,other,162.0,other,unknown,NO,NO,256,240,NO,NO,other
2460,samsung,46.0,other,unknown,NO,NO,256,16,NO,NO,other
2461,dell,119.0,intel,unknown,NO,NO,256,240,NO,NO,black
2462,hp,110.0,intel,windows,NO,YES,500,240,YES,YES,silver
2463,dell,303.0,intel,windows,NO,YES,256,120,NO,YES,other
2464,dell,400.0,other,windows,NO,NO,512,512,NO,NO,black
2465,dell,749.0,intel,windows,YES,YES,256,256,YES,YES,gray
2466,lenovo,163.2,intel,windows,NO,YES,500,240,NO,YES,black
2467,dell,240.0,intel,windows,NO,YES,8,240,NO,YES,black
2468,hp,69.9,other,unknown,NO,NO,256,256,NO,NO,other
2469,hp,479.5,intel,windows,NO,NO,256,256,NO,NO,gray
2470,dell,1900.0,intel,windows,YES,YES,1,1,NO,YES,black
2471,lenovo,393.2,intel,windows,NO,NO,256,480,NO,NO,other
2472,dell,300.2,nvidia,windows,NO,YES,256,120,NO,NO,other
2473,lenovo,500.0,other,windows,NO,NO,256,240,NO,NO,other
2474,dell,899.0,nvidia,windows,NO,NO,256,1,NO,NO,multicolor
2475,lenovo,200.0,other,windows,YES,YES,160,240,NO,YES,other
2476,dell,360.0,intel,windows,NO,NO,256,512,NO,NO,gray
2477,hp,259.0,intel,windows,YES,YES,128,128,NO,YES,red
2478,hp,179.0,other,windows,NO,YES,750,240,NO,YES,other
2479,lenovo,231.0,intel,windows,NO,YES,512,256,NO,YES,black
2480,dell,1050.0,intel,windows,NO,YES,256,256,NO,YES,silver
2481,microsoft,158.1,other,windows,NO,NO,512,512,NO,NO,other
2482,dell,200.0,other,windows,NO,NO,512,512,NO,NO,black
2483,dell,380.0,amd,windows,NO,YES,512,512,NO,YES,silver
2484,hp,79.94,other,chrome,YES,YES,16,16,NO,YES,black
2485,other,299.0,other,windows,NO,YES,500,240,NO,NO,other
2486,hp,325.0,intel,windows,NO,NO,256,256,NO,NO,silver
2487,dell,298.8,nvidia,windows,NO,YES,256,240,YES,YES,other
2488,dell,352.0,intel,windows,NO,NO,256,240,NO,NO,other
2489,dell,294.0,nvidia,windows,NO,NO,256,120,NO,NO,other
2490,hp,44.0,intel,chrome,NO,NO,32,32,NO,NO,other
2491,acer,550.0,other,windows,NO,YES,12,512,NO,NO,gray
2492,hp,300.0,intel,windows,YES,NO,256,256,NO,NO,silver
2493,samsung,175.0,intel,windows,NO,YES,256,128,YES,YES,silver
2494,lenovo,309.2,intel,windows,NO,NO,256,960,NO,NO,other
2495,other,13.05,other,unknown,NO,YES,256,240,NO,NO,other
2496,dell,334.5,intel,windows,NO,NO,256,120,NO,NO,other
2497,dell,349.8,intel,windows,NO,NO,256,120,NO,NO,other
2498,lenovo,340.2,intel,windows,NO,NO,256,960,NO,NO,other
2499,lenovo,119.0,intel,windows,NO,YES,256,128,NO,NO,black
2500,dell,377.5,intel,windows,NO,NO,256,480,NO,YES,other
2501,other,521.0,other,unknown,NO,NO,256,240,NO,NO,other
2502,dell,260.8,intel,windows,NO,NO,256,120,NO,NO,other
2503,hp,509.5,amd,windows,NO,NO,256,512,NO,NO,black
2504,asus,199.9,other,windows,NO,YES,128,128,NO,YES,black
2505,dell,179.0,other,windows,NO,NO,1,240,NO,NO,black
2506,hp,415.0,intel,windows,YES,YES,1,128,NO,YES,other
2507,dell,209.0,nvidia,windows,NO,YES,256,256,NO,YES,other
2508,dell,750.0,other,windows,NO,NO,256,256,NO,NO,other
2509,dell,140.0,other,windows,NO,NO,256,240,NO,NO,multicolor
2510,dell,90.0,intel,windows,NO,NO,500,240,YES,NO,black
2511,lg,310.0,intel,windows,NO,NO,256,256,NO,YES,white
2512,other,413.2,other,unknown,NO,YES,256,240,NO,YES,other
2513,other,105.0,other,windows,NO,NO,256,240,NO,NO,other
2514,lenovo,899.0,intel,windows,NO,NO,256,256,NO,NO,other
2515,dell,45.0,amd,chrome,NO,YES,4,16,NO,NO,black
2516,asus,100.0,intel,chrome,YES,NO,32,32,NO,NO,silver
2517,other,1439.0,intel,windows,NO,YES,256,1,NO,YES,silver
2518,asus,105.0,intel,chrome,NO,YES,32,32,NO,YES,gray
2519,dell,458.5,nvidia,windows,NO,YES,256,960,NO,YES,other
2520,other,423.0,intel,windows,NO,NO,256,120,NO,NO,other
2521,hp,319.5,amd,windows,NO,YES,256,256,NO,NO,silver
2522,lenovo,150.0,other,windows,NO,NO,256,256,NO,YES,black
2523,other,70.0,other,windows,NO,YES,256,240,NO,YES,other
2524,hp,315.0,intel,windows,YES,NO,256,256,NO,NO,gray
2525,other,146.5,other,unknown,NO,YES,256,240,NO,YES,other
2526,other,172.0,intel,windows,NO,NO,128,128,NO,NO,gray
2527,hp,19.98,other,windows,NO,YES,256,240,NO,YES,black
2528,dell,342.0,intel,windows,NO,NO,256,120,NO,YES,other
2529,dell,260.8,intel,windows,NO,NO,256,120,NO,NO,other
2530,hp,650.0,intel,windows,NO,NO,256,256,NO,NO,gray
2531,dell,298.8,nvidia,windows,NO,YES,256,240,NO,YES,other
2532,lenovo,680.0,amd,windows,NO,NO,256,1,NO,NO,silver
2533,other,412.2,other,unknown,NO,YES,256,240,NO,YES,other
2534,other,238.2,intel,unknown,NO,NO,256,240,NO,NO,other
2535,lenovo,340.2,intel,windows,NO,NO,256,960,NO,NO,other
2536,other,327.8,intel,unknown,NO,YES,256,240,NO,NO,other
2537,dell,45.0,other,unknown,NO,NO,80,240,NO,NO,other
2538,dell,198.0,other,unknown,NO,NO,256,240,NO,NO,other
2539,dell,350.0,intel,windows,NO,NO,512,512,NO,NO,gray
2540,other,87.0,other,unknown,NO,YES,256,240,NO,YES,other
2541,other,333.2,other,windows,NO,NO,256,500,NO,NO,blue
2542,dell,399.0,other,windows,YES,YES,512,512,NO,NO,silver
2543,other,40.0,other,unknown,NO,YES,256,240,NO,YES,other
2544,other,24.98,other,unknown,NO,NO,256,240,NO,NO,silver
2545,other,346.8,intel,windows,NO,NO,256,120,NO,NO,other
2546,lenovo,56.06,intel,windows,NO,YES,240,240,NO,YES,black
2547,hp,22.0,amd,chrome,NO,NO,16,16,NO,NO,other
2548,hp,330.0,intel,windows,NO,YES,256,256,YES,YES,silver
2549,lenovo,699.0,amd,windows,NO,YES,2,2,NO,YES,black
2550,dell,365.8,intel,windows,NO,YES,256,240,NO,YES,other
2551,other,337.0,nvidia,unknown,NO,NO,256,240,NO,NO,other
2552,dell,496.0,other,windows,NO,NO,256,1,NO,NO,other
2553,other,289.0,other,unknown,NO,NO,256,240,NO,NO,other
2554,dell,699.0,other,windows,NO,NO,256,1,NO,NO,silver
2555,other,500.0,other,windows,YES,YES,256,240,YES,YES,other
2556,dell,599.0,intel,windows,NO,NO,16,256,NO,NO,other
2557,dell,291.0,nvidia,windows,NO,NO,256,120,NO,YES,other
2558,hp,110.0,intel,windows,NO,NO,256,256,NO,NO,silver
2559,dell,600.0,other,unknown,YES,YES,1,1,NO,YES,other
2560,hp,320.0,intel,windows,NO,NO,256,256,NO,NO,silver
2561,hp,490.0,other,windows,NO,YES,1,240,NO,YES,multicolor
2562,hp,130.0,other,windows,NO,YES,256,4,YES,YES,other
2563,hp,150.0,intel,chrome,NO,NO,256,16,NO,NO,gray
2564,dell,425.0,intel,windows,NO,NO,500,500,NO,YES,gray
2565,dell,318.2,nvidia,windows,NO,YES,256,120,YES,YES,other
2566,dell,396.0,intel,windows,NO,NO,256,120,NO,NO,other
2567,dell,53.0,intel,chrome,YES,YES,16,16,NO,YES,black
2568,other,225.0,other,windows,NO,YES,256,256,NO,YES,other
2569,hp,243.0,intel,windows,NO,NO,256,256,NO,NO,silver
2570,dell,740.0,intel,windows,NO,YES,256,512,YES,YES,gray
2571,hp,749.5,intel,windows,NO,YES,512,512,NO,YES,silver
2572,hp,260.0,other,windows,NO,YES,512,512,NO,YES,other
2573,lenovo,149.0,other,windows,NO,NO,256,256,NO,NO,black
2574,dell,450.0,intel,windows,YES,YES,256,1,NO,YES,other
2575,other,70.0,other,unknown,YES,NO,256,240,NO,NO,black
2576,hp,670.0,intel,windows,YES,NO,256,1,NO,NO,silver
2577,dell,140.0,intel,windows,NO,YES,512,512,NO,YES,black
2578,dell,199.0,intel,windows,NO,YES,256,256,NO,YES,black
2579,other,253.0,other,windows,NO,YES,512,512,NO,YES,gray
2580,dell,380.2,intel,windows,NO,YES,256,960,NO,YES,other
2581,other,477.5,other,unknown,NO,NO,256,240,NO,NO,other
2582,other,4.42,other,windows,NO,NO,256,240,NO,NO,other
2583,dell,700.0,intel,windows,NO,NO,512,512,NO,NO,silver
2584,dell,119.9,other,windows,NO,YES,256,240,NO,YES,black
2585,lenovo,180.0,other,windows,NO,NO,512,512,NO,NO,other
2586,hp,30.0,other,linux,NO,NO,160,250,NO,NO,other
2587,lenovo,565.0,intel,windows,NO,NO,256,256,NO,NO,other
2588,dell,189.0,intel,windows,NO,YES,256,512,NO,YES,other
2589,hp,50.0,other,unknown,NO,YES,256,240,YES,YES,other
2590,dell,234.5,intel,windows,NO,NO,256,128,NO,NO,gray
2591,lg,850.0,intel,windows,NO,YES,256,512,NO,YES,blue
2592,dell,29.95,other,unknown,NO,YES,256,240,NO,NO,other
2593,acer,435.0,nvidia,windows,NO,NO,256,256,NO,NO,black
2594,dell,398.0,nvidia,windows,NO,NO,256,480,NO,YES,other
2595,dell,328.5,nvidia,windows,NO,NO,256,240,NO,NO,other
2596,lenovo,325.2,intel,windows,NO,NO,256,120,NO,NO,other
2597,dell,588.5,other,windows,NO,YES,320,240,NO,NO,other
2598,dell,360.5,intel,windows,NO,NO,256,240,NO,YES,other
2599,lenovo,530.0,intel,windows,NO,NO,256,256,NO,NO,black
2600,dell,575.0,other,windows,YES,YES,256,1,NO,YES,multicolor
2601,microsoft,219.5,other,windows,NO,NO,128,128,NO,NO,other
2602,hp,50.0,intel,chrome,NO,NO,4,64,NO,NO,silver
2603,dell,420.5,intel,windows,NO,YES,256,960,NO,YES,other
2604,other,200.0,other,windows,NO,NO,160,240,NO,NO,silver
2605,microsoft,255.0,intel,windows,NO,NO,128,128,NO,NO,black
2606,other,19.58,other,unknown,YES,YES,256,240,NO,YES,other
2607,dell,384.0,intel,windows,NO,NO,256,480,NO,NO,other
2608,dell,21.95,amd,windows,NO,NO,500,180,NO,NO,other
2609,dell,384.0,intel,windows,NO,NO,256,240,NO,YES,other
2610,dell,19.0,other,unknown,NO,NO,256,240,NO,NO,other
2611,lenovo,399.8,intel,windows,NO,NO,256,480,NO,NO,other
2612,hp,150.4,intel,chrome,NO,NO,256,32,NO,NO,white
2613,acer,399.0,intel,windows,YES,YES,256,256,NO,YES,gray
2614,hp,230.0,intel,windows,NO,YES,256,256,NO,NO,silver
2615,other,890.0,intel,windows,NO,YES,256,128,NO,YES,other
2616,other,412.2,other,unknown,YES,YES,256,240,YES,YES,other
2617,lenovo,800.0,amd,windows,NO,NO,256,1,NO,NO,green
2618,dell,449.8,nvidia,windows,YES,NO,256,960,NO,NO,other
2619,dell,489.5,other,unknown,NO,NO,256,240,NO,NO,other
2620,dell,216.0,nvidia,windows,NO,NO,256,512,NO,NO,other
2621,lenovo,200.0,mali,chrome,NO,YES,256,128,NO,YES,multicolor
2622,dell,300.0,nvidia,windows,NO,YES,1,256,NO,YES,gray
2623,other,52.0,other,unknown,NO,YES,256,240,NO,YES,beige
2624,hp,120.0,amd,windows,NO,NO,512,512,NO,NO,silver
2625,dell,358.8,intel,windows,NO,YES,256,120,NO,YES,other
2626,other,65.25,other,unknown,NO,NO,256,240,NO,NO,other
2627,microsoft,220.0,other,windows,NO,NO,512,512,NO,NO,other
2628,dell,300.0,other,windows,NO,NO,128,128,NO,NO,silver
2629,lenovo,720.0,intel,windows,YES,YES,256,256,NO,YES,black
2630,hp,125.0,other,unknown,NO,YES,500,500,NO,YES,other
2631,hp,90.0,other,unknown,NO,NO,256,240,NO,NO,other
2632,dell,313.5,intel,windows,NO,NO,256,120,NO,NO,other
2633,dell,302.8,intel,windows,NO,NO,256,240,NO,NO,other
2634,other,433.2,intel,windows,NO,NO,256,240,NO,NO,other
2635,other,194.8,other,unknown,NO,YES,256,240,NO,NO,other
2636,dell,103.4,intel,windows,NO,NO,500,240,NO,NO,black
2637,dell,80.0,intel,windows,NO,YES,500,240,NO,YES,black
2638,other,285.0,other,windows,NO,NO,640,240,NO,NO,silver
2639,lenovo,112.5,other,windows,NO,YES,500,240,NO,NO,black
2640,other,325.0,other,unknown,NO,NO,256,256,NO,YES,multicolor
2641,lenovo,500.0,other,windows,YES,YES,256,128,NO,NO,other
2642,dell,400.0,other,windows,NO,NO,1,1,NO,NO,black
2643,dell,55.0,other,unknown,NO,YES,256,240,NO,YES,other
2644,microsoft,150.0,other,windows,NO,NO,256,256,NO,NO,other
2645,dell,363.0,intel,windows,NO,NO,256,256,NO,NO,black
2646,samsung,95.0,intel,chrome,YES,YES,256,32,NO,YES,silver
2647,other,700.0,nvidia,windows,NO,YES,256,512,NO,NO,black
2648,samsung,135.0,intel,chrome,NO,YES,256,32,NO,YES,silver
2649,dell,100.0,intel,unknown,NO,YES,8,240,NO,NO,black
