,Price,Width of the Display,Height of the Display,Hard Drive Capacity,SSD Capacity,Ram Size,Processor Speed
795,180.0,1920.0,1280.0,512.0,512.0,8.0,2.40
796,400.0,1920.0,1080.0,,,32.0,2.60
797,87.1,,,1.0,,8.0,2.50
798,45.0,1366.0,768.0,16.0,16.0,16.0,2.16
799,89.0,1280.0,800.0,160.0,,2.0,2.26
800,124.0,1920.0,1080.0,,64.0,8.0,
801,599.0,1920.0,1080.0,1.0,1.0,16.0,2.40
802,75.0,,,,240.0,8.0,
803,599.0,,,512.0,512.0,16.0,
804,65.0,,,4.0,64.0,4.0,1.10
805,70.0,,,750.0,,6.0,2.50
806,48.0,,,16.0,,4.0,2.00
807,525.0,1920.0,1080.0,512.0,512.0,64.0,2.60
808,44.0,1366.0,768.0,32.0,32.0,4.0,1.10
809,439.0,,,,512.0,16.0,2.40
810,589.0,2560.0,1600.0,,512.0,16.0,2.90
811,370.0,1920.0,1080.0,512.0,512.0,8.0,2.40
812,375.0,,,,,,
813,139.0,1368.0,788.0,,0.0,16.0,1.60
814,136.0,,,,,,
815,350.0,1920.0,1080.0,,256.0,8.0,2.10
816,51.0,1366.0,768.0,16.0,16.0,4.0,1.60
817,100.0,,,,,,
818,1149.0,1920.0,1080.0,1.0,1.0,16.0,2.40
819,384.8,,,,,8.0,1.50
820,159.8,,,256.0,256.0,16.0,3.00
821,100.0,1366.0,768.0,16.0,16.0,4.0,1.10
822,158.0,,,,,,
823,402.2,,,,,,
824,195.4,,,,,,
825,117.0,,,,,,
826,527.0,1280.0,720.0,,480.0,,2.40
827,577.5,,,,,,
828,335.5,1280.0,720.0,,480.0,,3.00
829,97.75,,,,,,
830,539.0,1280.0,720.0,,2.0,,2.70
831,41.88,,,,,,
832,420.5,1280.0,720.0,,240.0,,3.00
833,520.5,1920.0,1080.0,,960.0,,2.80
834,97.2,1366.0,768.0,,,8.0,2.40
835,74.75,,,,,,
836,1090.0,,,,,,
837,111.4,,,,,,
838,341.0,1280.0,720.0,,240.0,,
839,127.75,,,,,,
840,2146.0,,,,,,
841,97.2,1366.0,768.0,,,4.0,2.30
842,128.6,,,,,,
843,510.2,,,,,,
844,117.0,,,,,,
845,442.2,,,160.0,,,2.26
846,463.2,1280.0,720.0,,120.0,,
847,131.9,,,,,,
848,580.0,1920.0,1080.0,,120.0,,3.00
849,405.0,1280.0,720.0,,128.0,,3.00
850,100.3,,,,,,
851,128.6,,,,,,
852,80.5,,,,,,
853,673.5,1280.0,720.0,,960.0,,3.00
854,159.2,,,,,,
855,92.94,,,,,,
856,36.9,,,,,,
857,508.5,1280.0,720.0,,480.0,,3.00
858,316.2,,,,,,
859,10.85,,,,,,
860,18.11,,,,,,
861,120.3,1366.0,768.0,500.0,,8.0,1.90
862,422.8,1920.0,1080.0,,240.0,,2.30
863,323.2,1280.0,720.0,,120.0,,2.30
864,1044.0,2256.0,1504.0,,256.0,,3.00
865,361.2,,,,,,
866,808.5,,,,,,
867,91.0,,,,,,
868,129.0,,,,,,
869,69.6,,,,,,
870,319.0,,,,,,
871,21.7,,,,,,
872,291.2,,,,,,
873,103.44,,,,,,
874,92.5,,,,,,
875,91.44,,,,,,
876,366.8,1280.0,720.0,,240.0,,2.70
877,395.0,,,,,,
878,134.6,,,,,,
879,375.8,,,,,,
880,197.2,,,,,,
881,339.0,,,,,,
882,371.0,1280.0,720.0,,480.0,,3.10
883,733.0,1280.0,720.0,,2.0,,3.00
884,565.0,1280.0,720.0,,480.0,,1.60
885,69.44,,,,,,
886,92.0,,,,,,
887,296.2,1280.0,720.0,,120.0,,
888,109.25,,,,,,
889,604.5,1280.0,720.0,,480.0,,
890,3098.0,1920.0,1080.0,,960.0,,2.40
891,116.06,,,,,,
892,46.53,,,,,,
893,1128.0,,,,,,
894,2182.0,1920.0,1080.0,,480.0,,1.99
895,94.9,,,,,,
896,111.94,,,,,,
897,2574.0,1920.0,1080.0,,960.0,,2.40
898,105.0,,,,,,
899,376.2,,,,,,
900,1121.0,1280.0,720.0,,960.0,,
901,52.75,,,,,,
902,135.4,,,,,,
903,510.0,,,,,,
904,133.2,,,,,,
905,369.5,,,,,,
906,364.0,,,,,,
907,107.8,,,,,,
908,209.8,,,,,,
909,127.8,,,,,,
910,129.8,,,,,,
911,21.88,,,,,,
912,327.0,,,,,,
913,419.2,,,,,,
914,332.2,1280.0,720.0,,240.0,,2.30
915,87.0,,,,,,
916,37.88,,,,,,
917,293.0,1280.0,720.0,,240.0,,2.60
918,285.2,,,,,,
919,113.0,,,,,,
920,137.9,,,,,,
921,536.5,,,,,,
922,540.5,,,,,,
923,44.8,,,,,,
924,107.0,,,,,,
925,60.84,,,,,,
926,104.75,,,,,,
927,346.5,1280.0,720.0,,120.0,,2.60
928,334.8,,,,,,
929,405.2,1280.0,720.0,,480.0,,
930,91.56,,,,,,
931,113.9,,,,,,
932,112.3,,,,,,
933,334.8,1280.0,720.0,,120.0,,2.70
934,340.2,,,,,,
935,450.2,,,,,,
936,1737.0,,,,,,
937,263.8,,,,,,
938,469.5,1280.0,720.0,,120.0,,3.00
939,410.8,1280.0,720.0,,960.0,,3.00
940,95.4,,,,,,
941,411.0,,,,,,
942,322.0,1280.0,720.0,,256.0,,3.00
943,420.8,1920.0,1080.0,400.0,128.0,,
944,92.5,,,,,,
945,665.0,2048.0,1080.0,,240.0,,
946,77.06,,,,,,
947,588.5,1280.0,720.0,,960.0,,
948,827.0,,,,,,
949,1047.0,1280.0,720.0,,960.0,,2.90
950,190.6,,,,,,
951,815.0,1920.0,1080.0,,2.0,,2.80
952,134.5,,,,,,
953,320.2,1280.0,720.0,,240.0,,2.60
954,182.6,,,,,,
955,772.0,,,,,,
956,577.5,,,,,,
957,507.8,,,,,,
958,526.5,,,,,,
959,490.0,1280.0,720.0,,240.0,,
960,377.8,1280.0,720.0,,256.0,,
961,411.5,,,,,,
962,841.5,1920.0,1080.0,,960.0,,3.00
963,29.3,,,,,,
964,374.8,,,,,,
965,92.6,,,,,,
966,141.9,,,,,,
967,646.5,,,,,,
968,472.5,,,,,,
969,91.0,,,,,,
970,70.5,,,,,,
971,362.5,1280.0,720.0,,240.0,,2.60
972,103.25,,,,,,
973,2326.0,1920.0,1080.0,,2.0,,1.99
974,160.4,,,,,,
975,10.9,,,,,,
976,489.0,1920.0,1080.0,,240.0,,2.40
977,275.5,,,,,,
978,432.5,1280.0,720.0,,480.0,,
979,456.2,,,,,,
980,103.56,,,,,,
981,335.8,1280.0,720.0,,240.0,,2.60
982,164.4,,,,,,
983,91.9,,,,,,
984,91.3,,,,,,
985,424.8,1920.0,1080.0,,120.0,,2.80
986,316.0,,,,,,
987,423.5,1920.0,1080.0,,240.0,,2.80
988,234.0,,,,,,
989,753.5,,,,,,
990,2096.0,,,,,,
991,377.8,1920.0,1080.0,,256.0,,
992,419.8,1280.0,720.0,,240.0,,3.00
993,401.0,1280.0,720.0,,120.0,,
994,320.2,1280.0,720.0,,240.0,,2.60
995,371.0,,,,,,
996,442.5,1920.0,1080.0,,240.0,,2.30
997,365.0,,,,,,
998,97.06,,,,,,
999,101.9,,,,,,
1000,112.8,,,,,,
1001,95.25,,,,,,
1002,508.5,1280.0,720.0,,480.0,,3.00
1003,67.3,,,,,,
1004,33.5,,,,,,
1005,78.9,,,,,,
1006,422.8,1920.0,1080.0,,240.0,,2.30
1007,125.06,,,,,,
1008,232.2,,,,,,
1009,215.9,,,,,,
1010,457.2,,,,,,
1011,128.5,,,,,,
1012,640.5,,,,,,
1013,45.28,,,,,,
1014,21.7,,,,,,
1015,127.94,,,,,,
1016,236.0,,,,,,
1017,511.5,,,,,,
1018,510.0,1280.0,720.0,,240.0,,3.00
1019,279.0,,,,,,
1020,3356.0,,,,,,
1021,1019.5,,,,,,
1022,81.2,,,,,,
1023,110.8,,,,,,
1024,2680.0,,,,,,
1025,1363.0,1920.0,1080.0,,4.0,,1.99
1026,2326.0,1920.0,1080.0,,960.0,,1.80
1027,106.25,,,500.0,,8.0,2.30
1028,131.0,,,,,,
1029,60.84,,,,,,
1030,182.6,1600.0,900.0,500.0,,,
1031,117.3,,,,,,
1032,99.5,,,,,,
1033,22.22,,,,,,
1034,302.2,,,,,,
1035,340.8,1920.0,1080.0,,240.0,,2.80
1036,91.7,,,,,,
1037,162.6,,,,,,
1038,59.4,,,,,,
1039,322.0,,,,,,
1040,539.0,1280.0,720.0,,2.0,,2.70
1041,95.94,,,,,,
1042,373.8,1280.0,720.0,,240.0,,
1043,124.1,,,,,,
1044,97.5,,,,,,
1045,84.1,,,,,,
1046,67.06,,,,,,
1047,330.5,,,,,,
1048,711.0,,,,,,
1049,35.2,,,,,,
1050,341.8,,,,,,
1051,90.2,,,,,,
1052,28.44,,,,,,
1053,92.7,,,,,,
1054,50.75,,,,,,
1055,470.5,1920.0,1080.0,,240.0,,2.80
1056,280.0,1280.0,720.0,,240.0,,3.00
1057,262.2,,,,,,
1058,650.5,1920.0,1080.0,,960.0,,1.49
1059,568.0,,,,,,
1060,99.0,,,,,,
1061,863.5,,,,,,
1062,331.0,1280.0,720.0,,240.0,,2.60
1063,232.1,,,,,,
1064,266.2,,,,,,
1065,47.1,,,,,,
1066,425.2,,,,,,
1067,81.6,,,,,,
1068,932.5,,,,,,
1069,135.8,,,,,,
1070,1002.5,,,,,,
1071,533.5,1280.0,720.0,,240.0,,3.00
1072,303.8,1280.0,720.0,,240.0,,2.60
1073,273.5,,,,,,
1074,245.5,,,,,,
1075,743.0,,,,960.0,,
1076,280.2,,,,,4.0,2.50
1077,724.5,,,,,,
1078,151.9,,,,,,
1079,463.5,,,,,,
1080,391.5,,,,,,
1081,264.2,,,,,,
1082,93.0,,,,,,
1083,726.0,1920.0,1080.0,,960.0,,
1084,59.28,,,,,,
1085,90.06,,,,,,
1086,413.2,,,,,,
1087,571.5,,,,,,
1088,921.0,,,,,,
1089,531.0,,,,,,
1090,432.2,,,,,,
1091,134.5,,,,,,
1092,442.0,1280.0,720.0,,960.0,,2.70
1093,2280.0,1920.0,1080.0,,,,1.60
1094,1014.5,1280.0,720.0,,120.0,,
1095,602.0,1920.0,1080.0,,240.0,,
1096,414.8,,,,,,
1097,60.84,,,,,,
1098,124.9,,,,,,
1099,372.5,,,,,,
1100,315.2,,,,,,
1101,751.0,1920.0,1080.0,,240.0,,
1102,542.0,,,,,,
1103,517.0,,,,,,
1104,607.0,,,,,,
1105,465.5,1280.0,720.0,,240.0,,1.99
1106,772.5,1920.0,1080.0,,480.0,,
1107,168.1,,,,,,
1108,462.8,1280.0,720.0,,960.0,,2.60
1109,856.5,,,,,,
1110,805.5,,,,,,
1111,525.0,,,,,,
1112,401.8,1920.0,1080.0,,240.0,,2.80
1113,465.5,1280.0,720.0,,240.0,,1.99
1114,328.8,,,,,,
1115,89.8,,,,,,
1116,112.3,,,,,,
1117,127.8,,,,,,
1118,42.2,,,,,,
1119,444.5,1920.0,1080.0,,240.0,,2.80
1120,93.94,,,,,,
1121,656.5,1920.0,1080.0,,2.0,,2.80
1122,334.0,,,,,,
1123,205.1,,,,,,
1124,141.5,,,,,,
1125,707.5,1280.0,720.0,,2.0,,2.30
1126,336.2,,,,,,
1127,129.6,1366.0,768.0,,256.0,8.0,2.40
1128,58.97,,,,,,
1129,334.5,1280.0,720.0,,120.0,,
1130,94.0,,,,,,
1131,323.0,1280.0,720.0,,240.0,,
1132,280.0,1280.0,720.0,,240.0,,3.00
1133,119.06,,,,,,
1134,22.0,,,,,,
1135,90.44,,,,,,
1136,499.0,1280.0,720.0,,2.0,,2.60
1137,87.56,,,,,,
1138,49.62,,,,,,
1139,82.2,,,,,,
1140,69.25,,,,,,
1141,463.2,1920.0,1080.0,,480.0,,2.30
1142,95.3,,,,,,
1143,427.2,1280.0,720.0,,120.0,,1.99
1144,104.6,,,,,,
1145,264.2,,,,,,
1146,75.2,,,,,,
1147,205.2,,,,,,
1148,61.12,,,,,,
1149,451.5,1920.0,1080.0,,240.0,,2.80
1150,339.8,1280.0,720.0,,240.0,,
1151,27.77,,,,,,
1152,329.8,,,,,,
1153,469.0,1280.0,720.0,,960.0,,3.10
1154,206.1,,,,,,
1155,258.2,,,,,,
1156,444.5,1920.0,1080.0,,240.0,,2.80
1157,636.5,1920.0,1080.0,,240.0,,3.00
1158,226.9,,,,,,
1159,628.0,,,,,,
1160,584.5,,,,,,
1161,157.2,,,,,,
1162,105.0,,,,,,
1163,341.5,,,,,,
1164,523.5,,,,,,
1165,475.8,,,,,,
1166,50.78,1024.0,600.0,,,,
1167,462.8,1280.0,720.0,,120.0,,
1168,335.8,1280.0,720.0,,240.0,,2.60
1169,541.0,,,,,,
1170,473.8,1280.0,720.0,,480.0,,3.00
1171,100.0,,,,,,
1172,69.75,,,,,,
1173,303.8,,,,,,
1174,463.5,,,,,,
1175,818.0,,,,,,
1176,433.5,1280.0,720.0,,120.0,,1.99
1177,437.2,1280.0,720.0,,960.0,,3.00
1178,424.8,1920.0,1080.0,,120.0,,2.80
1179,93.44,,,,,,
1180,423.5,1920.0,1080.0,,240.0,,2.80
1181,355.0,,,,,,
1182,132.8,,,,,,
1183,133.1,,,,,,
1184,74.56,,,,,,
1185,454.0,1920.0,1080.0,,120.0,,3.00
1186,131.6,,,,,,
1187,109.9,,,,,,
1188,71.25,,,,,,
1189,427.0,1280.0,720.0,,240.0,,3.00
1190,405.2,,,,,,
1191,564.5,1280.0,720.0,,960.0,,3.00
1192,86.3,,,,,,
1193,346.2,,,,,,
1194,397.8,1280.0,720.0,,240.0,,3.00
1195,71.44,,,,,,
1196,127.8,,,,,,
1197,345.2,1280.0,720.0,,240.0,,2.70
1198,422.8,1920.0,1080.0,,240.0,,2.80
1199,72.0,,,,,,
1200,591.0,,,,,,
1201,86.75,,,,,,
1202,445.8,,,,,,
1203,633.0,,,,,,
1204,314.8,,,,,,
1205,278.8,,,,,,
1206,519.5,1920.0,1080.0,,240.0,,3.00
1207,396.0,,,,,,
1208,552.5,,,,,,
1209,10.85,,,,,,
1210,412.0,1280.0,720.0,,480.0,,2.30
1211,458.8,,,,,,
1212,497.2,1280.0,720.0,,480.0,,1.99
1213,321.2,1280.0,720.0,,120.0,,2.60
1214,512.5,,,,,,
1215,458.0,1280.0,720.0,,240.0,,3.00
1216,462.8,1366.0,768.0,500.0,500.0,,2.50
1217,378.5,1280.0,720.0,,256.0,,
1218,378.5,,,,,,
1219,466.8,,,,,,
1220,204.5,,,,,,
1221,379.2,1280.0,720.0,,240.0,,2.60
1222,487.2,,,,,,
1223,538.5,1920.0,1080.0,,120.0,,1.49
1224,2326.0,1920.0,1080.0,,2.0,,1.80
1225,571.5,,,,,,
1226,90.75,,,,,,
1227,453.8,1600.0,900.0,128.0,128.0,8.0,2.1
1228,453.8,,,,,,
1229,590.0,1280.0,720.0,,960.0,,3.00
1230,110.0,1920.0,1080.0,,128.0,4.0,2.30
1231,458.0,1280.0,720.0,,240.0,,3.00
1232,284.8,1920.0,1080.0,,256.0,,2.40
1233,265.8,,,,,,
1234,317.8,,,,,,
1235,110.0,,,,,,
1236,578.0,,,,120.0,,3.00
1237,619.0,,,,480.0,,3.00
1238,121.6,,,,,,
1239,78.1,,,,,,
1240,282.5,,,,,,
1241,299.8,1920.0,1080.0,250.0,,8.0,2.40
1242,377.2,1280.0,720.0,,240.0,,2.60
1243,414.2,1280.0,720.0,,480.0,,2.60
1244,534.0,1280.0,720.0,,480.0,,3.00
1245,200.0,1920.0,1080.0,512.0,512.0,8.0,2.40
1246,775.5,1280.0,720.0,,2.0,,
1247,11.94,,,,,,
1248,216.0,,,,,,
1249,123.5,,,,,,
1250,442.8,1280.0,720.0,,240.0,,1.99
1251,519.0,1920.0,1080.0,,120.0,,
1252,112.44,,,,,,
1253,92.6,,,,,,
1254,304.5,,,,,,
1255,282.8,1280.0,720.0,,240.0,,2.60
1256,92.9,,,,,,
1257,494.2,1280.0,720.0,,960.0,,2.70
1258,21.88,,,,,,
1259,140.2,,,,,,
1260,163.5,,,,,,
1261,624.0,1920.0,1080.0,,240.0,,
1262,473.8,,,,,,
1263,470.5,,,,,,
1264,358.5,1280.0,720.0,,256.0,,
1265,281.2,1280.0,720.0,,240.0,,2.60
1266,57.88,,,,,,
1267,319.0,,,,,,
1268,64.9,,,,,,
1269,565.0,1920.0,1080.0,,240.0,,1.49
1270,1717.0,,,,,,
1271,960.0,,,,,,
1272,21.64,,,,,,
1273,996.5,,,,,,
1274,390.0,1280.0,720.0,,240.0,,
1275,389.0,,,,,,
1276,307.0,,,,,,
1277,396.8,1920.0,1080.0,,120.0,,2.80
1278,95.56,,,,,,
1279,188.8,1920.0,1080.0,256.0,256.0,8.0,2.40
1280,114.5,,,,,,
1281,242.5,,,,,,
1282,650.5,,,,,,
1283,324.5,,,,,,
1284,1758.0,,,,,,
1285,394.8,,,,,,
1286,161.9,,,,,,
1287,461.8,,,,,,
1288,506.8,,,,,,
1289,80.0,1366.0,768.0,500.0,500.0,4.0,1.9
1290,60.0,1920.0,1080.0,32.0,32.0,4.0,
1291,47.0,1366.0,768.0,16.0,16.0,4.0,2.50
1292,107.56,,,64.0,,,
1293,100.0,1024.0,768.0,500.0,,4.0,2.50
1294,99.94,,,256.0,256.0,8.0,2.40
1295,450.0,1366.0,768.0,32.0,32.0,4.0,1.60
1296,175.0,2256.0,1504.0,128.0,128.0,8.0,1.20
1297,593.0,,,,512.0,32.0,2.60
1298,140.0,1366.0,768.0,500.0,,16.0,1.60
1299,69.6,,,256.0,256.0,256.0,
1300,335.0,1920.0,1080.0,512.0,512.0,32.0,1.90
1301,79.0,,,250.0,250.0,4.0,2.30
1302,39.97,,,,,,
1303,49.0,1366.0,768.0,1.0,16.0,4.0,2.40
1304,73.0,,,500.0,500.0,8.0,2.10
1305,149.0,1280.0,800.0,,128.0,4.0,2.00
1306,2378.0,1920.0,1080.0,1.0,1.0,32.0,
1307,22.55,,,,,,
1308,500.0,1920.0,1080.0,256.0,256.0,16.0,2.30
1309,70.0,,,750.0,,6.0,2.50
1310,990.0,2560.0,1600.0,,1.0,16.0,2.90
1311,230.0,2256.0,1504.0,16.0,128.0,16.0,1.80
1312,118.1,2160.0,1440.0,,128.0,4.0,2.30
1313,320.0,1920.0,1080.0,512.0,512.0,16.0,1.00
1314,75.0,,,500.0,500.0,4.0,
1315,100.0,,,,128.0,4.0,
1316,75.0,,,320.0,,4.0,1.60
1317,164.5,1920.0,1080.0,120.0,120.0,8.0,1.80
1318,350.0,1920.0,1080.0,,512.0,16.0,1.90
1319,399.0,1920.0,1080.0,512.0,512.0,16.0,2.7
1320,100.0,1366.0,768.0,500.0,500.0,8.0,2.50
1321,200.0,1920.0,1080.0,64.0,64.0,8.0,1.70
1322,115.0,1366.0,768.0,256.0,256.0,8.0,2.30
1323,399.0,1920.0,1080.0,512.0,512.0,32.0,1.7
1324,93.0,2256.0,1504.0,128.0,128.0,8.0,2.60
1325,16.3,,,,,,
1326,180.0,1920.0,1080.0,,256.0,8.0,2.40
1327,70.0,,,,,4.0,1.6
1328,725.0,,,,256.0,16.0,1.30
1329,29.89,,,16.0,16.0,4.0,1.6
1330,38.0,1366.0,768.0,16.0,,4.0,1.60
1331,184.1,,,,256.0,8.0,2.70
1332,157.8,,,500.0,500.0,16.0,2.60
1333,396.0,,,,,,
1334,74.3,,,,,,
1335,74.44,,,,,,
1336,109.9,,,,,,
1337,574.5,,,,,,
1338,89.8,,,,,,
1339,135.5,,,,,,
1340,22.22,,,,,,
1341,20.44,,,,,,
1342,204.5,,,,,,
1343,376.0,1920.0,1080.0,,480.0,,2.80
1344,104.7,,,,,,
1345,93.9,,,,,,
1346,433.0,1280.0,720.0,,960.0,,2.60
1347,254.2,,,,,,
1348,59.2,,,,,,
1349,184.5,,,,,,
1350,225.0,1920.0,1080.0,256.0,256.0,8.0,2.90
1351,419.5,1280.0,720.0,,128.0,,3.00
1352,334.0,1280.0,720.0,,240.0,,2.60
1353,56.56,,,,,,
1354,105.44,,,,,,
1355,114.5,,,,,,
1356,101.94,,,,,,
1357,91.9,,,,,,
1358,314.5,1280.0,720.0,,240.0,,2.60
1359,107.6,,,,,,
1360,2680.0,,,,,,
1361,89.8,,,,,,
1362,462.8,1280.0,720.0,,960.0,,2.60
1363,85.4,,,,,,
1364,414.8,1920.0,1080.0,,120.0,,2.30
1365,1533.0,,,,,,
1366,770.5,1920.0,1080.0,,240.0,,2.80
1367,580.5,1920.0,1080.0,,480.0,,2.80
1368,339.5,1280.0,720.0,,120.0,,
1369,82.8,,,,,,
1370,247.4,,,,,,
1371,548.5,,,,,,
1372,494.8,,,,,,
1373,511.2,,,,,,
1374,227.8,,,,,,
1375,511.8,1920.0,1080.0,,480.0,,2.30
1376,113.6,,,,,,
1377,375.8,,,,,,
1378,483.0,1280.0,720.0,,120.0,,
1379,43.25,,,,,,
1380,778.5,,,,,,
1381,440.2,,,,,,
1382,429.0,,,,,,
1383,444.2,1280.0,720.0,,960.0,,2.60
1384,537.5,,,,,,
1385,115.7,,,,,,
1386,572.0,,,,120.0,,3.00
1387,571.0,,,,480.0,,3.00
1388,777.5,,,,,,
1389,377.2,1280.0,720.0,,240.0,,2.60
1390,589.0,,,,,,
1391,225.0,1920.0,1080.0,512.0,512.0,12.0,2.50
1392,274.5,,,,,,
1393,442.8,1280.0,720.0,,120.0,,
1394,514.5,,,,,,
1395,21.88,,,,,,
1396,536.5,,,,,,
1397,829.5,1920.0,1080.0,,2.0,,1.49
1398,739.5,,,,,,
1399,158.6,,,,,,
1400,370.5,1920.0,1080.0,,120.0,,
1401,842.5,,,,,,
1402,203.0,,,,,,
1403,968.0,,,,,,
1404,203.1,,,,,,
1405,1093.0,,,,,,
1406,114.5,1366.0,768.0,,,,
1407,545.0,1280.0,720.0,,2.0,,2.70
1408,198.6,,,,,,
1409,339.0,,,,,,
1410,360.5,,,,,,
1411,593.0,,,,,,
1412,303.8,,,,,,
1413,613.5,,,,240.0,,
1414,406.0,1280.0,720.0,,120.0,,3.00
1415,371.8,,,,,,
1416,559.0,,,,,,
1417,766.5,,,,,,
1418,313.8,1280.0,720.0,,240.0,,2.60
1419,451.5,1920.0,1080.0,,240.0,,2.80
1420,335.8,,,,,,
1421,463.5,,,,,,
1422,641.5,1280.0,720.0,,960.0,,3.00
1423,436.0,1280.0,720.0,,240.0,,3.00
1424,633.0,,,,,,
1425,117.06,,,,,,
1426,580.5,1920.0,1080.0,,480.0,,1.49
1427,645.5,,,,,,
1428,1666.0,,,,,,
1429,820.5,,,,,,
1430,845.5,,,,,,
1431,182.2,,,,,,
1432,439.0,1920.0,1080.0,,120.0,,2.80
1433,341.5,,,,,,
1434,896.0,,,,,,
1435,98.4,,,,,,
1436,1748.0,,,,,,
1437,66.56,,,,,,
1438,380.2,1280.0,720.0,,960.0,,3.00
1439,3860.0,,,,,,
1440,289.0,1920.0,1080.0,512.0,512.0,8.0,2.80
1441,48.0,,,2.0,16.0,16.0,2.16
1442,56.94,,,256.0,256.0,256.0,
1443,93.0,1366.0,768.0,64.0,64.0,4.0,1.10
1444,699.0,2256.0,1504.0,,256.0,16.0,
1445,235.0,1920.0,1080.0,,512.0,16.0,2.70
1446,188.0,,,,2.0,,2.60
1447,52.0,1366.0,768.0,16.0,16.0,4.0,1.6
1448,152.2,,,,,,
1449,55.0,,,64.0,64.0,64.0,
1450,420.0,1920.0,1080.0,256.0,256.0,16.0,2.30
1451,40.47,1366.0,768.0,16.0,16.0,4.0,2.50
1452,89.0,,,500.0,,4.0,2.66
1453,100.0,1366.0,768.0,32.0,32.0,4.0,2.40
1454,172.0,1920.0,1080.0,256.0,256.0,8.0,1.90
1455,268.0,,,,512.0,16.0,2.40
1456,259.8,2256.0,1504.0,256.0,256.0,8.0,1.50
1457,879.0,1920.0,1080.0,,1.0,64.0,2.80
1458,919.0,1920.0,1080.0,512.0,512.0,8.0,2.30
1459,450.0,1920.0,1080.0,,256.0,16.0,2.60
1460,60.0,1920.0,1080.0,,32.0,4.0,1.60
1461,885.0,1366.0,768.0,128.0,128.0,4.0,1.10
1462,629.0,,,,,,
1463,140.0,1366.0,768.0,8.0,500.0,8.0,2.30
1464,145.0,,,500.0,,16.0,
1465,323.0,,,,512.0,16.0,2.60
1466,210.0,1366.0,768.0,,128.0,8.0,2.50
1467,120.0,,,,,,
1468,240.0,,,500.0,500.0,32.0,1.70
1469,190.8,,,,256.0,8.0,1.70
1470,230.0,,,500.0,500.0,4.0,2.50
1471,215.0,1366.0,768.0,,512.0,12.0,1.20
1472,79.1,1366.0,768.0,720.0,,8.0,2.30
1473,599.0,1920.0,1080.0,1.0,1.0,16.0,2.40
1474,320.0,1920.0,1080.0,512.0,512.0,8.0,1.20
1475,226.5,1366.0,768.0,,500.0,16.0,1.80
1476,599.0,,,,,,
1477,105.06,1280.0,720.0,,128.0,8.0,1.60
1478,31.95,1920.0,1080.0,8.0,,8.0,1.60
1479,75.0,1366.0,768.0,250.0,,4.0,2.67
1480,189.0,1920.0,1080.0,256.0,256.0,16.0,1.6
1481,180.5,,,,240.0,16.0,
1482,198.0,1600.0,900.0,,256.0,16.0,2.50
1483,686.0,,,512.0,512.0,8.0,3.30
1484,164.2,,,,512.0,8.0,2.60
1485,249.0,1920.0,1080.0,128.0,128.0,4.0,4.10
1486,50.0,,,32.0,32.0,32.0,1.10
1487,48.0,,,128.0,128.0,4.0,1.9
1488,190.0,,,128.0,128.0,8.0,
1489,100.0,,,128.0,128.0,8.0,2.20
1490,150.0,1366.0,768.0,,32.0,4.0,1.10
1491,20.97,,,16.0,16.0,4.0,
1492,198.0,1366.0,768.0,8.0,128.0,8.0,
1493,1330.0,1920.0,1080.0,256.0,256.0,16.0,1.80
1494,1050.0,1920.0,1200.0,256.0,256.0,8.0,3.30
1495,135.9,1920.0,1080.0,,256.0,8.0,2.40
1496,140.0,1366.0,768.0,128.0,128.0,4.0,1.10
1497,110.0,,,,256.0,8.0,
1498,144.5,,,,256.0,8.0,2.30
1499,329.2,,,256.0,256.0,8.0,1.60
1500,153.0,1920.0,1080.0,,120.0,8.0,1.60
1501,399.0,1920.0,1080.0,,256.0,8.0,2.50
1502,899.0,1920.0,1080.0,2.0,2.0,8.0,1.30
1503,510.0,2880.0,1920.0,256.0,256.0,16.0,1.80
1504,420.0,3000.0,2000.0,256.0,256.0,16.0,1.80
1505,115.6,1366.0,768.0,,256.0,8.0,2.50
1506,97.7,1366.0,768.0,500.0,,4.0,2.50
1507,160.0,1366.0,768.0,,256.0,8.0,2.40
1508,400.0,1920.0,1080.0,256.0,256.0,16.0,2.60
1509,399.0,1920.0,1080.0,,512.0,12.0,3.30
1510,629.0,1920.0,1080.0,512.0,512.0,16.0,2.70
1511,839.5,,,1.0,1.0,32.0,
1512,130.0,1366.0,768.0,,16.0,,2.16
1513,550.0,2256.0,1504.0,256.0,256.0,16.0,1.80
1514,350.0,1920.0,1080.0,256.0,256.0,16.0,3.00
1515,85.0,,,8.0,,8.0,
1516,139.5,,,,16.0,,
1517,120.0,,,256.0,256.0,8.0,2.60
1518,29.0,1366.0,768.0,,16.0,2.0,1.70
1519,58.0,1366.0,768.0,32.0,32.0,4.0,1.60
1520,548.0,1920.0,1080.0,256.0,256.0,16.0,1.70
1521,525.0,1920.0,1080.0,512.0,512.0,64.0,2.60
1522,338.8,1920.0,1080.0,,256.0,8.0,
1523,300.0,,,512.0,512.0,16.0,
1524,167.8,1920.0,1080.0,12.0,256.0,12.0,2.30
1525,150.0,,,128.0,128.0,8.0,2.40
1526,190.0,1920.0,1080.0,256.0,256.0,8.0,1.70
1527,330.0,1920.0,1080.0,,512.0,16.0,2.60
1528,40.0,1920.0,1080.0,16.0,16.0,4.0,2.16
1529,77.0,,,,,8.0,
1530,37.0,,,4.0,,4.0,1.40
