,Price,Width of the Display,Height of the Display,Hard Drive Capacity,SSD Capacity,Ram Size,Processor Speed
2868,500,3840,2160,1,1,16,2.8
2869,75.94,,,500,,8,2.5
2870,65.25,,,,,,
2871,189.8,,,256,256,8,2.2
2872,296.2,1920,1080,512,512,16,1.6
2873,588.5,,,500,,4,0.399
2874,759,3840,2160,,512,16,4.9
2875,1200,3840,2160,4,2,64,4.7
2876,238.2,,,,,,
2877,253.1,1920,1080,,256,8,3.7
2878,114.2,,,,,,
2879,177.1,,,,256,8,
2880,239.2,,,,,,
2881,125.25,1366,768,,64,4,1.1
2882,193,,,,,,
2883,190.4,,,,,,
2884,325.2,,,,,,
2885,620,,,256,,,
2886,150,1366,768,,,4,
2887,147.4,,,,,,
2888,396,1920,1080,,120,,2.8
2889,396,1920,1080,,120,,2.8
2890,348.2,1920,1080,,120,,2.8
2891,39,1366,768,,,4,1.6
2892,49,1366,768,,,4,2
2893,882,1920,1080,,256,32,
2894,301.5,1280,720,,240,,2.6
2895,424.8,1280,720,,960,,3
2896,317,,,,,,
2897,400,2560,1600,512,512,16,2.8
2898,65,1366,768,500,,8,2.5
2899,200,,,1,1,8,2.7
2900,98.7,1366,768,,160,8,1.8
2901,120,,,1,,8,2.5
2902,300,,,128,,8,
2903,13.05,,,,,,
2904,199,1366,768,64,64,4,2.6
2905,230,2560,1440,,512,16,2.6
2906,1149,,,,,,
2907,375,1920,1080,,128,8,
2908,100,,,,,,2.5
2909,140,1920,1080,8,,8,2.7
2910,52,1366,768,,,4,2.48
2911,80,,,,,,
2912,99,1366,768,256,256,8,
2913,170,,,256,256,8,2.6
2914,313.5,1920,1080,,120,,2.8
2915,435,1280,720,,240,,3
2916,1780,,,2,1,32,
2917,174,1366,768,64,64,4,1.1
2918,415,3000,2000,1,128,16,1.9
2919,426.2,1920,1080,,240,,2.8
2920,380,1920,1080,128,128,4,-2.8
2921,105,,,,,8,
2922,75.06,,,,,,
2923,191.6,,,,,,
2924,59.97,,,,,,
2925,125,1366,768,256,256,16,2.6
2926,419,1920,1080,,512,8,
2927,331.8,1280,720,,240,,2.6
2928,40,1366,768,16,16,,2.16
2929,100,1440,900,160,,3,2.8
2930,878,,,,,,
2931,670,1920,1080,512,512,16,3.6
2932,164.5,,,,,,
2933,940,1920,1080,,2,64,3.5
2934,333.8,,,,,,
2935,429.2,1280,720,,480,,3
2936,50.3,,,,,,
2937,189,,,,120,16,
2938,130,1920,1080,,128,8,2.5
2939,422,1920,1080,,240,,2.8
2940,335.5,,,,,,
2941,479.5,1920,1080,,256,8,4.6
2942,70,2160,1440,64,64,4,1.5
2943,87.06,,,,,,
2944,458.8,1920,1080,512,512,16,4.7
2945,347.8,1280,720,,240,,3
2946,467,1920,1080,,960,,1.99
2947,382.8,1280,720,,480,,3
2948,3408,2560,1600,2,2,32,
2949,43.5,,,,,,
2950,1047,2256,1504,,256,,3
2951,22.14,,,,,,
2952,331.8,1280,720,,240,,2.6
2953,263.2,,,,,,
2954,1030,,,,,,
2955,116.5,,,,,,
2956,281.8,1280,720,,120,,3
2957,322.8,,,,,,
2958,478.8,1280,720,,480,,3
2959,82.06,,,,,,
2960,15.01,,,,,,
2961,1047,2256,1504,,256,,3
2962,114,,,,,,
2963,21.66,,,,,,
2964,27.1,,,,,,
2965,2686,,,,,,
2966,466,1280,720,,480,,2.4
2967,355.2,1280,720,,120,,2.7
2968,200.4,1024,768,,,,
2969,226.2,1920,1080,,256,,2.4
2970,21.75,,,,,,
2971,103.44,,,,,,
2972,46.62,,,,,,
2973,120,,,,,,
2974,328.2,,,,,,
2975,58.7,,,,,,
2976,10.54,,,,,,
2977,90,,,,,,
2978,105.25,,,,,,
2979,2102,,,,,,
2980,45.38,,,,,,
2981,39.47,,,,,,
2982,355.2,1280,720,,120,,2.7
2983,375,1280,720,,240,,2.6
2984,419.2,1280,720,,120,,2.4
2985,87.9,,,,,,
2986,92.06,,,,,,
2987,5.44,,,,,,
2988,371,,,,,,
2989,2664,,,,,,
2990,139,1366,768,,16,4,2.16
2991,333.8,,,,,,
2992,484,1280,720,,2,,2.6
2993,428,1280,720,,120,,3
2994,385.5,1280,720,,120,,3
2995,2730,1920,1080,,4,,1.8
2996,1500,1920,1080,,1,32,2.3
2997,234.1,,,,256,8,2.6
2998,728.5,,,,,,
2999,160,,,8,,8,
3000,987.5,,,,,,
3001,21.75,,,,,,
3002,21.75,,,,,,
3003,297.5,1920,1080,,120,,
3004,59.25,,,,,,
3005,164.5,1920,1080,64,64,64,1.1
3006,90,2736,1824,128,128,8,2.5
3007,69.94,,,,,,
3008,109,,,,,,
3009,120,,,,,,
3010,298.5,,,,,,
3011,436,,,,,,
3012,64.2,,,,,,
3013,6.53,,,,,,
3014,191.6,,,,,,
3015,39.2,,,,,,
3016,26.22,,,,,,
3017,17.06,,,,,,
3018,65,,,8,,8,
3019,668,1920,1200,256,256,16,3.3
3020,266.8,,,,,,
3021,370.2,1280,720,,480,,3
3022,331.2,,,,,,
3023,97.9,,,,,,
3024,19.58,,,,,,
3025,312.8,1280,720,,120,,2.7
3026,15.98,,,,,,
3027,112.56,,,,,,
3028,375,1280,720,,480,,2.6
3029,38,,,,,,
3030,69.25,,,,,,
3031,347,,,,,,
3032,7.28,,,,,,
3033,70.75,,,,,,
3034,999.5,1920,1080,,,,
3035,61.03,,,,,,
3036,29.94,,,,,,
3037,20.48,,,,,,
3038,92.06,,,,,,
3039,117,,,,,,
3040,50,1366,768,32,32,4,1.1
3041,584.5,1280,720,,480,,3
3042,297.8,1280,720,,120,,2.6
3043,27.66,,,,,,
3044,20.67,,,,,,
3045,73.44,1366,768,,,,
3046,165,,,80,,3,2
3047,1271,,,,,,
3048,276.2,1280,720,,240,,2.6
3049,59.56,,,,,,
3050,1022,,,,,,
3051,2332,1920,1080,,960,,1.8
3052,2274,,,,,,
3053,2294,,,,,,
3054,2114,,,,,,
3055,584.5,1280,720,,480,,3
3056,126.5,,,250,120,4,
3057,72.1,,,,,,
3058,2084,,,,,,
3059,2136,1920,1080,,120,,1.8
3060,331.2,,,,,,
3061,1047,2256,1504,,256,,3
3062,254.8,1366,768,,512,16,1.6
3063,92.8,,,,,,
3064,149,,,256,256,,2.4
3065,2148,1920,1080,,240,,1.99
3066,13.05,,,,,,
3067,446.8,1280,720,,120,,1.99
3068,324.2,1920,1080,,240,,
3069,2686,,,,,,
3070,10.88,,,,,,
3071,112.44,,,,,,
3072,64.2,,,,,,
3073,1281,,,,,,
3074,632,,,,,,
3075,128.8,,,,,,
3076,594,,,,,,
3077,70.4,,,,,,
3078,145.6,,,,,,
3079,34.12,,,,,,
3080,23.94,,,,,,
3081,1302,2256,1504,,120,,3
3082,442.8,1920,1080,,240,,2.8
3083,349.5,1920,1080,,240,,3.1
3084,250.1,,,,,,
3085,422,1280,720,,480,,3
3086,509.5,1920,1080,,512,16,4.5
3087,11.91,,,,,,
3088,25.5,1366,768,16,16,4,1.83
3089,35,1366,768,64,64,4,1.1
3090,484,1280,720,,2,,2.6
3091,889,1920,1080,512,512,16,5
3092,150,,,80,,3,2
3093,668,1920,1200,256,256,16,3.3
3094,72.8,,,,,,
3095,326.2,1280,720,,240,,
3096,422,1920,1080,,240,,2.8
3097,255,,,64,64,,1.1
3098,113.9,,,,,,
3099,55,,,,32,4,1.6
3100,35,1366,768,128,128,8,2.3
3101,385.5,1280,720,,120,,3
3102,135,,,16,,16,2.1
3103,100,1920,1080,512,64,16,2.8
3104,120,1366,768,16,16,4,
3105,570,1920,1200,,512,8,1.3
3106,410,1920,1080,,480,,1.99
3107,340.8,1280,720,,240,,3
3108,323,1280,720,,240,,2.7
3109,458.5,1280,720,,240,,1.99
3110,1047,2256,1504,,256,,3
3111,292.5,,,,,,
3112,2332,1920,1080,,960,,1.99
3113,2148,1920,1080,,240,,1.99
3114,344,1280,720,,240,,2.7
3115,379.8,1280,720,,240,,2.6
3116,358.5,,,,,,
3117,94.44,,,,,,
3118,82.6,,,,,,
3119,329.5,,,,,,
3120,527.5,,,,,,
3121,614.5,,,,,,
3122,75.06,,,,,,
3123,107.9,,,,,,
3124,1058,,,,,,
3125,106,,,,,,
3126,3364,,,,,,
3127,447.2,1920,1080,,240,,2.8
3128,109.3,,,,,,
3129,960.5,,,,,,
3130,1000,,,,,,
3131,59.56,,,,,,
3132,264.8,,,,,,
3133,266.8,,,,,,
3134,75,1366,768,32,32,4,2.4
3135,111.75,,,,128,4,2.16
3136,50,1366,768,16,16,2,1.4
3137,63,,,32,32,4,2.1
3138,200,1280,800,128,128,8,1.6
3139,99,1366,768,128,128,4,1.1
3140,175,1920,1080,,256,8,
3141,539,1920,1080,1,1,16,1.9
3142,119.94,,,500,,16,
3143,339,,,256,256,16,2.1
3144,250,,,128,128,16,2.6
3145,149,,,,,,
3146,530,1920,1200,512,512,16,3
3147,150,3000,2000,256,256,8,2.6
3148,575,3072,1920,1,1,40,4.7
3149,190,1366,768,,512,16,2.4
3150,442.8,,,,512,512,2.4
3151,220,1920,1080,512,512,12,2.4
3152,95,1920,1080,8,,8,2.7
3153,99.94,1366,768,4,32,4,2
3154,263.2,,,256,256,16,1.6
3155,100,1366,768,250,256,8,2.4
3156,355,2736,1824,,256,8,1.1
3157,29.98,1366,768,4,,4,1.6
3158,319,1280,720,,120,,2.7
3159,324,1280,720,,120,,2.6
3160,389.5,1280,720,,960,,3
3161,372,,,,,,
3162,250,,,,,,
3163,320.2,1280,720,,120,,
3164,225.2,,,,,,
3165,3104,,,,,,
3166,72.2,,,,,,
3167,299,1920,1080,24,1024,24,2.4
3168,588.5,,,500,,,2.4
3169,589.5,,,,,,
3170,254,,,,,,
3171,156.1,,,,,,
3172,31.55,,,,,,
3173,329.8,1280,720,,240,,2.7
3174,33.66,,,,,,
3175,16.31,,,,,,
3176,105.25,,,,,,
3177,547.5,,,,,,
3178,488.2,,,,,,
3179,323.5,1920,1080,,120,,3.1
3180,90,,,,,4,1.86
3181,36.97,,,,,,
3182,325.8,1280,720,,120,,
3183,97.9,,,,,,
3184,201.4,,,,,,
3185,91.44,,,,,,
3186,15.23,,,,,,
3187,380,,,,,,
3188,150,,,4,,4,2.3
3189,210.2,,,,,,
3190,240,2736,1824,256,256,8,1.7
3191,180,1366,768,64,,4,1.1
3192,1235,,,,,,
3193,700,1920,1080,,512,8,2.7
3194,40,,,250,,4,2
3195,1450,1920,1080,512,512,32,2.4
3196,330,,,256,256,,2.6
3197,442.8,1920,1080,,240,,2.8
3198,250,,,256,256,8,1.2
3199,820,3840,2160,1,1,8,1.6
3200,304,,,,,,
3201,100,,,,,,
3202,170,1280,800,160,,4,2.4
3203,185,,,,,,
3204,199,1920,1080,512,512,16,2
3205,19.98,,,,,4,
3206,197,1366,768,64,64,4,1.1
3207,530,1366,768,,512,8,2.3
3208,260,,,256,256,8,2.2
3209,448.2,1920,1080,,960,,3.1
3210,710,,,,,,
3211,310,,,,,,
3212,160,1920,1080,8,,8,2.4
3213,250,,,,,16,
3214,27.19,,,,,,
