,Brand,Currency,Color,Condition,GPU,Processor,Processor Speed,Processor Speed Unit,Type,OS,Storage Type,Hard Drive Capacity Unit,SSD Capacity Unit,Screen Size (inch),Ram Size Unit
2141,asus,$,black,Undefined,nvidia,intel core i7,2.6,GHz,notebook/laptop,windows,ssd,tb,tb,15.6,gb
2142,lenovo,$,black,Certified - Refurbished,amd,amd ryzen 7,,unknown,notebook/laptop,windows,ssd,unknown,gb,14,gb
2143,other,$,other,New,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2144,acer,$,other,Used,other,intel core i5 6th generation,2.3,GHz,notebook/laptop,windows,ssd,gb,gb,12,gb
2145,dell,$,other,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2146,lenovo,$,blue,Open box,intel,intel core i7 11th generation,4.7,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
2147,samsung,$,silver,Used,other,intel celeron n,,unknown,other,chrome,unknown,unknown,unknown,,unknown
2148,dell,$,other,Used,other,i5,,unknown,notebook/laptop,unknown,ssd,unknown,unknown,13.3,unknown
2149,other,$,other,For parts or not working,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2150,lenovo,$,other,Used,other,i5 l16g7,,unknown,notebook/laptop,windows,ssd,gb,gb,13.3,gb
2151,other,$,other,Used,amd,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2152,lg,$,other,Used,other,intel core i7 13th gen,,unknown,notebook/laptop,windows,unknown,tb,tb,17.3,gb
2153,dell,$,black,Used,intel,intel core i5 8th gen,3.9,GHz,notebook/laptop,unknown,ssd,gb,gb,15.6.,gb
2154,dell,$,other,Very Good - Refurbished,intel,intel core i3 3rd generation,2.5,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,15,gb
2155,other,$,other,Used,other,intel core i5-2520m,2.5,GHz,notebook/laptop,windows,ssd,gb,unknown,12.5,gb
2156,acer,$,black,Used,amd,amd ryzen 5-3550h,2.1,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
2157,other,$,black,Used,nvidia,intel core i7 11th generation,2.3,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
2158,lenovo,$,other,Used,other,"6300u, core i5",,unknown,notebook/laptop,windows,ssd,gb,gb,14,gb
2159,hp,$,other,Used,intel,intel core i7 8th generation,1.8,GHz,notebook/laptop,windows,other,unknown,gb,,gb
2160,lenovo,$,other,Certified - Refurbished,intel,intel core i5 10th generation,4.2,GHz,notebook/laptop,windows,ssd,gb,gb,13.3,gb
2161,other,$,other,Used,intel,intel celeron,1.9,GHz,notebook/laptop,windows,hdd/ssd,gb,gb,15.6,gb
2162,other,$,black,Undefined,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2163,hp,$,other,Used,amd,intel core i7 8th generation,1.8,GHz,other,windows,ssd,unknown,tb,14,gb
2164,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2165,acer,$,other,Used,amd,amd ryzen 5 3rd generation,2.1,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
2166,other,$,other,Open box,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2167,lenovo,$,other,Excellent - Refurbished,other,intel core i7 7th generation,2.8,GHz,notebook/laptop,windows,ssd,gb,tb,14,gb
2168,lenovo,$,other,Undefined,intel,intel celeron n,1.1,GHz,notebook/laptop,windows,emmc,unknown,gb,10.3,gb
2169,hp,$,other,Used,amd,intel core i5 8th generation,1.6,GHz,notebook/laptop,windows,ssd,gb,gb,13.3,gb
2170,other,$,other,Open box,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2171,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2172,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2173,other,$,other,New,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2174,dell,$,other,Good - Refurbished,intel,intel core i7 8th generation,4.6,GHz,notebook/laptop,windows,ssd,unknown,gb,13.3,gb
2175,other,$,other,Very Good - Refurbished,other,apple m1,3.2,GHz,other,mac,ssd,unknown,unknown,13,unknown
2176,dell,$,other,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2177,lenovo,$,other,Used,intel,intel core i5 6th generation,3,GHz,notebook/laptop,windows,ssd,unknown,tb,14,gb
2178,dell,$,black,Used,intel,intel celeron n2840,,unknown,notebook/laptop,unknown,ssd,unknown,unknown,11.6,gb
2179,dell,$,other,Used,intel,intel core i7 8th generation,1.9,GHz,notebook/laptop,windows,ssd,tb,tb,15.6,gb
2180,samsung,$,black,Used,intel,intel celeron n3050 1.6ghz dual-core,1.6,GHz,notebook/laptop,chrome,ssd,gb,gb,11.6,gb
2181,other,$,other,Used,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2182,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2183,other,$,silver,New,intel,13th gen intel® core™ i5-13420h processor,,unknown,notebook/laptop,windows,ssd,unknown,tb,16,gb
2184,dell,$,other,Used,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2185,dell,$,other,Used,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2186,other,$,other,Good - Refurbished,other,intel core,2.4,GHz,notebook/laptop,windows,ssd,tb,tb,12.5/,gb
2187,acer,$,gray,Used,intel,intel celeron n,2.48,GHz,notebook/laptop,chrome,emmc,gb,gb,11.6,gb
2188,other,$,other,Used,other,intel core i5 6th generation,2.3,GHz,notebook/laptop,windows,ssd,gb,gb,10.1,gb
2189,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2190,asus,$,silver,For parts or not working,other,arm rockchip rk3288 cortex a17 quad-core,1.8,GHz,notebook/laptop,chrome,unknown,gb,gb,10.1,gb
2191,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2192,other,$,silver,New,intel,intel celeron n,1.1,GHz,notebook/laptop,windows,hdd/ssd,gb,gb,15.6,gb
2193,hp,$,other,Used,intel,intel core i7 8th generation,4.6,GHz,notebook/laptop,windows,ssd,unknown,gb,13.3,gb
2194,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2195,hp,$,black,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2196,other,$,other,Undefined,intel,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2197,other,$,other,New,other,backpack,,unknown,other,unknown,unknown,unknown,unknown,15.6,unknown
2198,dell,$,other,Used,nvidia,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2199,dell,$,gray,Open box,other,intel core i7 i7-1355u,1.7,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
2200,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2201,acer,$,other,Used,other,intel,,unknown,other,chrome,unknown,unknown,unknown,10.2,unknown
2202,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2203,asus,$,other,New,nvidia,intel core i9 13th generation,,unknown,notebook/laptop,windows,ssd,tb,tb,18,gb
2204,other,$,other,Certified - Refurbished,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2205,hp,$,other,Used,amd,amd a6 quad-core,2,GHz,notebook/laptop,windows,ssd,tb,gb,15.6,unknown
2206,dell,$,other,Used,nvidia,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2207,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2208,other,$,other,Open box,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2209,hp,$,other,Used,intel,intel core i5 12th generation,,unknown,other,windows,ssd,gb,gb,15.6,gb
2210,hp,$,other,For parts or not working,other,intel core i7 8th generation,,unknown,notebook/laptop,windows,ssd,unknown,tb,13,unknown
2211,acer,$,other,Used,other,intel celeron,1.4,GHz,notebook/laptop,chrome,ssd,gb,gb,11.6,unknown
2212,other,$,other,Good - Refurbished,intel,intel core i3/i5,1.7,GHz,notebook/laptop,windows,hdd/ssd,tb,gb,12.5,gb
2213,lenovo,$,other,Used,other,intel core i5 8th generation,1.6,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
2214,other,$,other,Used,other,intel core i7 6th generation,2.4,GHz,notebook/laptop,windows,hdd/ssd,unknown,unknown,17.3,gb
2215,lenovo,$,other,Used,other,intel core i5 4th generation,1.9,GHz,other,unknown,hdd/ssd,gb,unknown,14,unknown
2216,dell,$,blue,Used,intel,intel core i5 3rd generation,2.6,GHz,notebook/laptop,windows,ssd,gb,gb,12,gb
2217,hp,$,purple,Used,other,intel celeron n3060,1.6,GHz,notebook/laptop,windows,ssd,unknown,gb,11.6,gb
2218,dell,$,other,Used,other,intel core i5 4th generation,,unknown,notebook/laptop,windows,hdd/ssd,gb,unknown,14,gb
2219,dell,$,other,Used,other,intel core i5 3rd generation,2.5,GHz,other,linux,ssd,gb,gb,15.6,unknown
2220,hp,$,black,Used,other,intel celeron n,1.1,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,15.6,gb
2221,lenovo,$,other,Used,other,intel core i5 1st generation,2.4,GHz,other,windows,ssd,unknown,gb,12.5,unknown
2222,lenovo,$,other,Used,other,intel core 2 duo,,unknown,other,unknown,unknown,gb,unknown,14,gb
2223,dell,$,other,Used,other,intel core 2 duo,1.6,GHz,notebook/laptop,unknown,hdd/ssd,unknown,unknown,12.1,gb
2224,asus,$,other,Used,other,intel core i3,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2225,dell,$,gray,Undefined,intel,intel core i7 3rd generation,2.7,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
2226,lenovo,$,gray,Used,intel,intel core i5-6300u,2.4,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
2227,dell,$,black,Used,other,intel core 2 duo,2.26,GHz,notebook/laptop,unknown,unknown,unknown,unknown,15.4,gb
2228,lenovo,$,other,Very Good - Refurbished,other,intel core i7 7th generation,2.8,GHz,notebook/laptop,windows,hdd/ssd,tb,tb,14,gb
2229,hp,$,black,Open box,intel,intel celeron n,1.1,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
2230,dell,$,other,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2231,hp,$,other,New,other,intel core i3,,unknown,notebook/laptop,windows,unknown,gb,unknown,14,gb
2232,lenovo,$,black,For parts or not working,other,not applicable,,unknown,other,unknown,unknown,unknown,unknown,11.6,unknown
2233,dell,$,other,Used,other,intel core i3 6th generation,2.3,GHz,notebook/laptop,windows,ssd,unknown,gb,13.3,unknown
2234,acer,$,other,Used,other,amd ryzen 3,,unknown,other,windows,ssd,gb,gb,15.6,gb
2235,microsoft,$,black,Undefined,other,microsoft sq2,1.8,GHz,notebook/laptop,windows,ssd,unknown,gb,13,gb
2236,dell,$,silver,Used,intel,intel core i5 11th generation,2.4,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
2237,hp,$,silver,Undefined,intel,intel core i5 11th generation,2.4,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
2238,lenovo,$,other,New,other,amd ryzen 7 pro 6850u,,unknown,notebook/laptop,unknown,unknown,gb,gb,14,gb
2239,dell,$,other,Good - Refurbished,other,intel core i7 8th generation,1.9,GHz,notebook/laptop,windows,ssd,gb,gb,13.3,gb
2240,hp,$,other,Very Good - Refurbished,other,intel core i5 6th gen,2.5,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
2241,dell,$,black,Used,other,intel core i7 7th generation,,unknown,notebook/laptop,windows,ssd,gb,unknown,15.6,gb
2242,lenovo,$,black,Used,amd,amd ryzen 7 quad-core,2.2,GHz,notebook/laptop,windows,ssd,unknown,unknown,15.6,gb
2243,dell,$,black,Used,intel,intel i5-2520m,2.5,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,14.1,gb
2244,dell,$,gray,Used,intel,intel core i3 4th generation,1.7,GHz,notebook/laptop,windows,ssd,unknown,gb,13.3,gb
2245,hp,$,other,Used,other,intel core i5-1235u,,unknown,notebook/laptop,unknown,unknown,unknown,gb,13.5,gb
2246,hp,$,silver,Used,other,intel core i7 5th generation,2.6,GHz,notebook/laptop,windows,ssd,gb,gb,11.6,gb
2247,asus,$,blue,Undefined,nvidia,amd ryzen 7,3.2,GHz,notebook/laptop,windows,ssd,tb,tb,14,gb
2248,lenovo,$,black,Excellent - Refurbished,other,intel core i7,3,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
2249,hp,$,black,Used,amd,amd a8 quad-core,2,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,15.6,gb
2250,dell,$,gray,Good - Refurbished,other,intel core i5 2nd generation,2.5,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
2251,dell,$,black,Used,other,i5,2.3,GHz,notebook/laptop,unknown,other,unknown,unknown,12.5,gb
2252,acer,$,black,Used,other,intel celeron,1.4,GHz,notebook/laptop,chrome,unknown,unknown,unknown,11.6,gb
2253,dell,$,black,For parts or not working,other,intel core 2 duo,2.8,GHz,notebook/laptop,unknown,other,unknown,unknown,14,gb
2254,hp,$,gray,Used,intel,intel celeron,1.1,GHz,notebook/laptop,chrome,emmc,gb,gb,14,gb
2255,lenovo,$,black,Used,other,intel celeron,1.6,GHz,other,chrome,ssd,gb,gb,11.6,gb
2256,samsung,$,silver,Excellent - Refurbished,intel,intel celeron n,1.1,GHz,notebook/laptop,chrome,emmc,unknown,gb,14,gb
2257,dell,$,gray,Used,other,intel core 2 duo,1.66,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,15,gb
2258,dell,$,other,Very Good - Refurbished,other,intel core i7 8th generation,1.9,GHz,notebook/laptop,windows,ssd,gb,gb,13,gb
2259,acer,$,other,Used,other,intel core i3 8th generation,,unknown,notebook/laptop,unknown,unknown,unknown,unknown,13.7,unknown
2260,dell,$,black,Used,other,intel core i5 8th generation,1.7,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
2261,other,$,black,New,nvidia,intel core i7 11th generation,3.8,GHz,other,linux,ssd,tb,tb,15.6,mb
2262,dell,$,orange,Used,other,intel core i5 7th generation,2.6,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
2263,acer,$,silver,Undefined,intel,intel core i3 11th generation,4.1,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
2264,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2265,hp,$,black,Used,intel,intel core i5 5th generation,2.2,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
2266,lenovo,$,blue,Open box,intel,intel core i7 11th generation,4.7,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
2267,dell,$,other,Used,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2268,dell,$,other,Used,intel,intel core i5 7th generation,2.6,GHz,notebook/laptop,windows,ssd,gb,gb,12.5,gb
2269,samsung,$,black,Used,intel,intel celeron,2.5,GHz,notebook/laptop,chrome,ssd,gb,gb,11.6,gb
2270,asus,$,black,Undefined,intel,intel core i7 12th generation,2.3,GHz,notebook/laptop,windows,ssd,unknown,tb,16,gb
2271,dell,$,black,Used,intel,intel core i5 6th gen,2.4,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
2272,hp,$,black,Used,intel,intel celeron,1.6,GHz,notebook/laptop,chrome,ssd,gb,gb,11.6,gb
2273,lenovo,$,other,Used,other,see photos,,unknown,notebook/laptop,windows,unknown,unknown,unknown,15,unknown
2274,asus,$,gray,Used,nvidia,intel core i7-4700 @ 2.4 ghz,2.4,GHz,notebook/laptop,windows,hdd/ssd,gb,gb,15,gb
2275,other,$,other,New,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2276,hp,$,black,New,intel,intel core i7 13th generation,5,GHz,notebook/laptop,windows,ssd,unknown,tb,15.6,gb
2277,other,$,other,Used,other,core i7 8th generation,,unknown,notebook/laptop,unknown,unknown,unknown,unknown,14.1,unknown
2278,dell,$,other,Used,other,intel core i5 4th generation,2.1,GHz,notebook/laptop,windows,ssd,unknown,tb,14,gb
2279,other,$,black,Used,amd,i7-6500u,2.5,GHz,other,windows,other,unknown,gb,15.6,gb
2280,other,$,black,Used,other,intel celeron m,1.5,GHz,notebook/laptop,unknown,hdd/ssd,gb,unknown,15,gb
2281,lenovo,$,black,New,other,intel celeron,1.1,GHz,other,chrome,emmc,gb,gb,11.6,gb
2282,lenovo,$,black,Used,other,intel,1.83,GHz,other,chrome,ssd,unknown,gb,11.6,unknown
2283,other,$,other,Used,other,intel core i5 6th generation,2.4,GHz,other,unknown,ssd,unknown,unknown,13.3,unknown
2284,microsoft,$,other,Used,intel,intel core i5 9th generation,2.4,GHz,notebook/laptop,windows,ssd,gb,gb,13,unknown
2285,hp,$,black,Undefined,intel,intel core i7 10th generation,1.8,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
2286,dell,$,other,Used,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2287,dell,$,black,Undefined,intel,intel celeron,1.1,GHz,notebook/laptop,windows,ssd,gb,gb,11.6,gb
2288,other,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2289,hp,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2290,hp,$,silver,Very Good - Refurbished,amd,amd ryzen 3,2,GHz,notebook/laptop,windows,ssd,unknown,unknown,14,gb
2291,asus,$,gray,Used,other,intel celeron n,1.6,GHz,other,chrome,ssd,gb,gb,11.6,gb
2292,asus,$,gray,Undefined,intel,intel celeron n,1.6,GHz,notebook/laptop,chrome,emmc,unknown,unknown,11.6,gb
2293,microsoft,$,black,Undefined,amd,amd ryzen 7,2,GHz,notebook/laptop,windows,ssd,gb,gb,15,gb
2294,hp,$,other,New,other,undefined,,unknown,notebook/laptop,unknown,unknown,unknown,unknown,,unknown
2295,lenovo,$,black,Used,intel,intel core i5 6th generation,2.4,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
2296,other,$,other,For parts or not working,other,see title/description,,unknown,notebook/laptop,unknown,other,unknown,unknown,,unknown
2297,other,$,other,Used,intel,intel atom x5 z8350,1.44,GHz,notebook/laptop,linux,emmc,unknown,gb,11,gb
2298,lenovo,$,gray,Certified - Refurbished,intel,intel core i7 12th generation,1.3,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
2299,dell,$,black,Undefined,intel,intel core i5 6th generation,2.4,GHz,notebook/laptop,windows,ssd,gb,gb,14,gb
2300,dell,$,black,Used,other,intel core i5 5th generation,2.3,GHz,notebook/laptop,windows,ssd,unknown,gb,12.5,gb
2301,hp,$,blue,Very Good - Refurbished,intel,intel core i7 8th generation,4.1,GHz,notebook/laptop,windows,ssd,unknown,gb,15.6,gb
2302,dell,$,other,Used,intel,intel core i5 6th generation,2.4,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
2303,lenovo,$,gray,Undefined,nvidia,amd ryzen 5,3.3,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
2304,lenovo,$,black,Undefined,other,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,14,gb
2305,other,$,other,New,other,not applicable,,unknown,notebook/laptop,unknown,ssd,gb,gb,15.6,gb
2306,asus,$,other,Undefined,intel,intel celeron n,,unknown,other,windows,unknown,gb,unknown,14,gb
2307,hp,$,blue,Open box,amd,amd ryzen 7,4.3,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
2308,dell,$,silver,Very Good - Refurbished,nvidia,intel core i7 8th generation,1.8,GHz,notebook/laptop,windows,hdd/ssd,tb,unknown,17.3,gb
2309,dell,$,other,Used,nvidia,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2310,dell,$,other,Used,intel,intel core i5 3rd generation,3.1,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2311,other,$,black,Undefined,other,intel centrino,,unknown,notebook/laptop,windows,unknown,unknown,unknown,15.6,unknown
2312,hp,$,black,Used,other,intel atom single-core,1.66,GHz,notebook/laptop,unknown,hdd/ssd,tb,unknown,10.1,gb
2313,lenovo,$,black,Used,other,intel core  i5-8350u,1.7,GHz,notebook/laptop,windows,ssd,gb,gb,15,gb
2314,dell,$,other,Excellent - Refurbished,other,intel core i7,,unknown,notebook/laptop,unknown,unknown,unknown,gb,15.6,gb
2315,lenovo,$,other,Undefined,nvidia,intel core i5 10th generation,2.5,GHz,notebook/laptop,windows,ssd,gb,gb,15.6,gb
2316,lenovo,$,black,Used,intel,intel core i5 7th gen,1.2,GHz,notebook/laptop,unknown,ssd,gb,gb,12,gb
2317,asus,$,other,For parts or not working,other,intel core i7 2nd generation,,unknown,notebook/laptop,unknown,hdd/ssd,unknown,unknown,17,unknown
2318,asus,$,silver,Used,other,arm rockchip rk3288 cortex a17 quad-core,1.8,GHz,notebook/laptop,chrome,emmc,gb,gb,10.1,gb
2319,hp,$,other,Used,other,intel core i5 2nd generation,2.5,GHz,notebook/laptop,windows,unknown,unknown,unknown,14,unknown
2320,dell,$,black,Good - Refurbished,intel,intel core i5 7th generation,2.6,GHz,notebook/laptop,windows,ssd,unknown,gb,14,gb
2321,dell,$,black,Used,intel,intel core i7 8th generation,1.7,GHz,notebook/laptop,windows,ssd,gb,gb,12,gb
2322,dell,$,black,Used,other,intel core i7 extreme 4th generation,2.6,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,15.6,unknown
2323,dell,$,black,Undefined,other,intel celeron,1.4,GHz,other,chrome,ssd,gb,gb,11.6,gb
2324,other,$,black,For parts or not working,nvidia,intel core i7 4th generation,2.4,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,14,gb
2325,lenovo,$,black,Used,other,intel core i5 4th generation,1.6,GHz,notebook/laptop,unknown,unknown,unknown,unknown,14,gb
2326,dell,$,other,Used,other,intel core i3 3rd generation,,unknown,notebook/laptop,windows,hdd/ssd,gb,unknown,14,gb
2327,dell,$,other,Used,intel,intel core i5 5th generation,2.7,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2328,dell,$,other,Used,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2329,dell,$,other,Used,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,windows,unknown,unknown,gb,14,unknown
2330,acer,$,silver,Undefined,intel,intel celeron n,1.1,GHz,notebook/laptop,chrome,emmc,unknown,gb,14,gb
2331,asus,$,other,Used,other,undefined,,unknown,other,unknown,unknown,unknown,unknown,,unknown
2332,other,$,black,Used,amd,pentium m,1.86,GHz,notebook/laptop,windows,hdd/ssd,gb,unknown,14,gb
2333,other,$,other,Used,other,intel core i7-8650u,1.9,GHz,other,windows,ssd,gb,gb,13.3,gb
