,MEMORY_ID,HARD_DRIVE,HARD_DRIVE_CAPACITY_UNIT,SSD_CAPACITY,SSD_CAPACITY_UNIT
835,M835,256,unknown,240,unknown
836,M836,256,unknown,240,unknown
837,M837,256,unknown,240,gb
838,M838,256,unknown,240,unknown
839,M839,256,unknown,240,unknown
840,M840,256,unknown,240,unknown
841,M841,256,unknown,240,unknown
842,M842,256,unknown,240,unknown
843,M843,256,unknown,240,unknown
844,M844,160,gb,240,unknown
845,M845,256,unknown,120,gb
846,M846,256,unknown,240,unknown
847,M847,256,unknown,120,gb
848,M848,256,unknown,128,gb
849,M849,256,unknown,240,unknown
850,M850,256,unknown,240,unknown
851,M851,256,unknown,240,unknown
852,M852,256,unknown,960,gb
853,M853,256,unknown,240,unknown
854,M854,256,unknown,240,unknown
855,M855,256,unknown,240,unknown
856,M856,256,unknown,480,gb
857,M857,256,unknown,240,unknown
858,M858,256,unknown,240,unknown
859,M859,256,unknown,240,unknown
860,M860,500,gb,240,unknown
861,M861,256,unknown,240,gb
862,M862,256,unknown,120,gb
863,M863,256,unknown,256,gb
864,M864,256,unknown,240,unknown
865,M865,256,unknown,240,unknown
866,M866,256,unknown,240,unknown
867,M867,256,unknown,240,unknown
868,M868,256,unknown,240,unknown
869,M869,256,unknown,240,unknown
870,M870,256,unknown,240,unknown
871,M871,256,unknown,240,unknown
872,M872,256,unknown,240,unknown
873,M873,256,unknown,240,unknown
874,M874,256,unknown,240,unknown
875,M875,256,unknown,240,gb
876,M876,256,unknown,240,unknown
877,M877,256,unknown,240,unknown
878,M878,256,unknown,240,unknown
879,M879,256,unknown,240,unknown
880,M880,256,unknown,240,unknown
881,M881,256,unknown,480,gb
882,M882,256,unknown,2,tb
883,M883,256,unknown,480,gb
884,M884,256,unknown,240,unknown
885,M885,256,unknown,240,unknown
886,M886,256,unknown,120,gb
887,M887,256,unknown,240,unknown
888,M888,256,unknown,480,gb
889,M889,256,unknown,960,gb
890,M890,256,unknown,240,unknown
891,M891,256,unknown,240,unknown
892,M892,256,unknown,240,unknown
893,M893,256,unknown,480,gb
894,M894,256,unknown,240,unknown
895,M895,256,unknown,240,unknown
896,M896,256,unknown,960,gb
897,M897,256,unknown,240,unknown
898,M898,256,unknown,240,unknown
899,M899,256,unknown,960,gb
900,M900,256,unknown,240,unknown
901,M901,256,unknown,240,unknown
902,M902,256,unknown,240,unknown
903,M903,256,unknown,240,unknown
904,M904,256,unknown,240,unknown
905,M905,256,unknown,240,unknown
906,M906,256,unknown,240,unknown
907,M907,256,unknown,240,unknown
908,M908,256,unknown,240,unknown
909,M909,256,unknown,240,unknown
910,M910,256,unknown,240,unknown
911,M911,256,unknown,240,unknown
912,M912,256,unknown,240,unknown
913,M913,256,unknown,240,gb
914,M914,256,unknown,240,unknown
915,M915,256,unknown,240,unknown
916,M916,256,unknown,240,gb
917,M917,256,unknown,240,unknown
918,M918,256,unknown,240,unknown
919,M919,256,unknown,240,unknown
920,M920,256,unknown,240,unknown
921,M921,256,unknown,240,unknown
922,M922,256,unknown,240,unknown
923,M923,256,unknown,240,unknown
924,M924,256,unknown,240,unknown
925,M925,256,unknown,240,unknown
926,M926,256,unknown,120,gb
927,M927,256,unknown,240,unknown
928,M928,256,unknown,480,gb
929,M929,256,unknown,240,unknown
930,M930,256,unknown,240,unknown
931,M931,256,unknown,240,unknown
932,M932,256,unknown,120,gb
933,M933,256,unknown,240,unknown
934,M934,256,unknown,240,unknown
935,M935,256,unknown,240,unknown
936,M936,256,unknown,240,unknown
937,M937,256,unknown,120,gb
938,M938,256,unknown,960,gb
939,M939,256,unknown,240,unknown
940,M940,256,unknown,240,unknown
941,M941,256,unknown,256,gb
942,M942,400,gb,128,gb
943,M943,256,unknown,240,unknown
944,M944,256,unknown,240,gb
945,M945,256,unknown,240,unknown
946,M946,256,unknown,960,gb
947,M947,256,unknown,240,unknown
948,M948,256,unknown,960,gb
949,M949,256,unknown,240,unknown
950,M950,256,unknown,2,tb
951,M951,256,unknown,240,unknown
952,M952,256,unknown,240,gb
953,M953,256,unknown,240,unknown
954,M954,256,unknown,240,unknown
955,M955,256,unknown,240,unknown
956,M956,256,unknown,240,unknown
957,M957,256,unknown,240,unknown
958,M958,256,unknown,240,gb
959,M959,256,unknown,256,gb
960,M960,256,unknown,240,unknown
961,M961,256,unknown,960,gb
962,M962,256,unknown,240,unknown
963,M963,256,unknown,240,unknown
964,M964,256,unknown,240,unknown
965,M965,256,unknown,240,unknown
966,M966,256,unknown,240,unknown
967,M967,256,unknown,240,unknown
968,M968,256,unknown,240,unknown
969,M969,256,unknown,240,unknown
970,M970,256,unknown,240,gb
971,M971,256,unknown,240,unknown
972,M972,256,unknown,2,tb
973,M973,256,unknown,240,unknown
974,M974,256,unknown,240,unknown
975,M975,256,unknown,240,gb
976,M976,256,unknown,240,unknown
977,M977,256,unknown,480,gb
978,M978,256,unknown,240,unknown
979,M979,256,unknown,240,unknown
980,M980,256,unknown,240,gb
981,M981,256,unknown,240,unknown
982,M982,256,unknown,240,unknown
983,M983,256,unknown,240,unknown
984,M984,256,unknown,120,gb
985,M985,256,unknown,240,unknown
986,M986,256,unknown,240,gb
987,M987,256,unknown,240,unknown
988,M988,256,unknown,240,unknown
989,M989,256,unknown,240,unknown
990,M990,256,unknown,256,gb
991,M991,256,unknown,240,gb
992,M992,256,unknown,120,gb
993,M993,256,unknown,240,gb
994,M994,256,unknown,240,unknown
995,M995,256,unknown,240,gb
996,M996,256,unknown,240,unknown
997,M997,256,unknown,240,unknown
998,M998,256,unknown,240,unknown
999,M999,256,unknown,240,unknown
1000,M1000,256,unknown,240,unknown
1001,M1001,256,unknown,480,gb
1002,M1002,256,unknown,240,unknown
1003,M1003,256,unknown,240,unknown
1004,M1004,256,unknown,240,unknown
1005,M1005,256,unknown,240,gb
1006,M1006,256,unknown,240,unknown
1007,M1007,256,unknown,240,unknown
1008,M1008,256,unknown,240,unknown
1009,M1009,256,unknown,240,unknown
1010,M1010,256,unknown,240,unknown
1011,M1011,256,unknown,240,unknown
1012,M1012,256,unknown,240,unknown
1013,M1013,256,unknown,240,unknown
1014,M1014,256,unknown,240,unknown
1015,M1015,256,unknown,240,unknown
1016,M1016,256,unknown,240,unknown
1017,M1017,256,unknown,240,gb
1018,M1018,256,unknown,240,unknown
1019,M1019,256,unknown,240,unknown
1020,M1020,256,unknown,240,unknown
1021,M1021,256,unknown,240,unknown
1022,M1022,256,unknown,240,unknown
1023,M1023,256,unknown,240,unknown
1024,M1024,256,unknown,4,tb
1025,M1025,256,unknown,960,gb
1026,M1026,500,gb,240,unknown
1027,M1027,256,unknown,240,unknown
1028,M1028,256,unknown,240,unknown
1029,M1029,500,gb,240,unknown
1030,M1030,256,unknown,240,unknown
1031,M1031,256,unknown,240,unknown
1032,M1032,256,unknown,240,unknown
1033,M1033,256,unknown,240,unknown
1034,M1034,256,unknown,240,gb
1035,M1035,256,unknown,240,unknown
1036,M1036,256,unknown,240,unknown
1037,M1037,256,unknown,240,unknown
1038,M1038,256,unknown,240,unknown
1039,M1039,256,unknown,2,tb
1040,M1040,256,unknown,240,unknown
1041,M1041,256,unknown,240,gb
1042,M1042,256,unknown,240,unknown
1043,M1043,256,unknown,240,unknown
1044,M1044,256,unknown,240,unknown
1045,M1045,256,unknown,240,unknown
1046,M1046,256,unknown,240,unknown
1047,M1047,256,unknown,240,unknown
1048,M1048,256,unknown,240,unknown
1049,M1049,256,unknown,240,unknown
1050,M1050,256,unknown,240,unknown
1051,M1051,256,unknown,240,unknown
1052,M1052,256,unknown,240,unknown
1053,M1053,256,unknown,240,unknown
1054,M1054,256,unknown,240,gb
1055,M1055,256,unknown,240,gb
1056,M1056,256,unknown,240,unknown
1057,M1057,256,unknown,960,gb
1058,M1058,256,unknown,240,unknown
1059,M1059,256,unknown,240,unknown
1060,M1060,256,unknown,240,unknown
1061,M1061,256,unknown,240,gb
1062,M1062,256,unknown,240,unknown
1063,M1063,256,unknown,240,unknown
1064,M1064,256,unknown,240,unknown
1065,M1065,256,unknown,240,unknown
1066,M1066,256,unknown,240,unknown
1067,M1067,256,unknown,240,unknown
1068,M1068,256,unknown,240,unknown
1069,M1069,256,unknown,240,unknown
1070,M1070,256,unknown,240,gb
1071,M1071,256,unknown,240,gb
1072,M1072,256,unknown,240,unknown
1073,M1073,256,unknown,240,unknown
1074,M1074,256,unknown,960,gb
1075,M1075,256,unknown,240,unknown
1076,M1076,256,unknown,240,unknown
1077,M1077,256,unknown,240,unknown
1078,M1078,256,unknown,240,unknown
1079,M1079,256,unknown,240,unknown
1080,M1080,256,unknown,240,unknown
1081,M1081,256,unknown,240,unknown
1082,M1082,256,unknown,960,gb
1083,M1083,256,unknown,240,unknown
1084,M1084,256,unknown,240,unknown
1085,M1085,256,unknown,240,unknown
1086,M1086,256,unknown,240,unknown
1087,M1087,256,unknown,240,unknown
1088,M1088,256,unknown,240,unknown
1089,M1089,256,unknown,240,unknown
1090,M1090,256,unknown,240,unknown
1091,M1091,256,unknown,960,gb
1092,M1092,256,unknown,240,gb
1093,M1093,256,unknown,120,gb
1094,M1094,256,unknown,240,gb
1095,M1095,256,unknown,240,unknown
1096,M1096,256,unknown,240,unknown
1097,M1097,256,unknown,240,unknown
1098,M1098,256,unknown,240,unknown
1099,M1099,256,unknown,240,unknown
1100,M1100,256,unknown,240,gb
1101,M1101,256,unknown,240,unknown
1102,M1102,256,unknown,240,unknown
1103,M1103,256,unknown,240,unknown
1104,M1104,256,unknown,240,gb
1105,M1105,256,unknown,480,gb
1106,M1106,256,unknown,240,unknown
1107,M1107,256,unknown,960,gb
1108,M1108,256,unknown,240,unknown
1109,M1109,256,unknown,240,unknown
1110,M1110,256,unknown,240,unknown
1111,M1111,256,unknown,240,gb
1112,M1112,256,unknown,240,gb
1113,M1113,256,unknown,240,unknown
1114,M1114,256,unknown,240,unknown
1115,M1115,256,unknown,240,unknown
1116,M1116,256,unknown,240,unknown
1117,M1117,256,unknown,240,unknown
1118,M1118,256,unknown,240,gb
1119,M1119,256,unknown,240,unknown
1120,M1120,256,unknown,2,tb
1121,M1121,256,unknown,240,unknown
1122,M1122,256,unknown,240,unknown
1123,M1123,256,unknown,240,unknown
1124,M1124,256,unknown,2,tb
1125,M1125,256,unknown,240,unknown
1126,M1126,256,unknown,256,gb
1127,M1127,256,unknown,240,unknown
1128,M1128,256,unknown,120,gb
1129,M1129,256,unknown,240,unknown
1130,M1130,256,unknown,240,gb
1131,M1131,256,unknown,240,gb
1132,M1132,256,unknown,240,unknown
1133,M1133,256,unknown,240,unknown
1134,M1134,256,unknown,240,unknown
1135,M1135,256,unknown,2,tb
1136,M1136,256,unknown,240,unknown
1137,M1137,256,unknown,240,unknown
1138,M1138,256,unknown,240,unknown
1139,M1139,256,unknown,240,unknown
1140,M1140,256,unknown,480,gb
1141,M1141,256,unknown,240,unknown
1142,M1142,256,unknown,120,gb
1143,M1143,256,unknown,240,unknown
1144,M1144,256,unknown,240,unknown
1145,M1145,256,unknown,240,unknown
1146,M1146,256,unknown,240,unknown
1147,M1147,256,unknown,240,unknown
1148,M1148,256,unknown,240,gb
1149,M1149,256,unknown,240,gb
1150,M1150,256,unknown,240,unknown
1151,M1151,256,unknown,240,unknown
1152,M1152,256,unknown,960,gb
1153,M1153,256,unknown,240,unknown
1154,M1154,256,unknown,240,unknown
1155,M1155,256,unknown,240,gb
1156,M1156,256,unknown,240,gb
1157,M1157,256,unknown,240,unknown
1158,M1158,256,unknown,240,unknown
1159,M1159,256,unknown,240,unknown
1160,M1160,256,unknown,240,unknown
1161,M1161,256,unknown,240,unknown
1162,M1162,256,unknown,240,unknown
1163,M1163,256,unknown,240,unknown
1164,M1164,256,unknown,240,unknown
1165,M1165,256,unknown,240,unknown
1166,M1166,256,unknown,120,gb
1167,M1167,256,unknown,240,gb
1168,M1168,256,unknown,240,unknown
1169,M1169,256,unknown,480,gb
1170,M1170,256,unknown,240,unknown
1171,M1171,256,unknown,240,unknown
1172,M1172,256,unknown,240,unknown
1173,M1173,256,unknown,240,unknown
1174,M1174,256,unknown,240,unknown
1175,M1175,256,unknown,120,gb
1176,M1176,256,unknown,960,gb
1177,M1177,256,unknown,120,gb
1178,M1178,256,unknown,240,unknown
1179,M1179,256,unknown,240,gb
1180,M1180,256,unknown,240,unknown
1181,M1181,256,unknown,240,unknown
1182,M1182,256,unknown,240,unknown
1183,M1183,256,unknown,240,unknown
1184,M1184,256,unknown,120,gb
1185,M1185,256,unknown,240,unknown
1186,M1186,256,unknown,240,unknown
1187,M1187,256,unknown,240,unknown
1188,M1188,256,unknown,240,gb
1189,M1189,256,unknown,240,unknown
1190,M1190,256,unknown,960,gb
1191,M1191,256,unknown,240,unknown
1192,M1192,256,unknown,240,unknown
1193,M1193,256,unknown,240,gb
1194,M1194,256,unknown,240,unknown
1195,M1195,256,unknown,240,unknown
1196,M1196,256,unknown,240,gb
1197,M1197,256,unknown,240,gb
1198,M1198,256,unknown,240,unknown
1199,M1199,256,unknown,240,unknown
1200,M1200,256,unknown,240,unknown
1201,M1201,256,unknown,240,unknown
1202,M1202,256,unknown,240,unknown
1203,M1203,256,unknown,240,unknown
1204,M1204,256,unknown,240,unknown
1205,M1205,256,unknown,240,gb
1206,M1206,256,unknown,240,unknown
1207,M1207,256,unknown,240,unknown
1208,M1208,256,unknown,240,unknown
1209,M1209,256,unknown,480,gb
1210,M1210,256,unknown,240,unknown
1211,M1211,256,unknown,480,gb
1212,M1212,256,unknown,120,gb
1213,M1213,256,unknown,240,unknown
1214,M1214,256,unknown,240,gb
1215,M1215,500,gb,500,gb
1216,M1216,256,unknown,256,gb
1217,M1217,256,unknown,240,unknown
1218,M1218,256,unknown,240,unknown
1219,M1219,256,unknown,240,unknown
1220,M1220,256,unknown,240,gb
1221,M1221,256,unknown,240,unknown
1222,M1222,256,unknown,120,gb
1223,M1223,256,unknown,2,tb
1224,M1224,256,unknown,240,unknown
1225,M1225,256,unknown,240,unknown
1226,M1226,128,gb,128,gb
1227,M1227,256,unknown,240,unknown
1228,M1228,256,unknown,960,gb
1229,M1229,256,unknown,128,gb
1230,M1230,256,unknown,240,gb
1231,M1231,256,unknown,256,gb
1232,M1232,256,unknown,240,unknown
1233,M1233,256,unknown,240,unknown
1234,M1234,256,unknown,240,unknown
1235,M1235,256,unknown,120,gb
1236,M1236,256,unknown,480,gb
1237,M1237,256,unknown,240,unknown
1238,M1238,256,unknown,240,unknown
1239,M1239,256,unknown,240,unknown
1240,M1240,250,gb,240,unknown
1241,M1241,256,unknown,240,gb
1242,M1242,256,unknown,480,gb
1243,M1243,256,unknown,480,gb
1244,M1244,512,gb,512,gb
1245,M1245,256,unknown,2,tb
1246,M1246,256,unknown,240,unknown
1247,M1247,256,unknown,240,unknown
1248,M1248,256,unknown,240,unknown
1249,M1249,256,unknown,240,gb
1250,M1250,256,unknown,120,gb
1251,M1251,256,unknown,240,unknown
1252,M1252,256,unknown,240,unknown
1253,M1253,256,unknown,240,unknown
1254,M1254,256,unknown,240,gb
1255,M1255,256,unknown,240,unknown
1256,M1256,256,unknown,960,gb
1257,M1257,256,unknown,240,unknown
1258,M1258,256,unknown,240,unknown
1259,M1259,256,unknown,240,unknown
1260,M1260,256,unknown,240,gb
1261,M1261,256,unknown,240,unknown
1262,M1262,256,unknown,240,unknown
1263,M1263,256,unknown,256,gb
1264,M1264,256,unknown,240,gb
1265,M1265,256,unknown,240,unknown
1266,M1266,256,unknown,240,unknown
1267,M1267,256,unknown,240,unknown
1268,M1268,256,unknown,240,gb
1269,M1269,256,unknown,240,unknown
1270,M1270,256,unknown,240,unknown
1271,M1271,256,unknown,240,unknown
1272,M1272,256,unknown,240,unknown
1273,M1273,256,unknown,240,gb
1274,M1274,256,unknown,240,unknown
1275,M1275,256,unknown,240,unknown
1276,M1276,256,unknown,120,gb
1277,M1277,256,unknown,240,unknown
1278,M1278,256,gb,256,gb
1279,M1279,256,unknown,240,unknown
1280,M1280,256,unknown,240,unknown
1281,M1281,256,unknown,240,unknown
1282,M1282,256,unknown,240,unknown
1283,M1283,256,unknown,240,unknown
1284,M1284,256,unknown,240,unknown
1285,M1285,256,unknown,240,unknown
1286,M1286,256,unknown,240,unknown
1287,M1287,256,unknown,240,unknown
1288,M1288,500,gb,500,gb
1289,M1289,32,gb,32,gb
1290,M1290,16,gb,16,gb
1291,M1291,64,gb,240,unknown
1292,M1292,500,gb,240,unknown
1293,M1293,256,gb,256,gb
1294,M1294,32,gb,32,gb
1295,M1295,128,gb,128,gb
1296,M1296,256,unknown,512,gb
1297,M1297,500,gb,240,unknown
1298,M1298,256,gb,256,gb
1299,M1299,512,gb,512,gb
1300,M1300,250,gb,250,gb
1301,M1301,256,unknown,240,unknown
1302,M1302,1,gb,16,gb
1303,M1303,500,gb,500,gb
1304,M1304,256,unknown,128,gb
1305,M1305,1,tb,1,tb
1306,M1306,256,unknown,240,unknown
1307,M1307,256,gb,256,gb
1308,M1308,750,gb,240,unknown
1309,M1309,256,unknown,1,tb
1310,M1310,16,gb,128,gb
1311,M1311,256,unknown,128,gb
1312,M1312,512,gb,512,gb
1313,M1313,500,gb,500,gb
1314,M1314,256,unknown,128,gb
1315,M1315,320,gb,240,unknown
1316,M1316,120,gb,120,gb
1317,M1317,256,unknown,512,gb
1318,M1318,512,gb,512,gb
1319,M1319,500,gb,500,gb
1320,M1320,64,gb,64,gb
1321,M1321,256,gb,256,gb
1322,M1322,512,gb,512,gb
1323,M1323,128,gb,128,gb
1324,M1324,256,unknown,240,unknown
1325,M1325,256,unknown,256,gb
1326,M1326,256,unknown,240,unknown
1327,M1327,256,unknown,256,gb
1328,M1328,16,gb,16,gb
1329,M1329,16,gb,240,unknown
1330,M1330,256,unknown,256,gb
1331,M1331,500,gb,500,gb
1332,M1332,256,unknown,240,unknown
1333,M1333,256,unknown,240,unknown
1334,M1334,256,unknown,240,unknown
1335,M1335,256,unknown,240,unknown
1336,M1336,256,unknown,240,unknown
1337,M1337,256,unknown,240,unknown
1338,M1338,256,unknown,240,unknown
1339,M1339,256,unknown,240,unknown
1340,M1340,256,unknown,240,unknown
1341,M1341,256,unknown,240,unknown
1342,M1342,256,unknown,480,gb
1343,M1343,256,unknown,240,unknown
1344,M1344,256,unknown,240,unknown
1345,M1345,256,unknown,960,gb
1346,M1346,256,unknown,240,unknown
1347,M1347,256,unknown,240,unknown
1348,M1348,256,unknown,240,unknown
1349,M1349,256,gb,256,gb
1350,M1350,256,unknown,128,gb
1351,M1351,256,unknown,240,gb
1352,M1352,256,unknown,240,unknown
1353,M1353,256,unknown,240,unknown
1354,M1354,256,unknown,240,unknown
1355,M1355,256,unknown,240,unknown
1356,M1356,256,unknown,240,unknown
1357,M1357,256,unknown,240,gb
1358,M1358,256,unknown,240,unknown
1359,M1359,256,unknown,240,unknown
1360,M1360,256,unknown,240,unknown
1361,M1361,256,unknown,960,gb
1362,M1362,256,unknown,240,unknown
1363,M1363,256,unknown,120,gb
1364,M1364,256,unknown,240,unknown
1365,M1365,256,unknown,240,gb
1366,M1366,256,unknown,480,gb
1367,M1367,256,unknown,120,gb
1368,M1368,256,unknown,240,unknown
1369,M1369,256,unknown,240,unknown
1370,M1370,256,unknown,240,unknown
1371,M1371,256,unknown,240,unknown
1372,M1372,256,unknown,240,unknown
1373,M1373,256,unknown,240,unknown
1374,M1374,256,unknown,480,gb
1375,M1375,256,unknown,240,unknown
1376,M1376,256,unknown,240,unknown
1377,M1377,256,unknown,120,gb
1378,M1378,256,unknown,240,unknown
1379,M1379,256,unknown,240,unknown
1380,M1380,256,unknown,240,unknown
1381,M1381,256,unknown,240,unknown
1382,M1382,256,unknown,960,gb
1383,M1383,256,unknown,240,unknown
1384,M1384,256,unknown,240,unknown
1385,M1385,256,unknown,120,gb
1386,M1386,256,unknown,480,gb
1387,M1387,256,unknown,240,unknown
1388,M1388,256,unknown,240,gb
1389,M1389,256,unknown,240,unknown
1390,M1390,512,gb,512,gb
1391,M1391,256,unknown,240,unknown
1392,M1392,256,unknown,120,gb
1393,M1393,256,unknown,240,unknown
1394,M1394,256,unknown,240,unknown
1395,M1395,256,unknown,240,unknown
1396,M1396,256,unknown,2,tb
1397,M1397,256,unknown,240,unknown
1398,M1398,256,unknown,240,unknown
1399,M1399,256,unknown,120,gb
1400,M1400,256,unknown,240,unknown
1401,M1401,256,unknown,240,unknown
1402,M1402,256,unknown,240,unknown
1403,M1403,256,unknown,240,unknown
1404,M1404,256,unknown,240,unknown
1405,M1405,256,unknown,240,unknown
1406,M1406,256,unknown,2,tb
1407,M1407,256,unknown,240,unknown
1408,M1408,256,unknown,240,unknown
1409,M1409,256,unknown,240,unknown
1410,M1410,256,unknown,240,unknown
1411,M1411,256,unknown,240,unknown
1412,M1412,256,unknown,240,gb
1413,M1413,256,unknown,120,gb
1414,M1414,256,unknown,240,unknown
1415,M1415,256,unknown,240,unknown
1416,M1416,256,unknown,240,unknown
1417,M1417,256,unknown,240,gb
1418,M1418,256,unknown,240,gb
1419,M1419,256,unknown,240,unknown
1420,M1420,256,unknown,240,unknown
1421,M1421,256,unknown,960,gb
1422,M1422,256,unknown,240,gb
1423,M1423,256,unknown,240,unknown
1424,M1424,256,unknown,240,unknown
1425,M1425,256,unknown,480,gb
1426,M1426,256,unknown,240,unknown
1427,M1427,256,unknown,240,unknown
1428,M1428,256,unknown,240,unknown
1429,M1429,256,unknown,240,unknown
1430,M1430,256,unknown,240,unknown
1431,M1431,256,unknown,120,gb
1432,M1432,256,unknown,240,unknown
1433,M1433,256,unknown,240,unknown
1434,M1434,256,unknown,240,unknown
1435,M1435,256,unknown,240,unknown
1436,M1436,256,unknown,240,unknown
1437,M1437,256,unknown,960,gb
1438,M1438,256,unknown,240,unknown
1439,M1439,512,gb,512,gb
1440,M1440,2,gb,16,gb
1441,M1441,256,gb,256,gb
1442,M1442,64,gb,64,gb
1443,M1443,256,unknown,256,gb
1444,M1444,256,unknown,512,gb
1445,M1445,256,unknown,2,tb
1446,M1446,16,gb,16,gb
1447,M1447,256,unknown,240,unknown
1448,M1448,64,gb,64,gb
1449,M1449,256,gb,256,gb
1450,M1450,16,gb,16,gb
1451,M1451,500,gb,240,unknown
1452,M1452,32,gb,32,gb
1453,M1453,256,gb,256,gb
1454,M1454,256,unknown,512,gb
1455,M1455,256,gb,256,gb
1456,M1456,256,unknown,1,tb
1457,M1457,512,gb,512,gb
1458,M1458,256,unknown,256,gb
1459,M1459,256,unknown,32,gb
1460,M1460,128,gb,128,gb
1461,M1461,256,unknown,240,unknown
1462,M1462,8,gb,500,gb
1463,M1463,500,gb,240,unknown
1464,M1464,256,unknown,512,gb
1465,M1465,256,unknown,128,gb
1466,M1466,256,unknown,240,unknown
1467,M1467,500,gb,500,gb
1468,M1468,256,unknown,256,gb
1469,M1469,500,gb,500,gb
1470,M1470,256,unknown,512,gb
1471,M1471,720,gb,240,unknown
1472,M1472,1,tb,1,tb
1473,M1473,512,gb,512,gb
1474,M1474,256,unknown,500,gb
1475,M1475,256,unknown,240,unknown
1476,M1476,256,unknown,128,gb
1477,M1477,8,gb,240,unknown
1478,M1478,250,gb,240,unknown
1479,M1479,256,gb,256,gb
1480,M1480,256,unknown,240,gb
1481,M1481,256,unknown,256,gb
1482,M1482,512,gb,512,gb
1483,M1483,256,unknown,512,gb
1484,M1484,128,gb,128,gb
1485,M1485,32,gb,32,gb
1486,M1486,128,gb,128,gb
1487,M1487,128,gb,128,gb
1488,M1488,128,gb,128,gb
1489,M1489,256,unknown,32,gb
1490,M1490,16,gb,16,gb
1491,M1491,8,gb,128,gb
1492,M1492,256,gb,256,gb
1493,M1493,256,gb,256,gb
1494,M1494,256,unknown,256,gb
1495,M1495,128,gb,128,gb
1496,M1496,256,unknown,256,gb
1497,M1497,256,unknown,256,gb
1498,M1498,256,gb,256,gb
1499,M1499,256,unknown,120,gb
1500,M1500,256,unknown,256,gb
1501,M1501,2,tb,2,tb
1502,M1502,256,gb,256,gb
1503,M1503,256,gb,256,gb
1504,M1504,256,unknown,256,gb
1505,M1505,500,gb,240,unknown
1506,M1506,256,unknown,256,gb
1507,M1507,256,gb,256,gb
1508,M1508,256,unknown,512,gb
1509,M1509,512,gb,512,gb
1510,M1510,1,tb,1,tb
1511,M1511,256,unknown,16,gb
1512,M1512,256,gb,256,gb
1513,M1513,256,gb,256,gb
1514,M1514,8,gb,240,unknown
1515,M1515,256,unknown,16,gb
1516,M1516,256,gb,256,gb
1517,M1517,256,unknown,16,gb
1518,M1518,32,gb,32,gb
1519,M1519,256,gb,256,gb
1520,M1520,512,gb,512,gb
1521,M1521,256,unknown,256,gb
1522,M1522,512,gb,512,gb
1523,M1523,12,gb,256,gb
1524,M1524,128,gb,128,gb
1525,M1525,256,gb,256,gb
1526,M1526,256,unknown,512,gb
1527,M1527,16,gb,16,gb
1528,M1528,256,unknown,240,unknown
1529,M1529,4,gb,240,unknown
1530,M1530,32,gb,512,gb
1531,M1531,256,unknown,256,gb
1532,M1532,16,gb,16,gb
1533,M1533,500,gb,500,gb
1534,M1534,64,gb,64,gb
1535,M1535,128,gb,128,gb
1536,M1536,16,gb,16,gb
1537,M1537,500,gb,240,unknown
1538,M1538,128,gb,128,gb
1539,M1539,512,gb,512,gb
1540,M1540,256,unknown,128,gb
1541,M1541,500,gb,500,gb
1542,M1542,256,gb,240,unknown
1543,M1543,64,gb,64,gb
1544,M1544,2,tb,2,tb
1545,M1545,16,gb,16,gb
1546,M1546,1,tb,4,tb
1547,M1547,512,gb,512,gb
1548,M1548,256,unknown,16,gb
1549,M1549,320,gb,240,unknown
1550,M1550,256,unknown,1,tb
1551,M1551,256,unknown,240,unknown
1552,M1552,256,gb,256,gb
1553,M1553,320,gb,240,unknown
1554,M1554,16,gb,16,gb
1555,M1555,256,unknown,32,gb
1556,M1556,256,unknown,240,unknown
1557,M1557,256,unknown,256,gb
1558,M1558,64,gb,240,unknown
1559,M1559,256,unknown,1,tb
1560,M1560,512,gb,512,gb
1561,M1561,512,gb,256,gb
1562,M1562,1,tb,1,tb
1563,M1563,256,unknown,256,gb
1564,M1564,128,gb,128,gb
1565,M1565,2,tb,240,unknown
1566,M1566,256,unknown,1,tb
1567,M1567,512,gb,512,gb
1568,M1568,1,tb,1,tb
1569,M1569,250,gb,240,unknown
1570,M1570,256,unknown,128,gb
1571,M1571,256,unknown,240,unknown
1572,M1572,256,unknown,240,unknown
1573,M1573,16,gb,512,gb
1574,M1574,256,unknown,512,gb
1575,M1575,256,unknown,240,unknown
1576,M1576,256,unknown,240,unknown
1577,M1577,512,gb,512,gb
1578,M1578,512,gb,512,gb
1579,M1579,256,unknown,512,gb
1580,M1580,256,unknown,240,unknown
1581,M1581,1,tb,1,tb
1582,M1582,256,unknown,512,gb
1583,M1583,256,unknown,240,gb
1584,M1584,256,unknown,256,gb
1585,M1585,256,unknown,240,unknown
1586,M1586,256,unknown,256,gb
1587,M1587,512,gb,512,gb
1588,M1588,256,unknown,16,gb
1589,M1589,128,gb,128,gb
1590,M1590,512,gb,512,gb
1591,M1591,256,unknown,240,unknown
1592,M1592,256,unknown,240,unknown
1593,M1593,512,gb,1,tb
1594,M1594,16,gb,16,gb
1595,M1595,256,unknown,512,gb
1596,M1596,64,gb,64,gb
1597,M1597,256,unknown,240,unknown
1598,M1598,256,gb,256,gb
1599,M1599,256,unknown,512,gb
1600,M1600,256,unknown,240,unknown
1601,M1601,256,gb,256,gb
1602,M1602,256,gb,256,gb
1603,M1603,1,tb,1,tb
1604,M1604,32,gb,32,gb
1605,M1605,256,unknown,240,unknown
1606,M1606,1,tb,1,tb
1607,M1607,256,unknown,500,gb
1608,M1608,16,gb,240,unknown
1609,M1609,256,unknown,512,gb
1610,M1610,512,gb,512,gb
