BRAND,COLOR,CONDITIONS,PRICE
dell,black,Used,300.0
other,other,For parts or not working,150.0
lenovo,black,Used,115.0
dell,black,Used,220.0
hp,silver,Undefined,281.0
dell,other,Used,307.2
lenovo,black,Used,51.0
hp,other,Used,89.0
acer,other,Used,199.0
dell,other,Used,129.0
dell,black,Used,56.0
other,other,Used,229.0
dell,black,Used,159.0
dell,black,Undefined,120.0
dell,other,Used,300.0
dell,other,Very Good - Refurbished,527.0
dell,gray,Used,549.0
hp,silver,Undefined,170.0
dell,black,Undefined,600.0
dell,black,Used,40.0
lenovo,other,Excellent - Refurbished,400.0
other,black,Used,276.2
hp,other,Used,107.56
other,silver,Used,300.0
microsoft,multicolor,Excellent - Refurbished,625.0
dell,silver,Used,469.0
dell,gray,Open box,229.6
asus,white,Used,27.98
lenovo,black,Used,155.0
dell,black,Used,160.0
dell,other,Used,80.0
dell,black,Used,280.0
dell,other,Used,260.0
dell,black,Undefined,399.0
microsoft,silver,Open box,799.0
asus,black,Used,90.0
acer,gray,Undefined,29.0
hp,black,Used,170.0
other,other,New,8.85
hp,black,Undefined,389.0
hp,other,Very Good - Refurbished,506.0
asus,black,Undefined,600.0
lenovo,black,Certified - Refurbished,320.5
other,other,New,11.38
acer,other,Used,199.0
dell,other,Used,286.8
lenovo,blue,Open box,550.0
samsung,silver,Used,99.0
dell,other,Used,125.0
other,other,For parts or not working,130.5
lenovo,other,Used,886.0
other,other,Used,173.0
lg,other,Used,675.0
dell,black,Used,90.0
dell,other,Very Good - Refurbished,126.5
other,other,Used,75.94
acer,black,Used,430.0
other,black,Used,650.0
lenovo,other,Used,126.56
hp,other,Used,283.8
lenovo,other,Certified - Refurbished,362.2
other,other,Used,50.62
other,black,Undefined,739.0
hp,other,Used,443.0
other,other,Used,34.8
acer,other,Used,506.2
other,other,Open box,519.5
lenovo,other,Excellent - Refurbished,400.0
lenovo,other,Undefined,151.8
hp,other,Used,239.1
other,other,Open box,1115.0
other,other,Used,54.38
other,other,Used,129.4
other,other,New,326.2
dell,other,Good - Refurbished,442.8
other,other,Very Good - Refurbished,872.0
dell,other,Used,300.2
lenovo,other,Used,246.8
dell,black,Used,20.0
dell,other,Used,340.0
samsung,black,Used,49.0
other,other,Used,163.1
other,other,New,456.8
other,silver,New,1035.0
dell,other,Used,300.0
dell,other,Used,258.5
other,other,Good - Refurbished,151.9
acer,gray,Used,54.0
other,other,Used,223.2
other,other,New,1087.0
asus,silver,For parts or not working,31.0
other,other,Used,108.75
other,silver,New,159.0
hp,other,Used,355.8
other,other,Used,187.2
hp,black,Used,8.99
other,other,Undefined,163.1
other,other,New,40.0
dell,other,Used,376.0
dell,gray,Open box,750.0
other,other,Used,130.5
acer,other,Used,49.5
other,other,Used,188.5
asus,other,New,3668.0
other,other,Certified - Refurbished,214.2
hp,other,Used,94.94
dell,other,Used,318.2
other,other,Used,761.5
other,other,Open box,934.0
hp,other,Used,593.5
hp,other,For parts or not working,227.8
acer,other,Used,63.25
other,other,Good - Refurbished,113.9
lenovo,other,Used,170.9
other,other,Used,443.0
lenovo,other,Used,67.5
dell,blue,Used,110.0
hp,purple,Used,50.0
dell,other,Used,109.94
dell,other,Used,150.0
hp,black,Used,114.94
lenovo,other,Used,139.2
lenovo,other,Used,50.0
dell,other,Used,99.0
asus,other,Used,229.0
dell,gray,Undefined,79.94
lenovo,gray,Used,179.5
dell,black,Used,44.97
lenovo,other,Very Good - Refurbished,400.0
hp,black,Open box,220.0
dell,other,Used,300.2
hp,other,New,300.0
lenovo,black,For parts or not working,45.0
dell,other,Used,150.0
acer,other,Used,280.0
microsoft,black,Undefined,599.0
dell,silver,Used,269.0
hp,silver,Undefined,300.0
lenovo,other,New,819.5
dell,other,Good - Refurbished,330.0
hp,other,Very Good - Refurbished,210.0
dell,black,Used,350.0
lenovo,black,Used,220.0
dell,black,Used,90.0
dell,gray,Used,248.5
hp,other,Used,727.0
hp,silver,Used,210.0
asus,blue,Undefined,806.0
lenovo,black,Excellent - Refurbished,699.0
hp,black,Used,99.0
dell,gray,Good - Refurbished,139.0
dell,black,Used,550.0
acer,black,Used,40.0
dell,black,For parts or not working,125.0
hp,gray,Used,140.0
lenovo,black,Used,45.0
samsung,silver,Excellent - Refurbished,119.5
dell,gray,Used,237.5
dell,other,Very Good - Refurbished,290.0
acer,other,Used,55.0
dell,black,Used,140.0
other,black,New,2340.0
dell,orange,Used,159.8
acer,silver,Undefined,249.9
other,other,Used,221.5
hp,black,Used,199.0
lenovo,blue,Open box,570.0
dell,other,Used,347.8
dell,other,Used,167.0
samsung,black,Used,38.0
asus,black,Undefined,1617.0
dell,black,Used,107.94
hp,black,Used,54.0
lenovo,other,Used,94.94
asus,gray,Used,295.0
other,other,New,205.6
hp,black,New,720.0
other,other,Used,400.0
dell,other,Used,190.0
other,black,Used,284.0
other,black,Used,40.0
lenovo,black,New,110.0
lenovo,black,Used,31.66
other,other,Used,348.0
microsoft,other,Used,24.98
hp,black,Undefined,650.0
dell,other,Used,368.8
dell,black,Undefined,90.0
other,other,Used,184.9
hp,other,Used,101.25
hp,silver,Very Good - Refurbished,300.0
asus,gray,Used,42.0
asus,gray,Undefined,25.0
microsoft,black,Undefined,739.0
hp,other,New,380.0
lenovo,black,Used,95.0
other,other,For parts or not working,95.7
other,other,Used,69.6
lenovo,gray,Certified - Refurbished,630.0
dell,black,Undefined,150.0
dell,black,Used,85.0
hp,blue,Very Good - Refurbished,699.5
dell,other,Used,87.0
lenovo,gray,Undefined,600.0
lenovo,black,Undefined,84.94
other,other,New,250.0
asus,other,Undefined,50.0
hp,blue,Open box,454.2
dell,silver,Very Good - Refurbished,489.0
dell,other,Used,291.0
dell,other,Used,370.8
other,black,Undefined,19.95
hp,black,Used,27.98
lenovo,black,Used,225.0
dell,other,Excellent - Refurbished,679.0
lenovo,other,Undefined,1012.5
lenovo,black,Used,150.0
asus,other,For parts or not working,600.0
asus,silver,Used,60.0
hp,other,Used,100.0
dell,black,Good - Refurbished,144.9
dell,black,Used,375.0
dell,black,Used,120.0
dell,black,Undefined,35.0
other,black,For parts or not working,147.0
lenovo,black,Used,65.0
dell,other,Used,99.94
dell,other,Used,313.5
dell,other,Used,302.8
dell,other,Used,375.0
acer,silver,Undefined,69.94
asus,other,Used,75.94
other,black,Used,400.0
other,other,Used,345.0
dell,other,Used,422.0
dell,black,Used,600.0
acer,other,Undefined,199.9
other,other,Open box,32.75
dell,other,Used,289.8
other,other,Used,284.2
dell,other,Very Good - Refurbished,420.0
dell,other,Undefined,100.0
dell,other,Used,327.8
other,black,Undefined,38.0
asus,pink,Undefined,172.8
dell,other,Used,345.0
lenovo,black,Used,188.0
hp,black,Used,100.0
dell,silver,Used,890.0
dell,black,Good - Refurbished,230.0
dell,black,Used,100.0
lenovo,black,Used,269.8
microsoft,silver,Used,225.5
other,other,Used,13.8
dell,other,Used,442.8
lenovo,other,Used,392.0
other,other,Undefined,289.8
lenovo,black,Open box,560.0
dell,other,Used,88.56
dell,bronze,Good - Refurbished,299.0
dell,white,Certified - Refurbished,749.0
dell,other,Used,249.0
dell,black,Used,157.5
other,other,New,173.0
other,other,Used,433.2
other,black,Undefined,700.0
lenovo,black,Undefined,911.0
dell,silver,Open box,799.0
acer,silver,Open box,273.0
lenovo,other,Used,350.0
lenovo,other,Undefined,160.0
dell,black,Used,90.0
samsung,silver,Open box,129.5
dell,other,Used,250.0
microsoft,other,Used,177.1
lenovo,black,Used,190.0
dell,black,Used,180.0
dell,black,Undefined,87.3
samsung,silver,Open box,247.0
dell,other,Used,80.0
lenovo,black,Used,90.0
hp,other,Used,48.0
dell,other,Very Good - Refurbished,220.0
hp,multicolor,Used,80.0
other,other,Used,258.0
dell,black,Undefined,32.94
lenovo,black,Used,23.0
hp,black,Undefined,29.0
hp,silver,New,370.0
hp,multicolor,Good - Refurbished,200.0
lenovo,other,Excellent - Refurbished,170.0
lenovo,black,Used,370.0
hp,silver,Excellent - Refurbished,300.0
hp,multicolor,Good - Refurbished,85.0
lenovo,multicolor,Good - Refurbished,75.0
microsoft,silver,Used,198.0
acer,black,Very Good - Refurbished,70.0
dell,other,Used,316.0
dell,other,Used,140.0
lg,black,Undefined,425.0
acer,gray,Good - Refurbished,50.0
lenovo,black,Used,150.0
microsoft,gray,Used,270.0
lg,black,Used,425.0
hp,black,Used,30.48
dell,silver,Used,440.0
lg,gray,Used,619.0
acer,silver,Used,60.0
lenovo,other,Used,393.2
dell,other,Used,327.8
dell,other,Used,279.5
lenovo,other,Used,200.0
samsung,black,Used,130.0
dell,black,Excellent - Refurbished,265.0
other,blue,Undefined,148.0
lenovo,black,Used,230.0
dell,other,Used,345.0
microsoft,black,Used,255.0
dell,other,Used,442.8
other,other,New,30.77
hp,multicolor,Used,490.0
asus,black,Used,780.5
lenovo,gray,Good - Refurbished,250.0
hp,other,Used,49.0
other,silver,Undefined,1295.0
dell,other,Used,312.0
acer,other,Used,126.56
hp,blue,Undefined,519.5
dell,blue,Very Good - Refurbished,349.0
hp,silver,Used,120.0
hp,white,Undefined,100.0
lg,white,Undefined,499.0
lenovo,other,Undefined,56.0
asus,other,Used,196.1
asus,other,For parts or not working,138.0
acer,black,Undefined,129.0
dell,black,Used,160.0
dell,other,Used,21.95
dell,silver,Used,199.0
hp,silver,Used,190.0
dell,blue,Undefined,200.0
dell,other,Used,324.0
microsoft,other,For parts or not working,75.0
other,other,Used,177.1
microsoft,black,Undefined,570.0
dell,black,Undefined,154.0
hp,other,Used,189.8
samsung,other,Used,63.25
dell,other,Used,292.2
other,black,Seller refurbished,332.8
lenovo,other,Used,391.0
lenovo,other,New,714.5
hp,other,Used,50.0
hp,silver,Certified - Refurbished,939.5
hp,black,For parts or not working,115.0
hp,other,Used,300.0
microsoft,silver,For parts or not working,60.0
lenovo,gray,Undefined,115.0
lenovo,silver,Used,300.0
dell,other,Used,279.5
other,other,Used,162.0
samsung,other,Used,46.0
dell,black,Used,119.0
hp,silver,Used,110.0
dell,other,Used,303.0
dell,black,Undefined,400.0
dell,gray,Open box,749.0
lenovo,black,Used,163.2
dell,black,Used,240.0
hp,other,Used,69.9
hp,gray,Certified - Refurbished,479.5
dell,black,Excellent - Refurbished,1900.0
lenovo,other,Used,393.2
dell,other,Used,300.2
lenovo,other,Open box,500.0
dell,multicolor,Certified - Refurbished,899.0
lenovo,other,Used,200.0
dell,gray,Excellent - Refurbished,360.0
hp,red,Undefined,259.0
hp,other,Used,179.0
lenovo,black,Used,231.0
dell,silver,Excellent - Refurbished,1050.0
microsoft,other,Undefined,158.1
dell,black,Used,200.0
dell,silver,Undefined,380.0
hp,black,Used,79.94
other,other,Used,299.0
hp,silver,New,325.0
dell,other,Used,298.8
dell,other,Used,352.0
dell,other,Used,294.0
hp,other,Used,44.0
acer,gray,Undefined,550.0
hp,silver,Used,300.0
samsung,silver,Undefined,175.0
lenovo,other,Used,309.2
other,other,Used,13.05
dell,other,Used,334.5
dell,other,Used,349.8
lenovo,other,Used,340.2
lenovo,black,Used,119.0
dell,other,Used,377.5
other,other,Used,521.0
dell,other,Used,260.8
hp,black,Certified - Refurbished,509.5
asus,black,Undefined,199.9
dell,black,Very Good - Refurbished,179.0
hp,other,Used,415.0
dell,other,Used,209.0
dell,other,Open box,750.0
dell,multicolor,Very Good - Refurbished,140.0
dell,black,Used,90.0
lg,white,Used,310.0
other,other,Used,413.2
other,other,Used,105.0
lenovo,other,Open box,899.0
dell,black,Used,45.0
asus,silver,Undefined,100.0
other,silver,New,1439.0
asus,gray,Undefined,105.0
dell,other,Used,458.5
other,other,Used,423.0
hp,silver,Certified - Refurbished,319.5
lenovo,black,Used,150.0
other,other,New,70.0
hp,gray,New,315.0
other,other,Undefined,146.5
other,gray,New,172.0
hp,black,Undefined,19.98
dell,other,Used,342.0
dell,other,Used,260.8
hp,gray,New,650.0
dell,other,Used,298.8
lenovo,silver,Certified - Refurbished,680.0
other,other,Used,412.2
other,other,Used,238.2
lenovo,other,Used,340.2
other,other,Used,327.8
dell,other,Used,45.0
dell,other,Undefined,198.0
dell,gray,Used,350.0
other,other,Used,87.0
other,blue,Used,333.2
dell,silver,Undefined,399.0
other,other,Used,40.0
other,silver,For parts or not working,24.98
other,other,Used,346.8
lenovo,black,Undefined,56.06
hp,other,Undefined,22.0
hp,silver,New,330.0
lenovo,black,New,699.0
dell,other,Used,365.8
other,other,Used,337.0
dell,other,Used,496.0
other,other,New,289.0
dell,silver,Used,699.0
other,other,Open box,500.0
dell,other,New,599.0
dell,other,Used,291.0
hp,silver,Used,110.0
dell,other,Excellent - Refurbished,600.0
hp,silver,Undefined,320.0
hp,multicolor,Used,490.0
hp,other,Used,130.0
hp,gray,Used,150.0
dell,gray,Used,425.0
dell,other,Used,318.2
dell,other,Used,396.0
dell,black,Very Good - Refurbished,53.0
other,other,Used,225.0
hp,silver,Used,243.0
dell,gray,Open box,740.0
hp,silver,Undefined,749.5
hp,other,Very Good - Refurbished,260.0
lenovo,black,Used,149.0
dell,other,Good - Refurbished,450.0
other,black,Undefined,70.0
hp,silver,Open box,670.0
dell,black,Undefined,140.0
dell,black,Very Good - Refurbished,199.0
other,gray,New,253.0
dell,other,Used,380.2
other,other,Used,477.5
other,other,New,4.42
dell,silver,Excellent - Refurbished,700.0
dell,black,Used,119.9
lenovo,other,Very Good - Refurbished,180.0
hp,other,Used,30.0
lenovo,other,New,565.0
dell,other,Good - Refurbished,189.0
hp,other,Used,50.0
dell,gray,Used,234.5
lg,blue,Undefined,850.0
dell,other,For parts or not working,29.95
acer,black,Used,435.0
dell,other,Used,398.0
dell,other,Used,328.5
lenovo,other,Used,325.2
dell,other,Used,588.5
dell,other,Used,360.5
lenovo,black,Excellent - Refurbished,530.0
dell,multicolor,Open box,575.0
microsoft,other,Used,219.5
hp,silver,Undefined,50.0
dell,other,Used,420.5
other,silver,Used,200.0
microsoft,black,Used,255.0
other,other,Used,19.58
dell,other,Used,384.0
dell,other,Used,21.95
dell,other,Used,384.0
dell,other,For parts or not working,19.0
lenovo,other,Used,399.8
hp,white,Used,150.4
acer,gray,New,399.0
hp,silver,Used,230.0
other,other,New,890.0
other,other,Used,412.2
lenovo,green,Undefined,800.0
dell,other,Used,449.8
dell,other,Used,489.5
dell,other,Good - Refurbished,216.0
lenovo,multicolor,Undefined,200.0
dell,gray,Used,300.0
other,beige,Used,52.0
hp,silver,Used,120.0
dell,other,Used,358.8
other,other,For parts or not working,65.25
microsoft,other,Used,220.0
dell,silver,Undefined,300.0
lenovo,black,Undefined,720.0
hp,other,Used,125.0
hp,other,New,90.0
dell,other,Used,313.5
dell,other,Used,302.8
other,other,Used,433.2
other,other,Used,194.8
dell,black,Used,103.4
dell,black,Used,80.0
other,silver,Used,285.0
lenovo,black,Used,112.5
other,multicolor,Used,325.0
lenovo,other,Used,500.0
dell,black,Excellent - Refurbished,400.0
dell,other,For parts or not working,55.0
microsoft,other,Used,150.0
dell,black,Undefined,363.0
samsung,silver,Undefined,95.0
other,black,Used,700.0
samsung,silver,Undefined,135.0
dell,black,For parts or not working,100.0
dell,black,Used,375.0
hp,other,New,250.0
other,other,Used,390.8
other,other,Used,208.9
hp,other,Used,88.56
hp,other,Used,139.2
other,other,Used,136.0
other,black,New,12.59
asus,other,Used,170.9
other,other,Used,462.0
other,gray,Used,38.0
microsoft,black,Open box,510.0
other,other,Used,113.9
hp,black,Open box,220.0
lenovo,other,Used,113.9
dell,other,Used,303.5
other,other,Used,260.0
hp,black,Used,100.0
dell,other,Used,312.0
other,other,Used,390.8
dell,other,Used,455.5
lenovo,other,Used,391.0
hp,silver,Undefined,325.0
hp,other,Used,355.8
lenovo,other,Used,391.0
other,other,Used,227.2
asus,other,New,3668.0
microsoft,other,Used,181.5
hp,other,For parts or not working,227.8
lenovo,other,Used,170.9
hp,other,Undefined,619.0
dell,other,Used,368.5
lenovo,other,Good - Refurbished,327.8
other,other,New,2718.0
other,other,Very Good - Refurbished,434.0
lenovo,gray,Used,100.0
lenovo,black,Excellent - Refurbished,445.0
other,other,Undefined,227.2
lenovo,other,Used,352.8
other,other,Good - Refurbished,330.0
microsoft,other,Used,191.1
other,other,Used,340.0
other,other,Used,151.9
other,other,Undefined,85.94
other,other,Open box,43.28
lg,silver,Undefined,649.0
other,other,Excellent - Refurbished,436.8
other,other,Used,164.5
acer,silver,Undefined,350.0
dell,black,Undefined,550.0
dell,other,Used,317.0
lenovo,other,Used,419.2
other,other,Used,451.2
acer,other,Used,1265.0
lenovo,other,Used,413.0
lenovo,gray,Undefined,200.0
dell,black,Undefined,360.0
dell,other,Used,199.0
lenovo,black,Good - Refurbished,125.94
dell,other,Undefined,119.0
acer,other,Used,75.94
dell,black,Open box,675.0
hp,black,Used,117.0
other,gold,Used,599.0
lenovo,gray,For parts or not working,160.0
dell,other,Used,321.2
other,black,Seller refurbished,248.0
lenovo,black,Undefined,30.0
lenovo,black,Undefined,490.0
hp,black,Used,70.0
dell,black,New,1483.0
other,other,New,128.4
dell,black,Used,129.0
hp,other,Used,126.5
other,other,Used,227.4
dell,other,Used,351.2
samsung,silver,Undefined,40.0
other,other,Used,126.5
hp,other,Used,111.25
dell,black,Used,250.0
other,other,New,1662.0
hp,black,Used,99.0
hp,silver,Undefined,145.0
dell,silver,Used,200.0
dell,other,Used,420.5
asus,other,Open box,25.31
other,other,Used,1087.0
microsoft,other,Used,118.1
microsoft,silver,For parts or not working,100.0
dell,other,Used,750.0
other,other,Used,238.2
dell,other,Used,253.1
other,silver,Used,165.0
other,other,Used,158.1
hp,silver,Undefined,260.0
other,silver,Used,600.0
other,other,Seller refurbished,129.4
hp,black,Used,62.94
other,other,Used,92.44
hp,other,Used,184.1
other,other,Used,815.5
other,other,Very Good - Refurbished,226.5
other,silver,New,159.0
lenovo,teal,Excellent - Refurbished,1454.0
other,other,Used,152.2
acer,black,Used,500.0
lenovo,other,Used,292.2
other,other,New,65.25
other,gray,New,287.0
hp,other,Used,443.0
lenovo,gray,Used,100.0
dell,gray,Undefined,550.0
lenovo,other,Used,75.94
dell,other,Certified - Refurbished,154.0
lenovo,other,Used,419.2
hp,other,Used,130.0
other,gray,New,256.5
hp,gray,Used,84.94
lenovo,other,Excellent - Refurbished,220.0
hp,silver,New,429.0
dell,black,Used,110.0
dell,gray,Open box,722.0
other,other,Used,119.0
dell,black,Used,45.0
hp,black,Good - Refurbished,164.5
lenovo,black,Used,100.0
dell,black,Undefined,409.8
hp,other,Used,39.0
dell,black,Used,235.0
hp,silver,Used,240.0
lenovo,black,Used,280.0
hp,other,Used,37.0
dell,other,Excellent - Refurbished,320.0
other,gray,New,134.0
hp,red,Open box,229.9
other,other,Used,250.1
asus,other,Used,78.6
other,other,Used,95.94
dell,black,Undefined,890.0
hp,silver,Used,229.0
acer,other,Used,39.9
lenovo,black,Used,89.0
lenovo,other,For parts or not working,51.0
lenovo,black,Used,31.95
acer,gray,Good - Refurbished,43.0
dell,black,Excellent - Refurbished,300.0
lenovo,black,Used,400.0
dell,black,Undefined,125.94
dell,black,Used,140.0
hp,other,New,495.0
dell,black,Used,130.0
other,silver,Excellent - Refurbished,669.0
other,other,Used,109.0
dell,other,Used,348.2
other,other,Used,340.0
other,other,Used,422.0
lenovo,other,Used,318.2
hp,brown,Used,175.0
other,other,Used,9.45
dell,gray,Excellent - Refurbished,710.0
microsoft,other,Used,449.0
other,other,Used,7.61
lenovo,other,Used,434.2
hp,other,Undefined,799.0
dell,black,Undefined,200.0
dell,other,Used,426.5
dell,other,Used,429.8
lenovo,black,Used,393.2
lenovo,black,Used,190.0
dell,black,Very Good - Refurbished,189.0
hp,silver,Undefined,816.0
dell,other,Used,135.0
other,other,New,91.5
dell,other,Used,115.9
lenovo,blue,Open box,299.0
acer,silver,Undefined,499.5
lg,other,New,899.0
other,other,Used,10.54
dell,other,Good - Refurbished,260.0
other,other,New,63.84
dell,other,Used,381.5
hp,gray,Undefined,100.0
acer,silver,Undefined,65.0
acer,other,New,349.0
samsung,black,Undefined,119.0
hp,silver,Used,160.0
dell,black,Used,49.0
dell,other,Used,386.5
dell,other,Used,292.2
other,other,Used,364.8
acer,silver,Undefined,100.0
other,other,For parts or not working,22.4
dell,blue,Used,65.0
other,black,Used,223.0
other,other,New,53.72
other,other,New,13.05
dell,multicolor,New,690.0
other,other,Used,10.88
lenovo,other,Used,348.2
other,gray,Used,200.0
dell,other,Used,284.8
other,other,Good - Refurbished,126.5
dell,other,For parts or not working,21.52
acer,gray,Undefined,2348.0
other,other,Used,198.0
other,other,Good - Refurbished,310.5
dell,black,Used,40.0
other,other,For parts or not working,37.94
dell,other,Very Good - Refurbished,163.2
dell,other,Used,310.8
dell,other,Used,271.2
other,other,Used,132.5
dell,other,Used,411.0
other,other,New,217.5
lenovo,black,Used,250.0
other,other,Used,407.8
other,other,Used,146.9
dell,black,Used,500.0
other,other,Used,75.94
other,other,Used,65.25
dell,other,Used,189.8
dell,other,Excellent - Refurbished,296.2
dell,other,Used,588.5
dell,other,Very Good - Refurbished,759.0
hp,black,Used,1200.0
other,other,Used,238.2
lenovo,other,Used,253.1
other,other,Seller refurbished,114.2
other,other,Used,177.1
other,other,Used,239.2
dell,other,New,125.25
other,other,Used,193.0
other,other,Good - Refurbished,190.4
other,other,Used,325.2
other,other,New,620.0
dell,black,For parts or not working,150.0
other,other,Excellent - Refurbished,147.4
dell,other,Used,396.0
dell,other,Used,396.0
lenovo,other,Used,348.2
asus,gray,Undefined,39.0
lenovo,black,Undefined,49.0
dell,gray,Certified - Refurbished,882.0
dell,other,Used,301.5
dell,other,Used,424.8
other,black,Seller refurbished,317.0
dell,silver,Used,400.0
hp,brown,Used,65.0
dell,black,Undefined,200.0
dell,gray,Used,98.7
dell,silver,Used,120.0
dell,black,Used,300.0
other,other,Used,13.05
dell,black,Undefined,199.0
lenovo,black,Used,230.0
other,gray,New,1149.0
lenovo,blue,Undefined,375.0
hp,other,Used,100.0
dell,black,Used,140.0
acer,gray,Undefined,52.0
other,other,New,80.0
dell,black,Used,99.0
hp,silver,Used,170.0
lenovo,other,Used,313.5
other,other,Used,435.0
other,other,New,1780.0
hp,blue,Undefined,174.0
hp,other,Used,415.0
dell,other,Used,426.2
asus,other,Open box,380.0
dell,black,Used,105.0
other,other,Used,75.06
other,other,Used,191.6
other,other,New,59.97
dell,black,Used,125.0
lenovo,blue,Undefined,419.0
dell,other,Used,331.8
acer,black,Undefined,40.0
dell,black,Used,100.0
other,grey,New,878.0
dell,gray,Undefined,670.0
hp,other,Used,164.5
hp,silver,Excellent - Refurbished,940.0
other,other,Used,333.8
other,other,Used,429.2
other,other,Open box,50.3
lenovo,other,Used,189.0
dell,black,Used,130.0
dell,other,Used,422.0
other,black,Used,335.5
hp,gray,Certified - Refurbished,479.5
microsoft,other,Used,70.0
other,other,Undefined,87.06
dell,black,Undefined,458.8
dell,other,Used,347.8
dell,other,Used,467.0
dell,other,Used,382.8
other,other,New,3408.0
other,other,Used,43.5
microsoft,other,Seller refurbished,1047.0
other,other,For parts or not working,22.14
dell,other,Used,331.8
other,other,Used,263.2
other,other,Seller refurbished,1030.0
other,other,New,116.5
dell,other,Used,281.8
other,other,Good - Refurbished,322.8
other,black,Used,478.8
other,other,New,82.06
other,other,Used,15.01
microsoft,other,Seller refurbished,1047.0
other,other,New,114.0
other,other,For parts or not working,21.66
acer,other,For parts or not working,27.1
other,other,Seller refurbished,2686.0
lenovo,other,Used,466.0
dell,other,Used,355.2
other,other,Used,200.4
dell,black,Used,226.2
other,other,For parts or not working,21.75
other,other,New,103.44
other,other,New,46.62
hp,other,New,120.0
other,other,Used,328.2
other,other,New,58.7
other,other,Used,10.54
hp,other,New,90.0
other,other,Undefined,105.25
other,other,Seller refurbished,2102.0
other,other,New,45.38
other,other,New,39.47
dell,other,Used,355.2
dell,other,Used,375.0
lenovo,other,Used,419.2
other,other,New,87.9
lg,other,New,92.06
other,other,Used,5.44
other,other,Used,371.0
other,other,Seller refurbished,2664.0
hp,other,Used,139.0
other,other,Used,333.8
dell,other,Used,484.0
other,other,Used,428.0
other,other,Used,385.5
other,other,Seller refurbished,2730.0
asus,black,Undefined,1500.0
dell,other,Good - Refurbished,234.1
other,other,Used,728.5
dell,other,Used,160.0
other,other,Seller refurbished,987.5
other,other,Used,21.75
other,other,Used,21.75
lenovo,other,Used,297.5
other,other,New,59.25
asus,silver,Undefined,164.5
hp,silver,Used,90.0
auo,other,New,69.94
other,other,New,109.0
hp,other,New,120.0
other,other,Good - Refurbished,298.5
other,other,Good - Refurbished,436.0
other,other,New,64.2
other,other,Used,6.53
other,black,Undefined,191.6
other,other,Undefined,39.2
other,other,New,26.22
other,other,Used,17.06
lenovo,other,Used,65.0
other,silver,Excellent - Refurbished,668.0
other,black,Seller refurbished,266.8
dell,black,Used,370.2
other,other,Used,331.2
other,other,Used,97.9
other,other,Used,19.58
dell,other,Used,312.8
other,other,Used,15.98
other,other,New,112.56
dell,other,Used,375.0
acer,other,Used,38.0
samsung,other,New,69.25
other,other,Used,347.0
other,other,Used,7.28
other,other,New,70.75
lenovo,black,Used,999.5
other,other,Undefined,61.03
other,other,New,29.94
other,other,New,20.48
other,other,New,92.06
auo,other,New,117.0
samsung,silver,Undefined,50.0
dell,other,Used,584.5
dell,other,Used,297.8
other,other,Undefined,27.66
other,other,New,20.67
lg,other,Undefined,73.44
dell,other,Used,165.0
other,other,Seller refurbished,1271.0
dell,other,Used,276.2
other,other,New,59.56
other,other,Seller refurbished,1022.0
other,other,Seller refurbished,2332.0
other,other,Seller refurbished,2274.0
other,other,Seller refurbished,2294.0
other,other,Seller refurbished,2114.0
dell,other,Used,584.5
other,other,Good - Refurbished,126.5
other,other,New,72.1
other,other,Seller refurbished,2084.0
other,other,Seller refurbished,2136.0
other,other,Used,331.2
microsoft,other,Seller refurbished,1047.0
dell,black,Used,254.8
other,other,New,92.8
dell,other,Used,149.0
other,other,Seller refurbished,2148.0
other,other,Used,13.05
lenovo,other,Used,446.8
lenovo,other,Used,324.2
other,black,Seller refurbished,2686.0
other,other,Used,10.88
other,other,New,112.44
other,other,Undefined,64.2
other,other,Seller refurbished,1281.0
other,other,Used,632.0
other,other,New,128.8
other,other,New,594.0
auo,other,New,70.4
other,other,Used,145.6
other,other,New,34.12
other,other,Used,23.94
microsoft,other,Seller refurbished,1302.0
dell,other,Used,442.8
lenovo,other,Used,349.5
other,other,Used,250.1
other,other,Used,422.0
hp,black,Certified - Refurbished,509.5
other,other,New,11.91
lenovo,black,Used,25.5
hp,silver,Undefined,35.0
dell,other,Used,484.0
dell,silver,New,889.0
dell,other,Used,150.0
other,silver,Excellent - Refurbished,668.0
asus,other,New,72.8
dell,other,Used,326.2
dell,other,Used,422.0
hp,pink,New,255.0
asus,other,Used,113.9
acer,silver,Used,55.0
dell,black,For parts or not working,35.0
other,other,Used,385.5
hp,other,Used,135.0
dell,black,Used,100.0
samsung,gray,Undefined,120.0
dell,multicolor,Open box,570.0
dell,other,Used,410.0
dell,other,Used,340.8
dell,other,Used,323.0
lenovo,other,Used,458.5
microsoft,other,Seller refurbished,1047.0
lg,other,Open box,292.5
other,other,Seller refurbished,2332.0
other,other,Seller refurbished,2148.0
dell,other,Used,344.0
dell,other,Used,379.8
other,other,Used,358.5
auo,other,New,94.44
other,other,New,82.6
other,black,Seller refurbished,329.5
other,other,Used,527.5
other,other,Seller refurbished,614.5
other,other,New,75.06
other,other,New,107.9
other,other,Used,1058.0
other,other,New,106.0
other,other,New,3364.0
dell,other,Used,447.2
other,other,New,109.3
other,other,Used,960.5
other,other,Seller refurbished,1000.0
other,other,Undefined,59.56
other,other,Seller refurbished,264.8
other,other,Seller refurbished,266.8
lenovo,multicolor,Good - Refurbished,75.0
other,other,Used,111.75
