,PROCESSOR_ID,PROCESSOR,PROCESSOR_SPEED,PROCESSOR_SPEED_UNIT
1372,P1372,undefined,0.0,unknown
1373,P1373,undefined,0.0,unknown
1374,P1374,intel core i5 6th generation,2.3,GHz
1375,P1375,undefined,0.0,unknown
1376,P1376,undefined,0.0,unknown
1377,P1377,intel core i3 7th generation,0.0,unknown
1378,P1378,not applicable,0.0,unknown
1379,P1379,undefined,0.0,unknown
1380,P1380,undefined,0.0,unknown
1381,P1381,undefined,0.0,unknown
1382,P1382,intel core i5 4th generation,2.6,GHz
1383,P1383,undefined,0.0,unknown
1384,P1384,not applicable,0.0,unknown
1385,P1385,intel core i5 6th generation,3.0,GHz
1386,P1386,intel core i5 6th generation,3.0,GHz
1387,P1387,undefined,0.0,unknown
1388,P1388,intel core i5 4th generation,2.6,GHz
1389,P1389,undefined,0.0,unknown
1390,P1390,intel celeron,2.5,GHz
1391,P1391,undefined,0.0,unknown
1392,P1392,intel core i3 4th generation,0.0,unknown
1393,P1393,undefined,0.0,unknown
1394,P1394,intel pentium,0.0,unknown
1395,P1395,undefined,0.0,unknown
1396,P1396,intel core i3 10th generation,1.49,GHz
1397,P1397,undefined,0.0,unknown
1398,P1398,undefined,0.0,unknown
1399,P1399,intel core i5 4th generation,0.0,unknown
1400,P1400,undefined,0.0,unknown
1401,P1401,undefined,0.0,unknown
1402,P1402,undefined,0.0,unknown
1403,P1403,undefined,0.0,unknown
1404,P1404,undefined,0.0,unknown
1405,P1405,undefined,0.0,unknown
1406,P1406,intel core i5 5th generation,2.7,GHz
1407,P1407,undefined,0.0,unknown
1408,P1408,undefined,0.0,unknown
1409,P1409,undefined,0.0,unknown
1410,P1410,undefined,0.0,unknown
1411,P1411,undefined,0.0,unknown
1412,P1412,intel core i5 6th generation,0.0,unknown
1413,P1413,intel core i5 4th generation,3.0,GHz
1414,P1414,undefined,0.0,unknown
1415,P1415,undefined,0.0,unknown
1416,P1416,undefined,0.0,unknown
1417,P1417,intel core i5 4th generation,2.6,GHz
1418,P1418,intel core i5 6th generation,2.8,GHz
1419,P1419,undefined,0.0,unknown
1420,P1420,undefined,0.0,unknown
1421,P1421,intel core i5 4th generation,3.0,GHz
1422,P1422,intel core i3 4th generation,3.0,GHz
1423,P1423,undefined,0.0,unknown
1424,P1424,undefined,0.0,unknown
1425,P1425,intel core i3 10th generation,1.49,GHz
1426,P1426,undefined,0.0,unknown
1427,P1427,undefined,0.0,unknown
1428,P1428,undefined,0.0,unknown
1429,P1429,undefined,0.0,unknown
1430,P1430,undefined,0.0,unknown
1431,P1431,intel core i5 6th generation,2.8,GHz
1432,P1432,undefined,0.0,unknown
1433,P1433,undefined,0.0,unknown
1434,P1434,undefined,0.0,unknown
1435,P1435,undefined,0.0,unknown
1436,P1436,undefined,0.0,unknown
1437,P1437,intel core i5 3rd generation,3.0,GHz
1438,P1438,undefined,0.0,unknown
1439,P1439,intel celeron,2.8,GHz
1440,P1440,intel celeron,2.16,GHz
1441,P1441,intel core i5,0.0,unknown
1442,P1442,intel celeron,1.1,GHz
1443,P1443,intel core i7 11th generation,0.0,unknown
1444,P1444,intel core i7 6th generation,2.7,GHz
1445,P1445,intel core i5 7th generation,2.6,GHz
1446,P1446,intel celeron,1.6,GHz
1447,P1447,undefined,0.0,unknown
1448,P1448,intel celeron n,0.0,unknown
1449,P1449,amd ryzen 5,2.3,GHz
1450,P1450,intel celeron,2.5,GHz
1451,P1451,intel core i5 2nd generation,2.66,GHz
1452,P1452,amd a4-9120c,2.4,GHz
1453,P1453,intel core i7 8th generation,1.9,GHz
1454,P1454,intel core i7 2nd generation,2.4,GHz
1455,P1455,intel core i5 10th generation,1.5,GHz
1456,P1456,intel xeon,2.8,GHz
1457,P1457,intel core i7 12th generation,2.3,GHz
1458,P1458,amd ryzen 7,2.6,GHz
1459,P1459,amd a4-9120c radeon r4 dual-core,1.6,GHz
1460,P1460,intel pentium,1.1,GHz
1461,P1461,undefined,0.0,unknown
1462,P1462,intel core i5 5th generation,2.3,GHz
1463,P1463,intel core i5 3rd generation,0.0,unknown
1464,P1464,core i7,2.6,GHz
1465,P1465,amd ryzen 3 4000 series,2.5,GHz
1466,P1466,intel core i5-1135g7,0.0,unknown
1467,P1467,intel core i5 8th generation,1.7,GHz
1468,P1468,intel core i5 8th generation,1.7,GHz
1469,P1469,intel core i5 3rd generation,2.5,GHz
1470,P1470,intel core i3 10th generation,1.2,GHz
1471,P1471,intel core i5 2nd generation,2.3,GHz
1472,P1472,intel core i5-1135g7,2.4,GHz
1473,P1473,intel core i5 12th generation,1.2,GHz
1474,P1474,intel core i7 8th generation,1.8,GHz
1475,P1475,intel core i7 11th generation,0.0,unknown
1476,P1476,intel core i5 4th generation,1.6,GHz
1477,P1477,intel core i5-4300y,1.6,GHz
1478,P1478,intel core i5 1st generation,2.67,GHz
1479,P1479,intel core i5 8th generation,1.6,GHz
1480,P1480,intel core i7 6th generation,0.0,unknown
1481,P1481,intel core i5 2nd generation,2.5,GHz
1482,P1482,amd ryzen 5,3.3,GHz
1483,P1483,intel core i7 6th generation,2.6,GHz
1484,P1484,intel core i3 11th generation,4.1,GHz
1485,P1485,intel celeron n,1.1,GHz
1486,P1486,i5,1.9,GHz
1487,P1487,amd ryzen 3,0.0,unknown
1488,P1488,intel core i5 5th generation,2.2,GHz
1489,P1489,intel celeron n,1.1,GHz
1490,P1490,intel celeron,0.0,unknown
1491,P1491,intel core i7 2nd generation,0.0,unknown
1492,P1492,intel core i7 11th generation,1.8,GHz
1493,P1493,intel core i3 12th generation,3.3,GHz
1494,P1494,intel core i5 6th generation,2.4,GHz
1495,P1495,intel celeron,1.1,GHz
1496,P1496,intel core i5 4th generation,0.0,unknown
1497,P1497,intel core i5 6th generation,2.3,GHz
1498,P1498,intel core i5 8th generation,1.6,GHz
1499,P1499,intel core i5 8th generation,1.6,GHz
1500,P1500,intel core i5 11th generation,2.5,GHz
1501,P1501,intel core i7-1065g7,1.3,GHz
1502,P1502,microsoft sq2,1.8,GHz
1503,P1503,intel core i7 8th generation,1.8,GHz
1504,P1504,intelÂ® coreâ„¢ i5 i5-3210m,2.5,GHz
1505,P1505,intelÂ® coreâ„¢ i5 i5-2520m,2.5,GHz
1506,P1506,intel core i5 6th generation,2.4,GHz
1507,P1507,intel core i5 11th generation,2.6,GHz
1508,P1508,intel core i5 12th generation,3.3,GHz
1509,P1509,intel core i5 11th generation,2.7,GHz
1510,P1510,intel core i7 12th generation,0.0,unknown
1511,P1511,intel celeron,2.16,GHz
1512,P1512,intel core i5 11th generation,1.8,GHz
1513,P1513,intel core i7 11th generation,3.0,GHz
1514,P1514,intel core i5 3rd generation,0.0,unknown
1515,P1515,qualcomm msm8909,0.0,unknown
1516,P1516,intel core i5 7th generation,2.6,GHz
1517,P1517,samsung exynos 5 dual,1.7,GHz
1518,P1518,intel celeron,1.6,GHz
1519,P1519,intel core i5 10th generation,1.7,GHz
1520,P1520,intel core i7 8th generation,2.6,GHz
1521,P1521,intel core i3 11th generation,0.0,unknown
1522,P1522,intel i7-10610u,0.0,unknown
1523,P1523,intel core i5 6th generation,2.3,GHz
1524,P1524,intel core i5 6th generation,2.4,GHz
1525,P1525,intel core i5 8th generation,1.7,GHz
1526,P1526,intel core i5 11th generation,2.6,GHz
1527,P1527,intel celeron,2.16,GHz
1528,P1528,amd ryzen 7,0.0,unknown
1529,P1529,intel celeron,1.4,GHz
1530,P1530,intel core i7 9th generation,2.4,GHz
1531,P1531,intel core m3 7th generation,1.0,GHz
1532,P1532,intel celeron,1.83,GHz
1533,P1533,intel celeron,2.16,GHz
1534,P1534,intel i5-2467m,1.6,GHz
1535,P1535,intel core i5 6th generation,2.4,GHz
1536,P1536,intel celeron,2.16,GHz
1537,P1537,amd ryzen 3,2.5,GHz
1538,P1538,i7-7820hq,3.9,GHz
1539,P1539,intel core i7 12th generation,4.7,GHz
1540,P1540,intel core i3 8th generation,0.0,unknown
1541,P1541,core i5 8th gen,1.9,GHz
1542,P1542,intel core i5 6th generation,3.0,GHz
1543,P1543,undefined,2.5,GHz
1544,P1544,intel core i7 7th generation,3.9,GHz
1545,P1545,intel celeron,2.16,GHz
1546,P1546,intel core i7 13th generation,1.7,GHz
1547,P1547,amd athlon gold 3150u 3.30ghz,3.3,GHz
1548,P1548,intel celeron n,1.6,GHz
1549,P1549,intel core i3 3rd generation,0.0,unknown
1550,P1550,intel core i5 4th generation,2.1,GHz
1551,P1551,intel core i5 3rd generation,0.0,unknown
1552,P1552,intel core i5 10th generation,1.6,GHz
1553,P1553,intel core i3 2nd generation,0.0,unknown
1554,P1554,amd a4,1.6,GHz
1555,P1555,intel core i5 6th generation,2.4,GHz
1556,P1556,undefined,0.0,unknown
1557,P1557,intel core i5 8th generation,0.0,unknown
1558,P1558,amd athlon,2.8,GHz
1559,P1559,intel core i7 4th generation,2.7,GHz
1560,P1560,intel core i5 11th generation,2.7,GHz
1561,P1561,intel core i3 12th generation,0.0,unknown
1562,P1562,intel core i5 8th generation,0.0,unknown
1563,P1563,intel core m5,1.1,GHz
1564,P1564,intel pentium,1.1,GHz
1565,P1565,intel core i5 7th generation,3.1,GHz
1566,P1566,intel core i7 6th generation,2.7,GHz
1567,P1567,intel core i7 13th generation,3.9,GHz
1568,P1568,intel core i7 6th generation,3.8,GHz
1569,P1569,unspecified,0.0,unknown
1570,P1570,intel core i5 8th generation,1.7,GHz
1571,P1571,intel core i5 4th generation,0.0,unknown
1572,P1572,intel core i5-7300u 7th generation,2.9,GHz
1573,P1573,amd ryzen 7 pro 3700u,2.3,GHz
1574,P1574,intel core i7 8th generation,1.9,GHz
1575,P1575,i5-8350u,1.7,GHz
1576,P1576,intel core i7-6600u @ 2.6ghz,0.0,unknown
1577,P1577,intel core i5 6th generation,2.4,GHz
1578,P1578,intel core i7 3rd generation,2.6,GHz
1579,P1579,intel core i5 8th generation,1.6,GHz
1580,P1580,intel core i5-13420h,0.0,unknown
1581,P1581,intel core i5 vpro 8th gen,1.7,GHz
1582,P1582,intel core i7 7th generation,3.0,GHz
1583,P1583,intel core i5 6th generation,0.0,unknown
1584,P1584,intel core i5 11th generation,2.4,GHz
1585,P1585,intel core i7 9th generation,2.6,GHz
1586,P1586,intel core i5-1135g7,2.4,GHz
1587,P1587,intel core i5 12th generation,2.0,GHz
1588,P1588,intel celeron n,1.6,GHz
1589,P1589,intel core m5 6th generation,1.1,GHz
1590,P1590,intel core i7 8th generation,2.6,GHz
1591,P1591,intel atom single-core,0.0,unknown
1592,P1592,quad core,1.8,GHz
1593,P1593,intel core i5 8th generation,3.8,GHz
1594,P1594,intel celeron n,2.16,GHz
1595,P1595,intel core i5 8th generation,1.4,GHz
1596,P1596,intel celeron n,1.1,GHz
1597,P1597,intel core i3 8th generation,0.0,unknown
1598,P1598,intel core i7,2.2,GHz
1599,P1599,intel core i5 10th generation,2.6,GHz
1600,P1600,undefined,0.0,unknown
1601,P1601,intel core i5 8th generation,1.7,GHz
1602,P1602,intel core i7 6th generation,2.5,GHz
1603,P1603,intel core i7 10th generation,1.8,GHz
1604,P1604,intel celeron,1.1,GHz
1605,P1605,intel core i3-1115g4,3.0,GHz
1606,P1606,intel pentium 3825u 1.90ghz,1.9,GHz
1607,P1607,intel core i5 8th generation,1.7,GHz
1608,P1608,intel celeron n,1.0,GHz
1609,P1609,amd ryzen 7 7840hs,5.1,GHz
1610,P1610,intel core i7 8th generation,2.6,GHz
1611,P1611,intel i7-1265u,1.8,GHz
1612,P1612,intel core i7 8th gen,2.2,GHz
1613,P1613,qualcomm snapdragon 7c gen 2,2.55,GHz
1614,P1614,undefined,0.0,unknown
1615,P1615,intel core i3-1115g4,4.1,GHz
1616,P1616,undefined,0.0,unknown
1617,P1617,intel quad i7-6920hq @2.90ghz,2.7,GHz
1618,P1618,intel core i5-8350u,1.7,GHz
1619,P1619,intel core i7 12th generation,4.7,GHz
1620,P1620,intel n100,3.4,GHz
1621,P1621,undefined,0.0,unknown
1622,P1622,intel core i5-5300u cpu @ 2.30 ghz,2.3,GHz
1623,P1623,intel core i5 11th generation,2.4,GHz
1624,P1624,i5-4200m,2.5,GHz
1625,P1625,i5-11500h,4.6,GHz
1626,P1626,intel core i7 11th generation,3.0,GHz
1627,P1627,qualcomm snapdragon 8cx gen 2,0.0,unknown
1628,P1628,mediatek,0.0,unknown
1629,P1629,amd a4,1.6,GHz
1630,P1630,amd ryzen 7 7000 series,2.7,GHz
1631,P1631,intel core i5 10th generation,1.6,GHz
1632,P1632,intel atom dual-core,1.6,GHz
1633,P1633,intel core i5 8th generation,3.6,GHz
1634,P1634,intel celeron,1.1,GHz
1635,P1635,intel core i7-8665u quad-core 1.9ghz,0.0,unknown
1636,P1636,intel core i5 7th generation,1.2,GHz
1637,P1637,intel core i5 8th generation,0.0,unknown
1638,P1638,intel core i5 6th generation,2.6,GHz
1639,P1639,intel core i5 8th generation,3.6,GHz
1640,P1640,intel core i5 8th generation,3.6,GHz
1641,P1641,intel core i7 7th generation,3.9,GHz
1642,P1642,intel core i5 6th generation,2.4,GHz
1643,P1643,intel pentium silver n6000,0.0,GHz
1644,P1644,intel core i5 8th generation,1.7,GHz
1645,P1645,intel core i3 7th generation,2.4,GHz
1646,P1646,intel celeron n2840,2.16,GHz
1647,P1647,intel core i5 8th generation,3.4,GHz
1648,P1648,intel core i7 8th generation,1.9,GHz
1649,P1649,intel core i7 13th generation,5.0,GHz
1650,P1650,intel core i5 7th generation,3.1,GHz
1651,P1651,intel celeron n4100,2.7,GHz
1652,P1652,intel core 2 quad,2.8,GHz
1653,P1653,intel core i5 6th generation,2.4,GHz
1654,P1654,intel core i5 8th generation,1.6,GHz
1655,P1655,intel core i7-13700h,2.4,GHz
1656,P1656,undefined,1.7,GHz
1657,P1657,intel pentium gold,1.1,GHz
1658,P1658,amd a4-9120c,1.6,GHz
1659,P1659,intel core i5 8th generation,3.4,GHz
1660,P1660,intel core i5 3rd generation,2.6,GHz
1661,P1661,amd ryzen 5 7000 series,3.3,GHz
1662,P1662,intel core i5 7th generation,2.6,GHz
1663,P1663,intel core i5 8th generation,1.6,GHz
1664,P1664,intel core i5-5300u,2.3,GHz
1665,P1665,intel celeron n,1.1,GHz
1666,P1666,intel core i7 8th generation,1.9,GHz
1667,P1667,intel celeron n4020,2.6,GHz
1668,P1668,i5,1.9,GHz
1669,P1669,intel core i7 13th generation,3.7,GHz
1670,P1670,intel core i7 8th generation,1.5,GHz
1671,P1671,intel core i7 12th generation,4.7,GHz
1672,P1672,mediatek mt8173c,2.1,GHz
1673,P1673,intel core i5 5th generation,2.3,GHz
1674,P1674,i5 3rd gen,0.0,unknown
1675,P1675,intel core i7 8th generation,4.2,GHz
1676,P1676,intel celeron n,2.16,GHz
1677,P1677,intel core i5 4th generation,1.9,GHz
1678,P1678,intel core i7 8th generation,1.9,GHz
1679,P1679,i5-10210u,0.0,unknown
1680,P1680,intel core i7 12th generation,4.7,GHz
1681,P1681,intel celeron n,1.6,GHz
1682,P1682,intel core i5 12th generation,4.0,GHz
1683,P1683,intel core i7 8th generation,1.8,GHz
1684,P1684,intel core i7 10th generation,4.9,GHz
1685,P1685,intel core i5 8th generation,1.6,GHz
1686,P1686,10th gen intel core i5,1.1,GHz
1687,P1687,intel core i7 12th generation,4.7,GHz
1688,P1688,intel core i7,0.0,unknown
1689,P1689,intel core i7-1185g7,4.8,GHz
1690,P1690,i5-8350u,1.7,GHz
1691,P1691,intel core i3,0.0,unknown
1692,P1692,arm cortex-a series,2.0,GHz
1693,P1693,undefined,0.0,unknown
1694,P1694,intel i5 2nd generation,2.6,GHz
1695,P1695,undefined,0.0,unknown
1696,P1696,intel celeron n3050,1.6,GHz
1697,P1697,intel pentium m,1.73,GHz
1698,P1698,intel celeron,2.48,GHz
1699,P1699,intel core i5 8th generation,1.7,GHz
1700,P1700,undefined,0.0,unknown
1701,P1701,intel core i5 13th generation,1.3,GHz
1702,P1702,samsung exynos 5 dual,1.7,GHz
1703,P1703,12th gen intel core i5-12450h,4.4,GHz
1704,P1704,undefined,0.0,unknown
1705,P1705,intel core m3 7th generation,2.6,GHz
1706,P1706,intel celeron n4500,1.1,GHz
1707,P1707,intel core i7 8th generation,1.9,GHz
1708,P1708,amd,2.3,GHz
1709,P1709,intel core i7,1.07,GHz
1710,P1710,intel core i7,2.2,GHz
1711,P1711,mediatek mt8183,2.0,GHz
1712,P1712,intel core i7-1355u,1.7,GHz
1713,P1713,undefined,0.0,unknown
1714,P1714,android 4.0,1.3,GHz
1715,P1715,intel core i5,2.6,GHz
1716,P1716,intel core m5 6th generation,1.1,GHz
1717,P1717,intel core i7,0.0,unknown
1718,P1718,intel core i5 11th generation,2.6,GHz
1719,P1719,intel core i5-4310u,2.0,GHz
1720,P1720,intel core i5 6th generation,2.4,GHz
1721,P1721,intel celeron n,1.1,GHz
1722,P1722,intel celeron n,1.1,GHz
1723,P1723,intel celeron n4020,2.8,GHz
1724,P1724,core i5-5300u 2.30ghz,0.0,unknown
1725,P1725,intel core i7 8th generation,2.6,GHz
1726,P1726,intel core i5,2.5,GHz
1727,P1727,intel core i5 12th generation,3.3,GHz
1728,P1728,intel core i7 8th generation,1.8,GHz
1729,P1729,intel core i3 8th generation,2.1,GHz
1730,P1730,intel core i3 11th generation,3.0,GHz
1731,P1731,11th gen intel core i5-1135g7,0.0,unknown
1732,P1732,intel core i5 6th generation,2.4,GHz
1733,P1733,intel core i7 1st generation,1.9,GHz
1734,P1734,11 gen intel core i3,3.0,GHz
1735,P1735,intel core i7 7th generation,2.8,GHz
1736,P1736,intel core i5 11th generation,2.4,GHz
1737,P1737,intel core i7-1265u,0.0,unknown
1738,P1738,intel core i7 7th generation,2.9,GHz
1739,P1739,intel core i5 6th generation,0.0,unknown
1740,P1740,intel atom quad-core,1.46,GHz
1741,P1741,intel pentium,1.1,GHz
1742,P1742,intel core i5 7th generation,2.6,GHz
1743,P1743,intel core i7 11th generation,3.0,GHz
1744,P1744,intel core i5 11th generation,2.4,GHz
1745,P1745,amd ryzen 5,0.0,unknown
1746,P1746,intel core i7 11th generation,0.0,unknown
1747,P1747,undefined,1.66,GHz
1748,P1748,intel core i7 8th generation,4.2,GHz
1749,P1749,intel celeron,2.16,GHz
1750,P1750,intel celeron n,1.6,GHz
1751,P1751,intel celeron,3.5,GHz
1752,P1752,e3-1505m v6,3.0,GHz
1753,P1753,intel core i5 11th generation,2.4,GHz
1754,P1754,intel celeron,1.1,GHz
1755,P1755,intelÂ® coreâ„¢ i7 i7-6500u,2.5,GHz
1756,P1756,intel core i7 3rd generation,0.0,unknown
1757,P1757,fz-g1,0.0,unknown
1758,P1758,intel i7-8665u quadcore 8th gen,1.9,GHz
1759,P1759,amd ryzen 5 5500u,0.0,unknown
1760,P1760,intel core i5 8th generation,2.6,GHz
1761,P1761,radeon r4 dual-core,1.6,GHz
1762,P1762,intel core i5 10th generation,1.6,GHz
1763,P1763,intel core i9 13th generation,0.0,unknown
1764,P1764,intel core i5 8th generation,1.7,GHz
1765,P1765,intel core i5 8th generation,1.7,GHz
1766,P1766,intel core i7 7th generation,2.8,GHz
1767,P1767,intel core i3/i5,1.7,GHz
1768,P1768,intel core i5 6th generation,0.0,unknown
1769,P1769,undefined,0.0,unknown
1770,P1770,undefined,0.0,unknown
1771,P1771,undefined,0.0,unknown
1772,P1772,amd ryzen 5,0.0,unknown
1773,P1773,intel core i7-7y75,0.0,GHz
1774,P1774,undefined,0.0,unknown
1775,P1775,undefined,0.0,unknown
1776,P1776,intel core i5-6300u,2.4,GHz
1777,P1777,intel core i5 8th generation,0.0,unknown
1778,P1778,intel pentium n4200,1.1,GHz
1779,P1779,intel core i5 8th generation,1.6,GHz
1780,P1780,intel core i3 6th generation,0.0,unknown
1781,P1781,intel celeron,1.73,GHz
1782,P1782,intel core i7 11th generation,3.0,GHz
1783,P1783,intel celeron n,1.1,GHz
1784,P1784,intel core i7 9th generation,4.7,GHz
1785,P1785,intel core i5 10th generation,1.6,GHz
1786,P1786,intel core i3 12th generation,0.0,unknown
1787,P1787,intel core i5 10th generation,1.2,GHz
1788,P1788,intel core i7 12th generation,1.7,GHz
1789,P1789,intel core i5-6300u,2.4,GHz
1790,P1790,intel core 2 duo,0.0,unknown
1791,P1791,intel pentium n quad core,2.16,GHz
1792,P1792,mediatek,0.0,unknown
1793,P1793,intel core i7 12th generation,4.7,GHz
1794,P1794,intel core i5 8th generation,1.7,GHz
1795,P1795,intel core i5-1135g7,4.2,GHz
1796,P1796,amd ryzen 5,4.0,GHz
1797,P1797,intel celeron,1.6,GHz
1798,P1798,intel core i5 4th generation,1.6,GHz
1799,P1799,intel core i5 10th generation,1.6,GHz
1800,P1800,intel core i5 6th generation,2.4,GHz
1801,P1801,intel celeron n4000,1.1,GHz
1802,P1802,intel core i7 8th generation,1.9,GHz
1803,P1803,microsoft sq2,1.8,GHz
1804,P1804,intel core i5 2nd generation,2.3,GHz
1805,P1805,intel core i5 8th generation,1.6,GHz
1806,P1806,amd ryzen 5,2.0,GHz
1807,P1807,intel core i5 8th generation,1.6,GHz
1808,P1808,intel celeron,1.1,GHz
1809,P1809,intel core i5 6th generation,2.4,GHz
1810,P1810,intel core i5 2nd generation,2.5,GHz
1811,P1811,intel core i3 12th generation,1.2,GHz
1812,P1812,intel core i5,0.0,unknown
1813,P1813,intel core i7-5600u,2.6,GHz
1814,P1814,intel core i5 10th generation,2.4,GHz
1815,P1815,intel core 2 duo,2.26,GHz
1816,P1816,intel core i7 13th generation,3.8,GHz
1817,P1817,intel core i3 4th generation,1.7,GHz
1818,P1818,intel celeron,1.1,GHz
1819,P1819,undefined,0.0,unknown
1820,P1820,intel celeron,1.9,GHz
1821,P1821,apple m1 chip,0.0,unknown
1822,P1822,intel pentium,1.1,GHz
1823,P1823,intel core i5 13th generation,0.0,unknown
1824,P1824,intel pentium gold,1.1,GHz
1825,P1825,intel core i5-7300u,2.7,GHz
1826,P1826,intel core i5,0.0,GHz
1827,P1827,intel core i5 3rd generation,2.9,GHz
1828,P1828,intel core i5 11th generation,2.4,GHz
1829,P1829,intel core i3 7th generation,2.4,GHz
1830,P1830,intel core i5 7th generation,3.1,GHz
1831,P1831,undefined,0.0,unknown
1832,P1832,intel core i5 6th generation,2.4,GHz
1833,P1833,intel core i7 4th generation,2.9,GHz
1834,P1834,intel core i7 7th generation,2.7,GHz
1835,P1835,intel celeron n,1.1,GHz
1836,P1836,intel core i5 6th generation,1.7,GHz
1837,P1837,intel core i5 6th generation,2.4,GHz
1838,P1838,intel core i7 13th generation,3.9,GHz
1839,P1839,intel core i7 6th generation,3.8,GHz
1840,P1840,intel core i5 8th generation,1.7,GHz
1841,P1841,intel core i5-7300u 7th generation,2.9,GHz
1842,P1842,intel core i7 1st generation,1.9,GHz
1843,P1843,amd ryzen 7 pro 3700u,2.3,GHz
1844,P1844,intel core i5 6th generation,2.4,GHz
1845,P1845,intel core i7 8th generation,1.9,GHz
1846,P1846,intel pentium iii,800.0,MHz
1847,P1847,intel core i7 7th generation,3.0,GHz
1848,P1848,intel core i7 8th generation,1.9,GHz
1849,P1849,i5-8350,3.6,GHz
1850,P1850,intel core i7 6th generation,2.6,GHz
1851,P1851,intel core i5 3rd generation,2.6,GHz
1852,P1852,intel celeron,1.6,GHz
1853,P1853,intel core i7 12th generation,0.0,unknown
1854,P1854,undefined,0.0,unknown
1855,P1855,intel core i5 12th generation,1.3,GHz
1856,P1856,undefined,0.0,unknown
1857,P1857,intel celeron,1.7,GHz
1858,P1858,intel celeron,0.0,unknown
1859,P1859,intel core i3 12th generation,1.2,GHz
1860,P1860,intel celeron d,1.1,GHz
1861,P1861,intel core i7 4th generation,3.0,GHz
1862,P1862,intel celeron,1.6,GHz
1863,P1863,intel core i5 3rd generation,2.7,GHz
1864,P1864,intel core i5-8250u,0.0,unknown
1865,P1865,intel core i5-8250u,1.6,GHz
1866,P1866,intel celeron n,1.1,GHz
1867,P1867,intel core i3 8th generation,0.0,unknown
1868,P1868,intel celeron,2.48,GHz
1869,P1869,not specified,0.0,unknown
1870,P1870,intel pentium 3825u 1.90ghz,1.9,GHz
1871,P1871,undefined,0.0,unknown
1872,P1872,intel core 2 duo,2.8,GHz
1873,P1873,undefined,0.0,unknown
1874,P1874,undefined,0.0,unknown
1875,P1875,intel core i7 12th generation,1.7,GHz
1876,P1876,intel celeron n,0.0,unknown
1877,P1877,intel celeron n3350,1.1,GHz
1878,P1878,intel core i7 11th generation,3.0,GHz
1879,P1879,intel core i7 12th generation,2.3,GHz
1880,P1880,intel core i5 4th generation,2.6,GHz
1881,P1881,amd turion ii,2.2,GHz
1882,P1882,undefined,0.0,unknown
1883,P1883,intel core i5 7th generation,2.6,GHz
1884,P1884,intel core i5 8th generation,3.4,GHz
1885,P1885,intel core i5 11th generation,2.7,GHz
1886,P1886,mediatek m8173c,2.1,GHz
1887,P1887,intel core i7 4th generation,0.0,unknown
1888,P1888,i5-7200u,0.0,unknown
1889,P1889,intel celeron 4100,1.1,GHz
1890,P1890,intel core i7 12th generation,4.7,GHz
1891,P1891,intel core i7 4th generation,2.1,GHz
1892,P1892,intel core i5 4th generation,2.8,GHz
1893,P1893,intel core i5 6th generation,2.4,GHz
1894,P1894,intel core i7,3.5,GHz
1895,P1895,intel core i7 8th generation,1.9,GHz
1896,P1896,intel core i5-6300u,2.4,GHz
1897,P1897,undefined,0.0,unknown
1898,P1898,intel pentium gold 8505,1.2,GHz
1899,P1899,amd athlon gold 3150u,3.3,GHz
1900,P1900,intel core i5-8250u,1.6,GHz
1901,P1901,intel core i7 8th generation,1.9,GHz
1902,P1902,intel core 2 duo,1.66,GHz
1903,P1903,undefined,0.0,unknown
1904,P1904,see title/description,0.0,unknown
1905,P1905,intel core i5 8th generation,1.6,GHz
1906,P1906,12th gen intelÂ® coreâ„¢ i5-12450h processor,0.0,unknown
1907,P1907,intel core i5 8th generation,1.6,GHz
1908,P1908,celeron r,1.1,GHz
1909,P1909,intel celeron n,2.0,GHz
1910,P1910,intel core i5 8th generation,1.7,GHz
1911,P1911,1660ti,0.0,unknown
1912,P1912,intel celeron n,1.1,GHz
1913,P1913,qualcomm kryo 468,2.1,GHz
1914,P1914,intel core i7 12th generation,1.1,GHz
1915,P1915,intel core i5 8th generation,1.7,GHz
1916,P1916,intel celeron n,1.1,GHz
1917,P1917,intel core i5 7th generation,0.0,unknown
1918,P1918,see title/description,0.0,unknown
1919,P1919,intel core i7-6600u,2.6,GHz
1920,P1920,amd ryzen 3 pro,2.6,GHz
1921,P1921,intel core i5 4th generation,1.4,GHz
1922,P1922,intel celeron n2940 1.83ghz quad,1.83,GHz
1923,P1923,intel core i5,2.5,GHz
1924,P1924,intel celeron,2.16,GHz
1925,P1925,intel core i7 6th generation,2.6,GHz
1926,P1926,intel celeron,1.6,GHz
1927,P1927,intel core i5-8300h,3.1,GHz
1928,P1928,intel core i5 11th generation,0.0,unknown
1929,P1929,intel core i3,3.6,GHz
1930,P1930,intel core 2 duo,0.0,unknown
1931,P1931,intel core i5 10th generation,1.6,GHz
1932,P1932,i5-7200u,2.5,GHz
1933,P1933,intel celeron n4020,1.1,GHz
1934,P1934,intel core i7 4th generation,2.0,GHz
1935,P1935,intel core i5-6200u,2.3,GHz
1936,P1936,intel core i3 10th generation,1.2,GHz
1937,P1937,undefined,0.0,unknown
1938,P1938,intel core i5 12th generation,0.0,unknown
1939,P1939,intel celeron,1.6,GHz
1940,P1940,intel core i5 8th generation,1.7,GHz
1941,P1941,intel celeron n,1.6,GHz
1942,P1942,intel celeron,1.1,GHz
1943,P1943,intel core i5 6th generation,2.4,GHz
1944,P1944,intel core i5 11th generation,0.0,unknown
1945,P1945,intel core i5-8300h,2.3,GHz
